년도,월,도로,방향,상세도로,속도
2024,9,일반국도1호선,하행,일반국도1호선(천안시-연기군경계(4) ~ 소정대교남측),63.0139
2024,9,일반국도1호선,하행,일반국도1호선(추수지하차도북측 ~ 주추교차로),28.2727
2024,9,일반국도36호선,상행,일반국도36호선(번암사거리 ~ 죽림삼거리),45.6047
2024,9,일반국도36호선,상행,일반국도36호선(죽림삼거리 ~ 상리사거리),68.9792
2024,9,일반국도36호선,하행,일반국도36호선(봉안리 ~ 주추지하차도 남측),43.3255
2024,9,일반국도36호선,하행,일반국도36호선(상리사거리 ~ 죽림삼거리),69.3333
2024,9,일반국도36호선,하행,일반국도36호선(죽림삼거리 ~ 번암사거리),40.0354
2024,9,절재로,상행,절재로(가재마을12단지앞사거리 ~ 주추교차로),24.1955
2024,9,절재로,상행,절재로(도움8로교차로1 ~ 햇무리교북단),51.0014
2024,9,절재로,하행,절재로(주추교차로 ~ 가재마을12단지앞사거리),18.2332
2024,9,절재로,하행,절재로(햇무리교북단 ~ 도움8로교차로1),45.6972
2024,9,정안세종로,상행,정안세종로(모개고가차도 ~ 수산IC교 북서),55.8679
2024,9,정안세종로,하행,정안세종로(수산IC교 북서 ~ 모개고가차도),109.4069
2024,9,조치원로,상행,조치원로(상리사거리 ~ 역전교차로),35.5361
2024,9,조치원로,하행,조치원로(역전교차로 ~ 상리사거리),32.5972
2024,9,지방도604호선,상행,지방도604호선(문주1교북측 ~ 예양교차로동편),61.9138
2024,9,지방도604호선,하행,지방도604호선(예양교차로동편 ~ 문주1교북측),48.8384
2024,9,지방도96호선,상행,지방도96호선(갈대습지앞 ~ 월산교차로),31.4625
2024,9,지방도96호선,상행,지방도96호선(금남교앞 ~ 당암삼거리),27.242
2024,9,지방도96호선,상행,지방도96호선(대평지하차도 ~ 대평중앞),28.7415
2024,9,지방도96호선,상행,지방도96호선(성남고사거리 ~ 세종엠코타운),18.7479
2024,9,지방도96호선,상행,지방도96호선(양화2교차로 ~ 행정복합도시홍보관),28.8926
2024,9,지방도96호선,상행,지방도96호선(행정복합도시홍보관 ~ 푸르지오시티앞사거리),28.8896
2024,9,지방도96호선,하행,지방도96호선(당암삼거리 ~ 금남교앞),32.5
2024,9,지방도96호선,하행,지방도96호선(대평중앞 ~ 대평지하차도),30.591
2024,9,지방도96호선,하행,지방도96호선(부강터널 ~ 용합삼거리),76.9467
2024,9,지방도96호선,하행,지방도96호선(성남고사거리 ~ 푸르지오시티앞사거리),22.8926
2024,9,지방도96호선,하행,지방도96호선(세종엠코타운 ~ 성남고사거리),20.3247
2024,9,지방도96호선,하행,지방도96호선(송원교차로 ~ -),54.2847
2024,9,지방도96호선,하행,지방도96호선(월산교차로 ~ 갈대습지앞),28.8926
2024,9,지방도96호선,하행,지방도96호선(푸르지오시티앞사거리 ~ 행정복합도시홍보관),31.4625
2024,9,지방도96호선,하행,지방도96호선(행정복합도시홍보관 ~ 갈대습지앞),31.4625
2024,9,충현로,상행,충현로(조치원지하차도앞 ~ 서창사거리),34.6069
2024,9,충현로,하행,충현로(서창사거리 ~ 조치원지하차도앞),36.25
2024,9,평기길,상행,평기길(- ~ 송학사거리),45.0725
2024,9,평기길,하행,평기길(송학사거리 ~ -),52.4906
2024,9,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리885-1),36.3945
2024,9,한누리대로,상행,한누리대로(국책연구단지사거리 ~ 4-1생활권(한누리대로)),35.9792
2024,9,한누리대로,상행,한누리대로(도시통합정보센터앞사거리 ~ 성남고사거리),46.3413
2024,9,한누리대로,상행,한누리대로(보름교동측 ~ 연기3리교차로),43.6412
2024,9,한누리대로,상행,한누리대로(양지초교사거리 ~ 금사교고가차도),26.3153
2024,9,한누리대로,상행,한누리대로(연기3리교차로 ~ 금사교고가차도),45.0313
2024,9,한누리대로,상행,한누리대로(집현리(한누리대로) ~ 4-2생활권(한누리대로)),19.6275
2024,9,한누리대로,상행,한누리대로(집현리885-1 ~ 4-2생활권(한누리대로)),38.4597
2024,9,한누리대로,상행,한누리대로(행정중심복합도시3-2생활권 ~ 공공청사),33.1792
2024,9,한누리대로,하행,한누리대로(4-1생활권(한누리대로) ~ 국책연구단지사거리),31.5911
2024,9,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리(한누리대로)),35.6636
2024,9,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리885-1),34.8494
2024,9,한누리대로,하행,한누리대로(공공청사 ~ 행정중심복합도시3-2생활권),35.0278
2024,9,한누리대로,하행,한누리대로(금사교고가차도 ~ 양지초교사거리),30.6638
2024,9,한누리대로,하행,한누리대로(금사교고가차도 ~ 연기3리교차로),43.3522
2024,9,한누리대로,하행,한누리대로(연기3리교차로 ~ 보름교동측),44.3276
2024,9,한누리대로,하행,한누리대로(집현리885-1 ~ 4-1생활권(한누리대로)),29.3955
2024,9,행복대로,상행,행복대로(수자인510동앞 ~ 디딤2교북측),63.5639
2024,9,행복대로,상행,행복대로(집현리623-5 ~ 집현리785-135),63.7311
2024,9,행복대로,상행,행복대로(집현리785-135 ~ 디딤2교북측),51.5083
2024,9,행복대로,하행,행복대로(디딤2교북측 ~ 수자인510동앞),51.5098
2024,9,행복대로,하행,행복대로(디딤2교북측 ~ 집현리785-135),58.6355
2024,9,행복대로,하행,행복대로(집현리785-135 ~ 집현리623-5),42.3563
2024,10,갈매로,상행,갈매로(양지중사거리 ~ 갈매로교차로1),35.9449
2024,10,갈매로,상행,갈매로(푸르지오시티앞사거리 ~ 양지중사거리),37.8777
2024,10,갈매로,하행,갈매로(갈매로교차로1 ~ 양지중사거리),28.3312
2024,10,갈매로,하행,갈매로(금사교고가차도동편 ~ 갈매로교차로1),46.4818
2024,10,갈매로,하행,갈매로(양지중사거리 ~ 푸르지오시티앞사거리),32.5927
2024,10,당산로,상행,당산로(- ~ 월하오거리),47.5856
2024,10,당산로,하행,당산로(월하오거리 ~ -),47.7693
2024,10,산학리길,상행,산학리길(- ~ -),55.3301
2024,10,산학리길,하행,산학리길(- ~ -),55.2264
2024,10,새내로,상행,새내로(죽림오거리 ~ 역전교차로),35.4355
2024,10,새내로,하행,새내로(역전교차로 ~ 죽림오거리),40.6398
2024,10,시청대로,상행,시청대로(반곡동 67-1 ~ 4-1생활권(한누리대로)),24.3544
2024,10,시청대로,상행,시청대로(보람동(시청대로) ~ 중흥클래스1003동앞),26.3683
2024,10,시청대로,상행,시청대로(집현리785-135 ~ 집현리산173),21.6117
2024,10,시청대로,상행,시청대로(집현리산173 ~ 반곡동 67-1),20.1704
2024,10,시청대로,하행,시청대로(4-1생활권(한누리대로) ~ 반곡동 67-1),22.8917
2024,10,시청대로,하행,시청대로(반곡동 67-1 ~ 집현리산173),18.4037
2024,10,시청대로,하행,시청대로(중흥클래스1003동앞 ~ 보람동(시청대로)),28.0255
2024,10,시청대로,하행,시청대로(집현리산173 ~ 집현리785-135),34.1227
2024,10,용연로,상행,용연로(- ~ 송학사거리),54.4625
2024,10,용연로,하행,용연로(송학사거리 ~ -),53.4594
2024,10,일반국도1호선,상행,일반국도1호선(문화예술회관입구 ~ 욱일삼거리),33.6258
2024,10,일반국도1호선,상행,일반국도1호선(신흥사거리 ~ 문화예술회관입구),33.6258
2024,10,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 번암사거리),42.522
2024,10,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 월하오거리),42.5299
2024,10,일반국도1호선,상행,일반국도1호선(연기삼거리 ~ 연기사거리),42.5393
2024,10,일반국도1호선,상행,일반국도1호선(주추교차로 ~ 추수지하차도북측),32.0945
2024,10,일반국도1호선,상행,일반국도1호선(추수지하차도북측 ~ 모개고가차도),33.7604
2024,10,일반국도1호선,하행,일반국도1호선(모개고가차도 ~ 추수지하차도북측),29.8333
2024,10,일반국도1호선,하행,일반국도1호선(문화예술회관입구 ~ 신흥사거리),32.473
2024,10,일반국도1호선,하행,일반국도1호선(번암사거리 ~ 연기사거리),35.4544
2024,10,일반국도1호선,하행,일반국도1호선(연기사거리 ~ 연기삼거리),35.4578
2024,10,일반국도1호선,하행,일반국도1호선(욱일삼거리 ~ 문화예술회관입구),32.473
2024,10,일반국도1호선,하행,일반국도1호선(월하오거리 ~ 연기사거리),35.4544
2024,10,일반국도1호선,하행,일반국도1호선(추수지하차도북측 ~ 주추교차로),27.6221
2024,10,일반국도36호선,상행,일반국도36호선(번암사거리 ~ 죽림삼거리),42.533
2024,10,일반국도36호선,하행,일반국도36호선(봉안리 ~ 주추지하차도 남측),39.7621
2024,10,일반국도36호선,하행,일반국도36호선(죽림삼거리 ~ 번암사거리),35.4493
2024,10,절재로,상행,절재로(가재마을12단지앞사거리 ~ 주추교차로),22.5588
2024,10,절재로,상행,절재로(도움8로교차로1 ~ 햇무리교북단),50.9126
2024,10,절재로,하행,절재로(주추교차로 ~ 가재마을12단지앞사거리),16.9483
2024,10,절재로,하행,절재로(햇무리교북단 ~ 도움8로교차로1),45.7366
2024,10,정안세종로,상행,정안세종로(모개고가차도 ~ 수산IC교 북서),59.1492
2024,10,정안세종로,하행,정안세종로(수산IC교 북서 ~ 모개고가차도),113.7443
2024,10,조치원로,상행,조치원로(상리사거리 ~ 역전교차로),38.4231
2024,10,조치원로,하행,조치원로(역전교차로 ~ 상리사거리),34.8519
2024,10,지방도604호선,상행,지방도604호선(문주1교북측 ~ 예양교차로동편),60.25
2024,10,지방도604호선,하행,지방도604호선(예양교차로동편 ~ 문주1교북측),45.7398
2024,10,지방도96호선,상행,지방도96호선(갈대습지앞 ~ 월산교차로),30.7156
2024,10,지방도96호선,상행,지방도96호선(금남교앞 ~ 당암삼거리),27.3841
2024,10,지방도96호선,상행,지방도96호선(대평지하차도 ~ 대평중앞),28.1235
2024,10,지방도96호선,상행,지방도96호선(성남고사거리 ~ 세종엠코타운),18.6302
2024,10,지방도96호선,상행,지방도96호선(양화2교차로 ~ 행정복합도시홍보관),28.2169
2024,10,지방도96호선,상행,지방도96호선(행정복합도시홍보관 ~ 푸르지오시티앞사거리),28.2155
2024,10,지방도96호선,하행,지방도96호선(당암삼거리 ~ 금남교앞),29.6585
2024,10,지방도96호선,하행,지방도96호선(대평중앞 ~ 대평지하차도),30.0332
2024,10,지방도96호선,하행,지방도96호선(부강터널 ~ 용합삼거리),77.1263
2024,10,지방도96호선,하행,지방도96호선(성남고사거리 ~ 푸르지오시티앞사거리),22.9795
2024,10,지방도96호선,하행,지방도96호선(세종엠코타운 ~ 성남고사거리),20.2358
2024,10,지방도96호선,하행,지방도96호선(송원교차로 ~ -),54.5228
2024,10,지방도96호선,하행,지방도96호선(월산교차로 ~ 갈대습지앞),28.2169
2024,10,지방도96호선,하행,지방도96호선(푸르지오시티앞사거리 ~ 행정복합도시홍보관),30.7141
2024,10,지방도96호선,하행,지방도96호선(행정복합도시홍보관 ~ 갈대습지앞),30.7188
2024,10,충현로,상행,충현로(조치원지하차도앞 ~ 서창사거리),34.9301
2024,10,충현로,하행,충현로(서창사거리 ~ 조치원지하차도앞),36.5685
2024,10,평기길,상행,평기길(- ~ 송학사거리),45.7547
2024,10,평기길,하행,평기길(송학사거리 ~ -),52.8401
2024,10,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리885-1),35.7254
2024,10,한누리대로,상행,한누리대로(국책연구단지사거리 ~ 4-1생활권(한누리대로)),35.4718
2024,10,한누리대로,상행,한누리대로(도시통합정보센터앞사거리 ~ 성남고사거리),46.3315
2024,10,한누리대로,상행,한누리대로(보름교동측 ~ 연기3리교차로),41.4318
2024,10,한누리대로,상행,한누리대로(양지초교사거리 ~ 금사교고가차도),26.3562
2024,10,한누리대로,상행,한누리대로(연기3리교차로 ~ 금사교고가차도),44.6423
2024,10,한누리대로,상행,한누리대로(집현리(한누리대로) ~ 4-2생활권(한누리대로)),19.9969
2024,10,한누리대로,상행,한누리대로(집현리885-1 ~ 4-2생활권(한누리대로)),38.826
2024,10,한누리대로,상행,한누리대로(행정중심복합도시3-2생활권 ~ 공공청사),33.5578
2024,10,한누리대로,하행,한누리대로(4-1생활권(한누리대로) ~ 국책연구단지사거리),31.2097
2024,10,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리(한누리대로)),35.0857
2024,10,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리885-1),34.5763
2024,10,한누리대로,하행,한누리대로(공공청사 ~ 행정중심복합도시3-2생활권),35.1008
2024,10,한누리대로,하행,한누리대로(금사교고가차도 ~ 양지초교사거리),30.376
2024,10,한누리대로,하행,한누리대로(금사교고가차도 ~ 연기3리교차로),43.0559
2024,10,한누리대로,하행,한누리대로(연기3리교차로 ~ 보름교동측),44.8992
2024,10,한누리대로,하행,한누리대로(집현리885-1 ~ 4-1생활권(한누리대로)),29.3521
2024,10,행복대로,상행,행복대로(수자인510동앞 ~ 디딤2교북측),63.6707
2024,10,행복대로,상행,행복대로(집현리623-5 ~ 집현리785-135),65.1692
2024,10,행복대로,상행,행복대로(집현리785-135 ~ 디딤2교북측),50.9762
2024,10,행복대로,하행,행복대로(디딤2교북측 ~ 수자인510동앞),50.9734
2024,10,행복대로,하행,행복대로(디딤2교북측 ~ 집현리785-135),60.1641
2024,10,행복대로,하행,행복대로(집현리785-135 ~ 집현리623-5),49.9614
2024,11,갈매로,상행,갈매로(양지중사거리 ~ 갈매로교차로1),35.5942
2024,11,갈매로,상행,갈매로(푸르지오시티앞사거리 ~ 양지중사거리),37.1728
2024,11,갈매로,하행,갈매로(갈매로교차로1 ~ 양지중사거리),27.2381
2024,11,갈매로,하행,갈매로(금사교고가차도동편 ~ 갈매로교차로1),47.2873
2024,11,갈매로,하행,갈매로(양지중사거리 ~ 푸르지오시티앞사거리),32.448
2024,11,당산로,상행,당산로(- ~ 월하오거리),48.0484
2024,11,당산로,하행,당산로(월하오거리 ~ -),48.5699
2024,11,산학리길,상행,산학리길(- ~ -),56.2594
2024,11,산학리길,하행,산학리길(- ~ -),57.1182
2024,11,새내로,상행,새내로(죽림오거리 ~ 역전교차로),36.264
2024,11,새내로,하행,새내로(역전교차로 ~ 죽림오거리),41.4171
2024,11,시청대로,상행,시청대로(대평동(시청대로) ~ 보람동(시청대로)),21.2167
2024,11,시청대로,상행,시청대로(반곡동 67-1 ~ 4-1생활권(한누리대로)),25.2178
2024,11,시청대로,상행,시청대로(보람동(시청대로) ~ 중흥클래스1003동앞),26.2514
2024,11,시청대로,상행,시청대로(중흥클래스1003동앞 ~ 회전교차로),26.9649
2024,11,시청대로,상행,시청대로(집현리785-135 ~ 집현리산173),21.3701
2024,11,시청대로,상행,시청대로(집현리산173 ~ 반곡동 67-1),18.9627
2024,11,시청대로,상행,시청대로(회전교차로 ~ 공동청사 사거리),27.05
2024,11,시청대로,하행,시청대로(4-1생활권(한누리대로) ~ 반곡동 67-1),22.3664
2024,11,시청대로,하행,시청대로(공동청사 사거리 ~ 회전교차로),30.8814
2024,11,시청대로,하행,시청대로(반곡동 67-1 ~ 집현리산173),19.5434
2024,11,시청대로,하행,시청대로(보람동(시청대로) ~ 대평동(시청대로)),21.5574
2024,11,시청대로,하행,시청대로(중흥클래스1003동앞 ~ 보람동(시청대로)),28.2654
2024,11,시청대로,하행,시청대로(집현리산173 ~ 집현리785-135),33.5632
2024,11,시청대로,하행,시청대로(회전교차로 ~ 중흥클래스1003동앞),30.4821
2024,11,용연로,상행,용연로(- ~ 송학사거리),55.6425
2024,11,용연로,하행,용연로(송학사거리 ~ -),55.006
2024,11,일반국도1호선,상행,일반국도1호선(문화예술회관입구 ~ 욱일삼거리),33.1735
2024,11,일반국도1호선,상행,일반국도1호선(신흥사거리 ~ 문화예술회관입구),33.1735
2024,11,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 번암사거리),43.2276
2024,11,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 월하오거리),43.2341
2024,11,일반국도1호선,상행,일반국도1호선(연기삼거리 ~ 연기사거리),43.2472
2024,11,일반국도1호선,상행,일반국도1호선(주추교차로 ~ 추수지하차도북측),31.5631
2024,11,일반국도1호선,상행,일반국도1호선(추수지하차도북측 ~ 모개고가차도),37.0725
2024,11,일반국도1호선,하행,일반국도1호선(모개고가차도 ~ 추수지하차도북측),33.3783
2024,11,일반국도1호선,하행,일반국도1호선(문화예술회관입구 ~ 신흥사거리),31.993
2024,11,일반국도1호선,하행,일반국도1호선(번암사거리 ~ 연기사거리),35.5982
2024,11,일반국도1호선,하행,일반국도1호선(연기사거리 ~ 연기삼거리),35.5982
2024,11,일반국도1호선,하행,일반국도1호선(욱일삼거리 ~ 문화예술회관입구),31.993
2024,11,일반국도1호선,하행,일반국도1호선(월하오거리 ~ 연기사거리),35.5982
2024,11,일반국도1호선,하행,일반국도1호선(추수지하차도북측 ~ 주추교차로),27.5791
2024,11,일반국도36호선,상행,일반국도36호선(번암사거리 ~ 죽림삼거리),43.2407
2024,11,일반국도36호선,하행,일반국도36호선(봉안리 ~ 주추지하차도 남측),45.6334
2024,11,일반국도36호선,하행,일반국도36호선(죽림삼거리 ~ 번암사거리),35.5929
2024,11,절재로,상행,절재로(가재마을12단지앞사거리 ~ 주추교차로),22.2956
2024,11,절재로,상행,절재로(공동청사 사거리 ~ 국책연구단지사거리),34.4444
2024,11,절재로,상행,절재로(도움8로교차로1 ~ 햇무리교북단),50.7514
2024,11,절재로,상행,절재로(양지중사거리 ~ 도움8로교차로1),31.3729
2024,11,절재로,상행,절재로(햇무리교북단 ~ 공동청사 사거리),35.1429
2024,11,절재로,하행,절재로(공동청사 사거리 ~ 햇무리교북단),34.4444
2024,11,절재로,하행,절재로(국책연구단지사거리 ~ 공동청사 사거리),18.2222
2024,11,절재로,하행,절재로(도움8로교차로1 ~ 양지중사거리),42.871
2024,11,절재로,하행,절재로(주추교차로 ~ 가재마을12단지앞사거리),20.3323
2024,11,절재로,하행,절재로(햇무리교북단 ~ 도움8로교차로1),46.0744
2024,11,정안세종로,상행,정안세종로(모개고가차도 ~ 수산IC교 북서),61.4298
2024,11,정안세종로,하행,정안세종로(수산IC교 북서 ~ 모개고가차도),111.264
2024,11,지방도604호선,상행,지방도604호선(문주1교북측 ~ 예양교차로동편),62.3907
2024,11,지방도604호선,하행,지방도604호선(예양교차로동편 ~ 문주1교북측),60.9928
2024,11,지방도96호선,상행,지방도96호선(갈대습지앞 ~ 월산교차로),30.1967
2024,11,지방도96호선,상행,지방도96호선(금남교앞 ~ 당암삼거리),30.7676
2024,11,지방도96호선,상행,지방도96호선(대평지하차도 ~ 대평중앞),28.3858
2024,11,지방도96호선,상행,지방도96호선(성남고사거리 ~ 세종엠코타운),19.293
2024,11,지방도96호선,상행,지방도96호선(양화2교차로 ~ 행정복합도시홍보관),28.2563
2024,11,지방도96호선,상행,지방도96호선(행정복합도시홍보관 ~ 푸르지오시티앞사거리),28.2547
2024,11,지방도96호선,하행,지방도96호선(당암삼거리 ~ 금남교앞),33.6153
2024,11,지방도96호선,하행,지방도96호선(대평중앞 ~ 대평지하차도),29.3032
2024,11,지방도96호선,하행,지방도96호선(부강터널 ~ 용합삼거리),77.6596
2024,11,지방도96호선,하행,지방도96호선(성남고사거리 ~ 푸르지오시티앞사거리),23.3283
2024,11,지방도96호선,하행,지방도96호선(세종엠코타운 ~ 성남고사거리),18.2401
2024,11,지방도96호선,하행,지방도96호선(송원교차로 ~ -),54.8118
2024,11,지방도96호선,하행,지방도96호선(월산교차로 ~ 갈대습지앞),28.2563
2024,11,지방도96호선,하행,지방도96호선(푸르지오시티앞사거리 ~ 행정복합도시홍보관),30.1951
2024,11,지방도96호선,하행,지방도96호선(행정복합도시홍보관 ~ 갈대습지앞),30.1984
2024,11,청연로,상행,청연로(용합삼거리 ~ 예양교차로동편),49.2632
2024,11,청연로,하행,청연로(예양교차로동편 ~ 용합삼거리),45.1875
2024,11,충현로,상행,충현로(조치원지하차도앞 ~ 서창사거리),35.2402
2024,11,충현로,하행,충현로(서창사거리 ~ 조치원지하차도앞),36.5225
2024,11,평기길,상행,평기길(- ~ 송학사거리),46.3821
2024,11,평기길,하행,평기길(송학사거리 ~ -),52.8319
2024,11,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리(한누리대로)),28.5517
2024,11,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리885-1),36.3009
2024,11,한누리대로,상행,한누리대로(고속시외버스터미널앞사거리 ~ 대평동(한누리대로)),20.0635
2024,11,한누리대로,상행,한누리대로(공공청사 ~ 소담동(한누리대로)),29.3492
2024,11,한누리대로,상행,한누리대로(국책연구단지사거리 ~ 4-1생활권(한누리대로)),35.4382
2024,11,한누리대로,상행,한누리대로(대평동(한누리대로) ~ 행정중심복합도시3-2생활권),27.7619
2024,11,한누리대로,상행,한누리대로(도시통합정보센터앞사거리 ~ 성남고사거리),47.5085
2024,11,한누리대로,상행,한누리대로(보름교동측 ~ 연기3리교차로),42.4463
2024,11,한누리대로,상행,한누리대로(소담동(한누리대로) ~ 국책연구단지사거리),29.6508
2024,11,한누리대로,상행,한누리대로(아람찬교남단 ~ 합강교차로),28.5517
2024,11,한누리대로,상행,한누리대로(양지초교사거리 ~ 금사교고가차도),26.0787
2024,11,한누리대로,상행,한누리대로(연기3리교차로 ~ 금사교고가차도),44.0143
2024,11,한누리대로,상행,한누리대로(집현리(한누리대로) ~ 4-2생활권(한누리대로)),20.0033
2024,11,한누리대로,상행,한누리대로(집현리(한누리대로) ~ 아람찬교남단),28.5517
2024,11,한누리대로,상행,한누리대로(집현리885-1 ~ 4-2생활권(한누리대로)),37.2492
2024,11,한누리대로,상행,한누리대로(합강교차로 ~ 보름교동측),28.5517
2024,11,한누리대로,상행,한누리대로(행정중심복합도시3-2생활권 ~ 공공청사),33.4775
2024,11,한누리대로,하행,한누리대로(4-1생활권(한누리대로) ~ 국책연구단지사거리),31.6587
2024,11,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리(한누리대로)),35.0852
2024,11,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리885-1),33.0722
2024,11,한누리대로,하행,한누리대로(공공청사 ~ 행정중심복합도시3-2생활권),35.0084
2024,11,한누리대로,하행,한누리대로(국책연구단지사거리 ~ 소담동(한누리대로)),30.0317
2024,11,한누리대로,하행,한누리대로(금사교고가차도 ~ 양지초교사거리),30.4535
2024,11,한누리대로,하행,한누리대로(금사교고가차도 ~ 연기3리교차로),42.7021
2024,11,한누리대로,하행,한누리대로(대평동(한누리대로) ~ 고속시외버스터미널앞사거리),33.0952
2024,11,한누리대로,하행,한누리대로(보름교동측 ~ 합강교차로),26.1852
2024,11,한누리대로,하행,한누리대로(소담동(한누리대로) ~ 공공청사),25.2258
2024,11,한누리대로,하행,한누리대로(아람찬교남단 ~ 집현리(한누리대로)),26.1852
2024,11,한누리대로,하행,한누리대로(연기3리교차로 ~ 보름교동측),44.6903
2024,11,한누리대로,하행,한누리대로(집현리(한누리대로) ~ 4-1생활권(한누리대로)),26.1852
2024,11,한누리대로,하행,한누리대로(집현리885-1 ~ 4-1생활권(한누리대로)),28.2667
2024,11,한누리대로,하행,한누리대로(합강교차로 ~ 아람찬교남단),26.1852
2024,11,한누리대로,하행,한누리대로(행정중심복합도시3-2생활권 ~ 대평동(한누리대로)),31.619
2024,11,행복대로,상행,행복대로(노블랜드112동앞 ~ 더테라스601동앞),33.64
2024,11,행복대로,상행,행복대로(대평중앞 ~ 노블랜드112동앞),33.64
2024,11,행복대로,상행,행복대로(더테라스601동앞 ~ 수자인503동앞),31.3725
2024,11,행복대로,상행,행복대로(수자인503동앞 ~ 수자인510동앞),31.3725
2024,11,행복대로,상행,행복대로(수자인510동앞 ~ 디딤2교북측),63.7865
2024,11,행복대로,상행,행복대로(집현리623-5 ~ 집현리785-135),66.1589
2024,11,행복대로,상행,행복대로(집현리785-135 ~ 디딤2교북측),49.9853
2024,11,행복대로,하행,행복대로(노블랜드112동앞 ~ 대평중앞),27.6
2024,11,행복대로,하행,행복대로(더테라스601동앞 ~ 노블랜드112동앞),27.6
2024,11,행복대로,하행,행복대로(디딤2교북측 ~ 수자인510동앞),49.9853
2024,11,행복대로,하행,행복대로(디딤2교북측 ~ 집현리785-135),60.9276
2024,11,행복대로,하행,행복대로(수자인503동앞 ~ 더테라스601동앞),27.0217
2024,11,행복대로,하행,행복대로(수자인510동앞 ~ 수자인503동앞),27.0217
2024,11,행복대로,하행,행복대로(집현리785-135 ~ 집현리623-5),50.5978
2024,12,갈매로,상행,갈매로(양지중사거리 ~ 갈매로교차로1),35.284
2024,12,갈매로,상행,갈매로(푸르지오시티앞사거리 ~ 양지중사거리),37.5645
2024,12,갈매로,하행,갈매로(갈매로교차로1 ~ 양지중사거리),28.8972
2024,12,갈매로,하행,갈매로(금사교고가차도동편 ~ 갈매로교차로1),45.5749
2024,12,갈매로,하행,갈매로(양지중사거리 ~ 푸르지오시티앞사거리),33.1102
2024,12,산학리길,상행,산학리길(- ~ -),56.6091
2024,12,산학리길,하행,산학리길(- ~ -),57.9052
2024,12,새내로,상행,새내로(죽림오거리 ~ 역전교차로),36.1732
2024,12,새내로,하행,새내로(역전교차로 ~ 죽림오거리),41.8127
2024,12,시청대로,상행,시청대로(대평동(시청대로) ~ 보람동(시청대로)),21.6199
2024,12,시청대로,상행,시청대로(반곡동 67-1 ~ 4-1생활권(한누리대로)),25.1846
2024,12,시청대로,상행,시청대로(보람동(시청대로) ~ 중흥클래스1003동앞),26.5572
2024,12,시청대로,상행,시청대로(중흥클래스1003동앞 ~ 회전교차로),27.2123
2024,12,시청대로,상행,시청대로(집현리785-135 ~ 집현리산173),21.0715
2024,12,시청대로,상행,시청대로(집현리산173 ~ 반곡동 67-1),20.4956
2024,12,시청대로,상행,시청대로(회전교차로 ~ 공동청사 사거리),27.3829
2024,12,시청대로,하행,시청대로(4-1생활권(한누리대로) ~ 반곡동 67-1),22.2958
2024,12,시청대로,하행,시청대로(공동청사 사거리 ~ 회전교차로),31.4254
2024,12,시청대로,하행,시청대로(반곡동 67-1 ~ 집현리산173),22.0797
2024,12,시청대로,하행,시청대로(보람동(시청대로) ~ 대평동(시청대로)),21.8061
2024,12,시청대로,하행,시청대로(중흥클래스1003동앞 ~ 보람동(시청대로)),27.9718
2024,12,시청대로,하행,시청대로(집현리산173 ~ 집현리785-135),34.6027
2024,12,시청대로,하행,시청대로(회전교차로 ~ 중흥클래스1003동앞),30.0873
2024,12,용연로,상행,용연로(- ~ 송학사거리),57.4151
2024,12,용연로,하행,용연로(송학사거리 ~ -),54.5596
2024,12,일반국도1호선,상행,일반국도1호선(문화예술회관입구 ~ 욱일삼거리),33.1458
2024,12,일반국도1호선,상행,일반국도1호선(신흥사거리 ~ 문화예술회관입구),33.1458
2024,12,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 번암사거리),43.3528
2024,12,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 월하오거리),43.3562
2024,12,일반국도1호선,상행,일반국도1호선(연기삼거리 ~ 연기사거리),43.3595
2024,12,일반국도1호선,상행,일반국도1호선(주추교차로 ~ 추수지하차도북측),32.3563
2024,12,일반국도1호선,상행,일반국도1호선(추수지하차도북측 ~ 모개고가차도),34.6981
2024,12,일반국도1호선,하행,일반국도1호선(모개고가차도 ~ 추수지하차도북측),39.3075
2024,12,일반국도1호선,하행,일반국도1호선(문화예술회관입구 ~ 신흥사거리),31.6337
2024,12,일반국도1호선,하행,일반국도1호선(번암사거리 ~ 연기사거리),34.3807
2024,12,일반국도1호선,하행,일반국도1호선(연기사거리 ~ 연기삼거리),34.386
2024,12,일반국도1호선,하행,일반국도1호선(욱일삼거리 ~ 문화예술회관입구),31.6337
