년도,월,도로,방향,상세도로,속도
2023,1,갈매로,상행,갈매로(갈매로교차로1 ~ 금사교고가차도동편),56.8656
2023,1,갈매로,상행,갈매로(고속시외버스터미널앞사거리 ~ 금남교앞),39.3504
2023,1,갈매로,상행,갈매로(양지중사거리 ~ 갈매로교차로1),33.6977
2023,1,갈매로,상행,갈매로(푸르지오시티앞사거리 ~ 양지중사거리),40.1492
2023,1,갈매로,하행,갈매로(갈매로교차로1 ~ 양지중사거리),29.0488
2023,1,갈매로,하행,갈매로(금남교앞 ~ 고속시외버스터미널앞사거리),38.3804
2023,1,갈매로,하행,갈매로(금사교고가차도동편 ~ 갈매로교차로1),46.0945
2023,1,갈매로,하행,갈매로(양지중사거리 ~ 푸르지오시티앞사거리),33.9516
2023,1,당산로,상행,당산로(- ~ 월하오거리),47.9597
2023,1,당산로,하행,당산로(월하오거리 ~ -),47.4086
2023,1,산학리길,상행,산학리길(- ~ -),54.9868
2023,1,산학리길,하행,산학리길(- ~ -),56.8591
2023,1,새내로,상행,새내로(역전교차로 ~ 세종고입구),33.9745
2023,1,새내로,상행,새내로(죽림오거리 ~ 역전교차로),35.4936
2023,1,새내로,하행,새내로(세종고입구 ~ 역전교차로),34.1317
2023,1,새내로,하행,새내로(역전교차로 ~ 죽림오거리),43.2479
2023,1,세종청주로,상행,세종청주로(갈산1교 ~ 행산교차로1),85.2086
2023,1,세종청주로,하행,세종청주로(행산교차로1 ~ 갈산1교),77.6566
2023,1,시목부강로,상행,시목부강로(시목교(북측) ~ 부용삼거리),51.5814
2023,1,시목부강로,하행,시목부강로(부용삼거리 ~ 시목교(북측)),47.8869
2023,1,시청대로,상행,시청대로(반곡동 67-1 ~ 4-1생활권(한누리대로)),22.8869
2023,1,시청대로,상행,시청대로(보람동(시청대로) ~ 중흥클래스1003동앞),25.179
2023,1,시청대로,하행,시청대로(4-1생활권(한누리대로) ~ 반곡동 67-1),23.9792
2023,1,시청대로,하행,시청대로(중흥클래스1003동앞 ~ 보람동(시청대로)),27.5795
2023,1,연청로,상행,연청로(부강터널 ~ -),79.0175
2023,1,연청로,하행,연청로(- ~ 부강터널),77.7427
2023,1,용연로,상행,용연로(- ~ 송학사거리),55.5907
2023,1,용연로,하행,용연로(송학사거리 ~ -),53.9059
2023,1,일반국도1호선,상행,일반국도1호선(남세종IC ~ 두만교차로북측),65.6581
2023,1,일반국도1호선,상행,일반국도1호선(동교리입구 ~ 조천5교남측),76.2449
2023,1,일반국도1호선,상행,일반국도1호선(문화예술회관입구 ~ 욱일삼거리),39.961
2023,1,일반국도1호선,상행,일반국도1호선(번암사거리 ~ 조치원자이아파트),46.8264
2023,1,일반국도1호선,상행,일반국도1호선(서창사거리 ~ 신안1리사거리),55.8998
2023,1,일반국도1호선,상행,일반국도1호선(서창역앞 ~ 조천1교남측),59.7038
2023,1,일반국도1호선,상행,일반국도1호선(소정대교남측 ~ 천안시-연기군경계(4)),76.9268
2023,1,일반국도1호선,상행,일반국도1호선(신안1리사거리 ~ 신안과선교북측),55.8973
2023,1,일반국도1호선,상행,일반국도1호선(신안과선교북측 ~ 서창역앞),59.7038
2023,1,일반국도1호선,상행,일반국도1호선(신흥사거리 ~ 문화예술회관입구),39.961
2023,1,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 번암사거리),43.0571
2023,1,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 월하오거리),43.0635
2023,1,일반국도1호선,상행,일반국도1호선(연기삼거리 ~ 연기사거리),58.163
2023,1,일반국도1호선,상행,일반국도1호선(욱일삼거리 ~ 서창사거리),55.9022
2023,1,일반국도1호선,상행,일반국도1호선(운당교 ~ 소정대교남측),78.4592
2023,1,일반국도1호선,상행,일반국도1호선(유천교차로 ~ 운당교),74.6495
2023,1,일반국도1호선,상행,일반국도1호선(전동교차로 ~ 동교리입구),75.2385
2023,1,일반국도1호선,상행,일반국도1호선(전의교차로 ~ 유천교차로),76.8991
2023,1,일반국도1호선,상행,일반국도1호선(조천1교남측 ~ 전동교차로),68.711
2023,1,일반국도1호선,상행,일반국도1호선(조천5교남측 ~ 전의교차로),76.8991
2023,1,일반국도1호선,상행,일반국도1호선(조치원자이아파트 ~ 신흥사거리),29.1678
2023,1,일반국도1호선,상행,일반국도1호선(주추교차로 ~ 추수지하차도북측),34.8281
2023,1,일반국도1호선,상행,일반국도1호선(추수지하차도북측 ~ 모개고가차도),37.8725
2023,1,일반국도1호선,하행,일반국도1호선(동교리입구 ~ 전동교차로),75.476
2023,1,일반국도1호선,하행,일반국도1호선(두만교차로북측 ~ 남세종IC),77.8041
2023,1,일반국도1호선,하행,일반국도1호선(모개고가차도 ~ 추수지하차도북측),32.026
2023,1,일반국도1호선,하행,일반국도1호선(문화예술회관입구 ~ 신흥사거리),40.4556
2023,1,일반국도1호선,하행,일반국도1호선(번암사거리 ~ 연기사거리),36.995
2023,1,일반국도1호선,하행,일반국도1호선(서창사거리 ~ 욱일삼거리),56.639
2023,1,일반국도1호선,하행,일반국도1호선(서창역앞 ~ 신안과선교북측),56.2323
2023,1,일반국도1호선,하행,일반국도1호선(소정대교남측 ~ 운당교),79.3837
2023,1,일반국도1호선,하행,일반국도1호선(신안1리사거리 ~ 서창사거리),56.6415
2023,1,일반국도1호선,하행,일반국도1호선(신안과선교북측 ~ 신안1리사거리),56.6415
2023,1,일반국도1호선,하행,일반국도1호선(신흥사거리 ~ 조치원자이아파트),18.2853
2023,1,일반국도1호선,하행,일반국도1호선(연기사거리 ~ 연기삼거리),55.5295
2023,1,일반국도1호선,하행,일반국도1호선(욱일삼거리 ~ 문화예술회관입구),40.4543
2023,1,일반국도1호선,하행,일반국도1호선(운당교 ~ 유천교차로),68.7689
2023,1,일반국도1호선,하행,일반국도1호선(월하오거리 ~ 연기사거리),36.995
2023,1,일반국도1호선,하행,일반국도1호선(유천교차로 ~ 전의교차로),75.5881
2023,1,일반국도1호선,하행,일반국도1호선(전동교차로 ~ 조천1교남측),60.2271
2023,1,일반국도1호선,하행,일반국도1호선(전의교차로 ~ 조천5교남측),75.5881
2023,1,일반국도1호선,하행,일반국도1호선(조천1교남측 ~ 서창역앞),56.2348
2023,1,일반국도1호선,하행,일반국도1호선(조천5교남측 ~ 동교리입구),75.2243
2023,1,일반국도1호선,하행,일반국도1호선(조치원자이아파트 ~ 번암사거리),44.3323
2023,1,일반국도1호선,하행,일반국도1호선(천안시-연기군경계(4) ~ 소정대교남측),77.4165
2023,1,일반국도1호선,하행,일반국도1호선(추수지하차도북측 ~ 주추교차로),26.3975
2023,1,일반국도36호선,상행,일반국도36호선(궁평1교차로 ~ 새장터삼거리),64.9885
2023,1,일반국도36호선,상행,일반국도36호선(궁평1교차로 ~ 탑연삼거리),66.6628
2023,1,일반국도36호선,상행,일반국도36호선(번암사거리 ~ 죽림삼거리),48.2946
2023,1,일반국도36호선,상행,일반국도36호선(서평삼거리 ~ 새장터삼거리),66.672
2023,1,일반국도36호선,상행,일반국도36호선(월곡사거리 ~ 청주IC입구),63.094
2023,1,일반국도36호선,상행,일반국도36호선(죽림삼거리 ~ 상리사거리),66.5438
2023,1,일반국도36호선,상행,일반국도36호선(탑연삼거리 ~ 월곡사거리),63.094
2023,1,일반국도36호선,하행,일반국도36호선(봉안리 ~ 주추지하차도 남측),43.1747
2023,1,일반국도36호선,하행,일반국도36호선(상리사거리 ~ 죽림삼거리),67.9083
2023,1,일반국도36호선,하행,일반국도36호선(새장터삼거리 ~ 궁평1교차로),61.5161
2023,1,일반국도36호선,하행,일반국도36호선(새장터삼거리 ~ 서평삼거리),65.6239
2023,1,일반국도36호선,하행,일반국도36호선(월곡사거리 ~ 탑연삼거리),65.6261
2023,1,일반국도36호선,하행,일반국도36호선(죽림삼거리 ~ 번암사거리),45.4671
2023,1,일반국도36호선,하행,일반국도36호선(청주IC입구 ~ 월곡사거리),65.6261
2023,1,일반국도36호선,하행,일반국도36호선(탑연삼거리 ~ 궁평1교차로),68.1972
2023,1,절재로,상행,절재로(가재마을12단지앞사거리 ~ 주추교차로),23.4243
2023,1,절재로,상행,절재로(도램마을9단지앞사거리 ~ 가재마을12단지앞사거리),31.4284
2023,1,절재로,상행,절재로(도움8로교차로1 ~ 햇무리교북단),50.6438
2023,1,절재로,상행,절재로(양지중사거리 ~ 도램마을9단지앞사거리),19.2766
2023,1,절재로,하행,절재로(가재마을12단지앞사거리 ~ 도램마을9단지앞사거리),28.0969
2023,1,절재로,하행,절재로(도램마을9단지앞사거리 ~ 양지중사거리),24.0678
2023,1,절재로,하행,절재로(주추교차로 ~ 가재마을12단지앞사거리),21.4618
2023,1,절재로,하행,절재로(햇무리교북단 ~ 도움8로교차로1),46.1196
2023,1,정안세종로,상행,정안세종로(모개고가차도 ~ 수산IC교 북서),56.5578
2023,1,정안세종로,하행,정안세종로(수산IC교 북서 ~ 모개고가차도),104.6895
2023,1,조치원로,상행,조치원로(상리사거리 ~ 역전교차로),37.25
2023,1,조치원로,하행,조치원로(역전교차로 ~ 상리사거리),33.8884
2023,1,지방도604호선,상행,지방도604호선(문주1교북측 ~ 예양교차로동편),73.1169
2023,1,지방도604호선,하행,지방도604호선(예양교차로동편 ~ 문주1교북측),79.0991
2023,1,지방도96호선,상행,지방도96호선(- ~ 송원교차로),42.3844
2023,1,지방도96호선,상행,지방도96호선(갈대습지앞 ~ 월산교차로),36.0412
2023,1,지방도96호선,상행,지방도96호선(금남교앞 ~ 당암삼거리),28.3562
2023,1,지방도96호선,상행,지방도96호선(금남교앞 ~ 한누리대교북측교차로),21.6609
2023,1,지방도96호선,상행,지방도96호선(대평지하차도 ~ 대평중앞),30.997
2023,1,지방도96호선,상행,지방도96호선(돈남삼거리 ~ -),47.7059
2023,1,지방도96호선,상행,지방도96호선(성남고사거리 ~ 세종엠코타운),18.8962
2023,1,지방도96호선,상행,지방도96호선(양화2교차로 ~ 행정복합도시홍보관),30.5153
2023,1,지방도96호선,상행,지방도96호선(용합삼거리 ~ 부강터널),74.4966
2023,1,지방도96호선,상행,지방도96호선(월산교차로 ~ 용합삼거리),40.0324
2023,1,지방도96호선,상행,지방도96호선(한누리대교북측교차로 ~ 송원교차로),19.1593
2023,1,지방도96호선,상행,지방도96호선(행정복합도시홍보관 ~ 푸르지오시티앞사거리),30.5153
2023,1,지방도96호선,하행,지방도96호선(- ~ 돈남삼거리),40.4286
2023,1,지방도96호선,하행,지방도96호선(당암삼거리 ~ 금남교앞),36.9315
2023,1,지방도96호선,하행,지방도96호선(대평중앞 ~ 대평지하차도),31.8531
2023,1,지방도96호선,하행,지방도96호선(부강터널 ~ 용합삼거리),75.3855
2023,1,지방도96호선,하행,지방도96호선(성남고사거리 ~ 푸르지오시티앞사거리),17.8534
2023,1,지방도96호선,하행,지방도96호선(세종엠코타운 ~ 성남고사거리),24.065
2023,1,지방도96호선,하행,지방도96호선(송원교차로 ~ -),49.6962
2023,1,지방도96호선,하행,지방도96호선(송원교차로 ~ 한누리대교북측교차로),22.6565
2023,1,지방도96호선,하행,지방도96호선(용합삼거리 ~ 월산교차로),42.6118
2023,1,지방도96호선,하행,지방도96호선(월산교차로 ~ 갈대습지앞),32.0728
2023,1,지방도96호선,하행,지방도96호선(푸르지오시티앞사거리 ~ 행정복합도시홍보관),35.5178
2023,1,지방도96호선,하행,지방도96호선(한누리대교북측교차로 ~ 금남교앞),28.4
2023,1,지방도96호선,하행,지방도96호선(행정복합도시홍보관 ~ 갈대습지앞),35.5222
2023,1,청연로,상행,청연로(부강교차로 ~ 용합삼거리),34.2741
2023,1,청연로,상행,청연로(부강역앞교차로 ~ 부강교차로),27.3087
2023,1,청연로,상행,청연로(용합삼거리 ~ 예양교차로동편),44.074
2023,1,청연로,하행,청연로(부강교차로 ~ 부강역앞교차로),31.3596
2023,1,청연로,하행,청연로(상리사거리 ~ 예양교차로동편),57.0069
2023,1,청연로,하행,청연로(예양교차로동편 ~ 용합삼거리),42.1075
2023,1,청연로,하행,청연로(용합삼거리 ~ 부강교차로),35.5323
2023,1,충현로,상행,충현로(조치원지하차도앞 ~ 서창사거리),35.5954
2023,1,충현로,하행,충현로(서창사거리 ~ 조치원지하차도앞),36.7782
2023,1,평기길,상행,평기길(- ~ 송학사거리),46.4781
2023,1,평기길,하행,평기길(송학사거리 ~ -),53.6338
2023,1,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리885-1),36.583
2023,1,한누리대로,상행,한누리대로(고속시외버스터미널앞사거리 ~ 한누리대교북측교차로),39.3383
2023,1,한누리대로,상행,한누리대로(국책연구단지사거리 ~ 4-1생활권(한누리대로)),35.0188
2023,1,한누리대로,상행,한누리대로(도램마을9단지앞사거리 ~ 양지초교사거리),29.3758
2023,1,한누리대로,상행,한누리대로(도시통합정보센터앞사거리 ~ 성남고사거리),46.9091
2023,1,한누리대로,상행,한누리대로(보름교동측 ~ 연기3리교차로),46.1083
2023,1,한누리대로,상행,한누리대로(성남고사거리 ~ 도램마을9단지앞사거리),32.2092
2023,1,한누리대로,상행,한누리대로(양지초교사거리 ~ 금사교고가차도),30.1062
2023,1,한누리대로,상행,한누리대로(연기3리교차로 ~ 금사교고가차도),45.0903
2023,1,한누리대로,상행,한누리대로(집현리(한누리대로) ~ 4-2생활권(한누리대로)),23.6051
2023,1,한누리대로,상행,한누리대로(집현리885-1 ~ 4-2생활권(한누리대로)),30.4078
2023,1,한누리대로,상행,한누리대로(한누리대교북측교차로 ~ 국세청앞사거리),31.2347
2023,1,한누리대로,상행,한누리대로(행정중심복합도시3-2생활권 ~ 공공청사),34.039
2023,1,한누리대로,하행,한누리대로(4-1생활권(한누리대로) ~ 국책연구단지사거리),33.5363
2023,1,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리(한누리대로)),40.6372
2023,1,한누리대로,하행,한누리대로(4-2생활권(한누리대로) ~ 집현리885-1),31.5561
2023,1,한누리대로,하행,한누리대로(공공청사 ~ 행정중심복합도시3-2생활권),35.1452
2023,1,한누리대로,하행,한누리대로(국세청앞사거리 ~ 한누리대교북측교차로),37.1938
2023,1,한누리대로,하행,한누리대로(금사교고가차도 ~ 양지초교사거리),33.2419
2023,1,한누리대로,하행,한누리대로(금사교고가차도 ~ 연기3리교차로),49.0774
2023,1,한누리대로,하행,한누리대로(도램마을9단지앞사거리 ~ 성남고사거리),28.7954
2023,1,한누리대로,하행,한누리대로(도시통합정보센터앞사거리 ~ 국세청앞사거리),42.537
2023,1,한누리대로,하행,한누리대로(양지초교사거리 ~ 도램마을9단지앞사거리),29.3683
2023,1,한누리대로,하행,한누리대로(연기3리교차로 ~ 보름교동측),45.8864
2023,1,한누리대로,하행,한누리대로(집현리885-1 ~ 4-1생활권(한누리대로)),25.4225
2023,1,한누리대로,하행,한누리대로(한누리대교북측교차로 ~ 고속시외버스터미널앞사거리),47.8329
2023,1,행복대로,상행,행복대로(수자인510동앞 ~ 디딤2교북측),67.6116
2023,1,행복대로,상행,행복대로(집현리623-5 ~ 집현리785-135),48.7825
2023,1,행복대로,상행,행복대로(집현리785-135 ~ 디딤2교북측),49.883
2023,1,행복대로,하행,행복대로(디딤2교북측 ~ 수자인510동앞),51.5982
2023,1,행복대로,하행,행복대로(디딤2교북측 ~ 집현리785-135),61.853
2023,1,행복대로,하행,행복대로(집현리785-135 ~ 집현리623-5),48.5251
2023,2,갈매로,상행,갈매로(갈매로교차로1 ~ 금사교고가차도동편),58.5402
2023,2,갈매로,상행,갈매로(고속시외버스터미널앞사거리 ~ 금남교앞),39.1672
2023,2,갈매로,상행,갈매로(양지중사거리 ~ 갈매로교차로1),34.394
2023,2,갈매로,상행,갈매로(푸르지오시티앞사거리 ~ 양지중사거리),39.8839
2023,2,갈매로,하행,갈매로(갈매로교차로1 ~ 양지중사거리),27.8256
2023,2,갈매로,하행,갈매로(금남교앞 ~ 고속시외버스터미널앞사거리),39.1164
2023,2,갈매로,하행,갈매로(금사교고가차도동편 ~ 갈매로교차로1),46.0763
2023,2,갈매로,하행,갈매로(양지중사거리 ~ 푸르지오시티앞사거리),33.2961
2023,2,당산로,상행,당산로(- ~ 월하오거리),47.9393
2023,2,당산로,하행,당산로(월하오거리 ~ -),48.0255
2023,2,산학리길,상행,산학리길(- ~ -),57.1973
2023,2,산학리길,하행,산학리길(- ~ -),59.2412
2023,2,새내로,상행,새내로(역전교차로 ~ 세종고입구),34.0351
2023,2,새내로,상행,새내로(죽림오거리 ~ 역전교차로),36.6778
2023,2,새내로,하행,새내로(세종고입구 ~ 역전교차로),34.1148
2023,2,새내로,하행,새내로(역전교차로 ~ 죽림오거리),44.177
2023,2,세종청주로,상행,세종청주로(갈산1교 ~ 행산교차로1),85.9656
2023,2,세종청주로,하행,세종청주로(행산교차로1 ~ 갈산1교),78.5892
2023,2,시목부강로,상행,시목부강로(시목교(북측) ~ 부용삼거리),51.7961
2023,2,시목부강로,하행,시목부강로(부용삼거리 ~ 시목교(북측)),49.2679
2023,2,시청대로,상행,시청대로(반곡동 67-1 ~ 4-1생활권(한누리대로)),24.0801
2023,2,시청대로,상행,시청대로(보람동(시청대로) ~ 중흥클래스1003동앞),24.4911
2023,2,시청대로,하행,시청대로(4-1생활권(한누리대로) ~ 반곡동 67-1),23.8574
2023,2,시청대로,하행,시청대로(중흥클래스1003동앞 ~ 보람동(시청대로)),26.6881
2023,2,연청로,상행,연청로(부강터널 ~ -),80.0606
2023,2,연청로,하행,연청로(- ~ 부강터널),76.7931
2023,2,용연로,상행,용연로(- ~ 송학사거리),56.8091
2023,2,용연로,하행,용연로(송학사거리 ~ -),55.4263
2023,2,일반국도1호선,상행,일반국도1호선(남세종IC ~ 두만교차로북측),73.0246
2023,2,일반국도1호선,상행,일반국도1호선(동교리입구 ~ 조천5교남측),77.6123
2023,2,일반국도1호선,상행,일반국도1호선(문화예술회관입구 ~ 욱일삼거리),51.1626
2023,2,일반국도1호선,상행,일반국도1호선(번암사거리 ~ 조치원자이아파트),51.6229
2023,2,일반국도1호선,상행,일반국도1호선(서창사거리 ~ 신안1리사거리),58.6858
2023,2,일반국도1호선,상행,일반국도1호선(서창역앞 ~ 조천1교남측),59.7618
2023,2,일반국도1호선,상행,일반국도1호선(소정대교남측 ~ 천안시-연기군경계(4)),69.2296
2023,2,일반국도1호선,상행,일반국도1호선(신안1리사거리 ~ 신안과선교북측),58.6858
2023,2,일반국도1호선,상행,일반국도1호선(신안과선교북측 ~ 서창역앞),59.7618
2023,2,일반국도1호선,상행,일반국도1호선(신흥사거리 ~ 문화예술회관입구),51.1626
2023,2,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 번암사거리),44.9091
2023,2,일반국도1호선,상행,일반국도1호선(연기사거리 ~ 월하오거리),44.9091
2023,2,일반국도1호선,상행,일반국도1호선(연기삼거리 ~ 연기사거리),67.8435
2023,2,일반국도1호선,상행,일반국도1호선(욱일삼거리 ~ 서창사거리),58.6858
2023,2,일반국도1호선,상행,일반국도1호선(운당교 ~ 소정대교남측),65.7383
2023,2,일반국도1호선,상행,일반국도1호선(유천교차로 ~ 운당교),70.0938
2023,2,일반국도1호선,상행,일반국도1호선(전동교차로 ~ 동교리입구),76.0149
2023,2,일반국도1호선,상행,일반국도1호선(전의교차로 ~ 유천교차로),77.8308
2023,2,일반국도1호선,상행,일반국도1호선(조천1교남측 ~ 전동교차로),70.2351
2023,2,일반국도1호선,상행,일반국도1호선(조천5교남측 ~ 전의교차로),78.3342
2023,2,일반국도1호선,상행,일반국도1호선(조치원자이아파트 ~ 신흥사거리),27.0833
2023,2,일반국도1호선,상행,일반국도1호선(주추교차로 ~ 추수지하차도북측),36.415
2023,2,일반국도1호선,상행,일반국도1호선(추수지하차도북측 ~ 모개고가차도),35.5167
2023,2,일반국도1호선,하행,일반국도1호선(동교리입구 ~ 전동교차로),76.2222
2023,2,일반국도1호선,하행,일반국도1호선(두만교차로북측 ~ 남세종IC),78.359
2023,2,일반국도1호선,하행,일반국도1호선(모개고가차도 ~ 추수지하차도북측),35.6338
2023,2,일반국도1호선,하행,일반국도1호선(문화예술회관입구 ~ 신흥사거리),52.8689
2023,2,일반국도1호선,하행,일반국도1호선(번암사거리 ~ 연기사거리),35.8889
2023,2,일반국도1호선,하행,일반국도1호선(서창사거리 ~ 욱일삼거리),59.5915
2023,2,일반국도1호선,하행,일반국도1호선(서창역앞 ~ 신안과선교북측),57.0831
2023,2,일반국도1호선,하행,일반국도1호선(소정대교남측 ~ 운당교),75.5074
2023,2,일반국도1호선,하행,일반국도1호선(신안1리사거리 ~ 서창사거리),59.5915
2023,2,일반국도1호선,하행,일반국도1호선(신안과선교북측 ~ 신안1리사거리),59.5915
2023,2,일반국도1호선,하행,일반국도1호선(신흥사거리 ~ 조치원자이아파트),17.75
2023,2,일반국도1호선,하행,일반국도1호선(연기사거리 ~ 연기삼거리),72.4488
2023,2,일반국도1호선,하행,일반국도1호선(욱일삼거리 ~ 문화예술회관입구),52.8689
2023,2,일반국도1호선,하행,일반국도1호선(운당교 ~ 유천교차로),70.6559
2023,2,일반국도1호선,하행,일반국도1호선(월하오거리 ~ 연기사거리),35.8889
2023,2,일반국도1호선,하행,일반국도1호선(유천교차로 ~ 전의교차로),77.2129
2023,2,일반국도1호선,하행,일반국도1호선(전동교차로 ~ 조천1교남측),61.6444
2023,2,일반국도1호선,하행,일반국도1호선(전의교차로 ~ 조천5교남측),77.2426
2023,2,일반국도1호선,하행,일반국도1호선(조천1교남측 ~ 서창역앞),57.0831
2023,2,일반국도1호선,하행,일반국도1호선(조천5교남측 ~ 동교리입구),76.8617
2023,2,일반국도1호선,하행,일반국도1호선(조치원자이아파트 ~ 번암사거리),53.1265
2023,2,일반국도1호선,하행,일반국도1호선(천안시-연기군경계(4) ~ 소정대교남측),75.642
2023,2,일반국도1호선,하행,일반국도1호선(추수지하차도북측 ~ 주추교차로),24.947
2023,2,일반국도36호선,상행,일반국도36호선(궁평1교차로 ~ 새장터삼거리),65.6963
2023,2,일반국도36호선,상행,일반국도36호선(궁평1교차로 ~ 탑연삼거리),68.1985
2023,2,일반국도36호선,상행,일반국도36호선(번암사거리 ~ 죽림삼거리),59.1713
2023,2,일반국도36호선,상행,일반국도36호선(서평삼거리 ~ 새장터삼거리),68.1836
2023,2,일반국도36호선,상행,일반국도36호선(월곡사거리 ~ 청주IC입구),48.0938
2023,2,일반국도36호선,상행,일반국도36호선(죽림삼거리 ~ 상리사거리),67.8564
2023,2,일반국도36호선,상행,일반국도36호선(탑연삼거리 ~ 월곡사거리),48.0963
2023,2,일반국도36호선,하행,일반국도36호선(봉안리 ~ 주추지하차도 남측),39.7426
2023,2,일반국도36호선,하행,일반국도36호선(상리사거리 ~ 죽림삼거리),68.6173
2023,2,일반국도36호선,하행,일반국도36호선(새장터삼거리 ~ 궁평1교차로),62.8444
2023,2,일반국도36호선,하행,일반국도36호선(새장터삼거리 ~ 서평삼거리),66.8099
2023,2,일반국도36호선,하행,일반국도36호선(월곡사거리 ~ 탑연삼거리),66.8049
2023,2,일반국도36호선,하행,일반국도36호선(죽림삼거리 ~ 번암사거리),59.3409
2023,2,일반국도36호선,하행,일반국도36호선(청주IC입구 ~ 월곡사거리),66.8025
2023,2,일반국도36호선,하행,일반국도36호선(탑연삼거리 ~ 궁평1교차로),69.0222
2023,2,절재로,상행,절재로(가재마을12단지앞사거리 ~ 주추교차로),22.7547
2023,2,절재로,상행,절재로(도램마을9단지앞사거리 ~ 가재마을12단지앞사거리),33.1988
2023,2,절재로,상행,절재로(도움8로교차로1 ~ 햇무리교북단),51.5193
2023,2,절재로,상행,절재로(양지중사거리 ~ 도램마을9단지앞사거리),18.9202
2023,2,절재로,하행,절재로(가재마을12단지앞사거리 ~ 도램마을9단지앞사거리),29.3734
2023,2,절재로,하행,절재로(도램마을9단지앞사거리 ~ 양지중사거리),24.2855
2023,2,절재로,하행,절재로(주추교차로 ~ 가재마을12단지앞사거리),21.7381
2023,2,절재로,하행,절재로(햇무리교북단 ~ 도움8로교차로1),45.6414
2023,2,정안세종로,상행,정안세종로(모개고가차도 ~ 수산IC교 북서),57.625
2023,2,정안세종로,하행,정안세종로(수산IC교 북서 ~ 모개고가차도),108.7634
2023,2,조치원로,상행,조치원로(상리사거리 ~ 역전교차로),37.4641
2023,2,조치원로,하행,조치원로(역전교차로 ~ 상리사거리),33.5152
2023,2,지방도604호선,상행,지방도604호선(문주1교북측 ~ 예양교차로동편),71.8565
2023,2,지방도604호선,하행,지방도604호선(예양교차로동편 ~ 문주1교북측),75.0653
2023,2,지방도96호선,상행,지방도96호선(- ~ 송원교차로),43.0744
2023,2,지방도96호선,상행,지방도96호선(갈대습지앞 ~ 월산교차로),34.5132
2023,2,지방도96호선,상행,지방도96호선(금남교앞 ~ 당암삼거리),28.4613
2023,2,지방도96호선,상행,지방도96호선(금남교앞 ~ 한누리대교북측교차로),22.0524
2023,2,지방도96호선,상행,지방도96호선(대평지하차도 ~ 대평중앞),30.912
2023,2,지방도96호선,상행,지방도96호선(돈남삼거리 ~ -),54.74
2023,2,지방도96호선,상행,지방도96호선(성남고사거리 ~ 세종엠코타운),19.0462
2023,2,지방도96호선,상행,지방도96호선(양화2교차로 ~ 행정복합도시홍보관),29.7444
2023,2,지방도96호선,상행,지방도96호선(용합삼거리 ~ 부강터널),74.0923
2023,2,지방도96호선,상행,지방도96호선(월산교차로 ~ 용합삼거리),38.8753
2023,2,지방도96호선,상행,지방도96호선(한누리대교북측교차로 ~ 송원교차로),18.9938
2023,2,지방도96호선,상행,지방도96호선(행정복합도시홍보관 ~ 푸르지오시티앞사거리),29.7444
2023,2,지방도96호선,하행,지방도96호선(- ~ 돈남삼거리),46.4242
2023,2,지방도96호선,하행,지방도96호선(당암삼거리 ~ 금남교앞),35.7664
2023,2,지방도96호선,하행,지방도96호선(대평중앞 ~ 대평지하차도),31.6226
2023,2,지방도96호선,하행,지방도96호선(부강터널 ~ 용합삼거리),76.0227
2023,2,지방도96호선,하행,지방도96호선(성남고사거리 ~ 푸르지오시티앞사거리),17.8043
2023,2,지방도96호선,하행,지방도96호선(세종엠코타운 ~ 성남고사거리),21.4406
2023,2,지방도96호선,하행,지방도96호선(송원교차로 ~ -),50.314
2023,2,지방도96호선,하행,지방도96호선(송원교차로 ~ 한누리대교북측교차로),21.5019
2023,2,지방도96호선,하행,지방도96호선(용합삼거리 ~ 월산교차로),42.1976
2023,2,지방도96호선,하행,지방도96호선(월산교차로 ~ 갈대습지앞),31.129
2023,2,지방도96호선,하행,지방도96호선(푸르지오시티앞사거리 ~ 행정복합도시홍보관),34.0099
2023,2,지방도96호선,하행,지방도96호선(한누리대교북측교차로 ~ 금남교앞),36.4494
2023,2,지방도96호선,하행,지방도96호선(행정복합도시홍보관 ~ 갈대습지앞),34.0115
2023,2,청연로,상행,청연로(부강교차로 ~ 용합삼거리),32.8889
2023,2,청연로,상행,청연로(부강역앞교차로 ~ 부강교차로),27.3333
2023,2,청연로,상행,청연로(용합삼거리 ~ 예양교차로동편),45.5167
2023,2,청연로,하행,청연로(부강교차로 ~ 부강역앞교차로),31.7778
2023,2,청연로,하행,청연로(상리사거리 ~ 예양교차로동편),57.9007
2023,2,청연로,하행,청연로(예양교차로동편 ~ 용합삼거리),42.6364
2023,2,청연로,하행,청연로(용합삼거리 ~ 부강교차로),35.5
2023,2,충현로,상행,충현로(조치원지하차도앞 ~ 서창사거리),35.8453
2023,2,충현로,하행,충현로(서창사거리 ~ 조치원지하차도앞),37.2488
2023,2,평기길,상행,평기길(- ~ 송학사거리),47.4266
2023,2,평기길,하행,평기길(송학사거리 ~ -),54.593
2023,2,한누리대로,상행,한누리대로(4-1생활권(한누리대로) ~ 집현리885-1),37.161
