년도,월,일,날짜,행정구역,승차,하차,환승
2023,8,18,2023-08-18,반포면,0,4,0
2023,8,18,2023-08-18,보람동,671,572,96
2023,8,18,2023-08-18,부강면,265,179,18
2023,8,18,2023-08-18,소정면,56,37,0
2023,8,18,2023-08-18,아름동,2820,2451,210
2023,8,18,2023-08-18,어진동,4741,4372,1131
2023,8,18,2023-08-18,연기면,1613,1389,213
2023,8,18,2023-08-18,연동면,172,128,5
2023,8,18,2023-08-18,연서면,543,441,41
2023,8,18,2023-08-18,장군면,567,289,35
2023,8,18,2023-08-18,전동면,247,191,6
2023,8,18,2023-08-18,전의면,417,251,40
2023,8,18,2023-08-18,조치원읍,5904,4856,427
2023,8,18,2023-08-18,종촌동,2127,1896,105
2023,8,18,2023-08-18,한솔동,3392,3207,433
2023,8,19,2023-08-19,가람동,59,45,7
2023,8,19,2023-08-19,고운동,1625,1361,152
2023,8,19,2023-08-19,금남면,762,542,77
2023,8,19,2023-08-19,나성동,1333,986,128
2023,8,19,2023-08-19,다정동,269,379,24
2023,8,19,2023-08-19,대평동,1363,1279,779
2023,8,19,2023-08-19,도담동,3450,3065,955
2023,8,19,2023-08-19,반곡동,1045,869,69
2023,8,19,2023-08-19,반포면,1,0,0
2023,8,19,2023-08-19,보람동,485,422,57
2023,8,19,2023-08-19,부강면,178,143,9
2023,8,19,2023-08-19,소정면,72,43,1
2023,8,19,2023-08-19,아름동,2018,1517,111
2023,8,19,2023-08-19,어진동,2086,1991,709
2023,8,19,2023-08-19,연기면,1053,825,116
2023,8,19,2023-08-19,연동면,125,80,2
2023,8,19,2023-08-19,연서면,527,370,22
2023,8,19,2023-08-19,장군면,481,253,28
2023,8,19,2023-08-19,전동면,202,113,2
2023,8,19,2023-08-19,전의면,304,236,37
2023,8,19,2023-08-19,조치원읍,4712,4149,378
2023,8,19,2023-08-19,종촌동,1412,1205,74
2023,8,19,2023-08-19,한솔동,2242,2083,318
2023,8,20,2023-08-20,가람동,43,35,6
2023,8,20,2023-08-20,고운동,1115,929,92
2023,8,20,2023-08-20,금남면,503,443,48
2023,8,20,2023-08-20,나성동,963,792,122
2023,8,20,2023-08-20,다정동,269,333,18
2023,8,20,2023-08-20,대평동,1272,1018,667
2023,8,20,2023-08-20,도담동,2836,2584,767
2023,8,20,2023-08-20,반곡동,750,730,47
2023,8,20,2023-08-20,보람동,346,323,47
2023,8,20,2023-08-20,부강면,123,117,5
2023,8,20,2023-08-20,소정면,43,28,0
2023,8,20,2023-08-20,아름동,1446,1264,94
2023,8,20,2023-08-20,어진동,1865,1780,605
2023,8,20,2023-08-20,연기면,692,742,93
2023,8,20,2023-08-20,연동면,71,54,1
2023,8,20,2023-08-20,연서면,353,312,27
2023,8,20,2023-08-20,장군면,390,275,12
2023,8,20,2023-08-20,전동면,122,88,2
2023,8,20,2023-08-20,전의면,243,163,22
2023,8,20,2023-08-20,조치원읍,3499,2758,199
2023,8,20,2023-08-20,종촌동,936,994,61
2023,8,20,2023-08-20,한솔동,1830,1624,269
2023,8,21,2023-08-21,가람동,46,52,10
2023,8,21,2023-08-21,고운동,2373,1973,210
2023,8,21,2023-08-21,금남면,895,683,103
2023,8,21,2023-08-21,나성동,1767,1480,235
2023,8,21,2023-08-21,다정동,533,516,33
2023,8,21,2023-08-21,대평동,1798,1677,1213
2023,8,21,2023-08-21,도담동,5089,4255,1384
2023,8,21,2023-08-21,반곡동,2001,1840,114
2023,8,21,2023-08-21,반포면,0,1,0
2023,8,21,2023-08-21,보람동,677,561,81
2023,8,21,2023-08-21,부강면,242,168,9
2023,8,21,2023-08-21,소정면,54,43,0
2023,8,21,2023-08-21,아름동,2678,2395,204
2023,8,21,2023-08-21,어진동,4186,4181,1013
2023,8,21,2023-08-21,연기면,1370,1199,221
2023,8,21,2023-08-21,연동면,139,112,4
2023,8,21,2023-08-21,연서면,539,414,39
2023,8,21,2023-08-21,장군면,556,380,33
2023,8,21,2023-08-21,전동면,240,171,1
2023,8,21,2023-08-21,전의면,380,266,45
2023,8,21,2023-08-21,조치원읍,5599,4571,435
2023,8,21,2023-08-21,종촌동,2003,1713,131
2023,8,21,2023-08-21,한솔동,3110,2868,346
2023,8,22,2023-08-22,가람동,29,49,7
2023,8,22,2023-08-22,고운동,2498,1926,183
2023,8,22,2023-08-22,금남면,961,891,138
2023,8,22,2023-08-22,나성동,1757,1408,218
2023,8,22,2023-08-22,다정동,532,520,34
2023,8,22,2023-08-22,대평동,1845,1722,1265
2023,8,22,2023-08-22,도담동,5216,4451,1337
2023,8,22,2023-08-22,반곡동,2018,1889,107
2023,8,22,2023-08-22,보람동,665,568,89
2023,8,22,2023-08-22,부강면,207,151,7
2023,8,22,2023-08-22,소정면,59,35,0
2023,8,22,2023-08-22,아름동,2633,2429,194
2023,8,22,2023-08-22,어진동,4499,4211,1091
2023,8,22,2023-08-22,연기면,1450,1258,207
2023,8,22,2023-08-22,연동면,156,100,4
2023,8,22,2023-08-22,연서면,488,418,38
2023,8,22,2023-08-22,장군면,507,312,20
2023,8,22,2023-08-22,전동면,240,174,8
2023,8,22,2023-08-22,전의면,397,258,38
2023,8,22,2023-08-22,조치원읍,5505,4455,408
2023,8,22,2023-08-22,종촌동,2010,1802,132
2023,8,22,2023-08-22,한솔동,3185,2937,407
2023,8,23,2023-08-23,가람동,41,52,9
2023,8,23,2023-08-23,고운동,2614,2098,184
2023,8,23,2023-08-23,금남면,875,674,127
2023,8,23,2023-08-23,나성동,1943,1594,224
2023,8,23,2023-08-23,다정동,538,524,33
2023,8,23,2023-08-23,대평동,1961,1848,1313
2023,8,23,2023-08-23,도담동,5482,4611,1411
2023,8,23,2023-08-23,반곡동,2027,1938,112
2023,8,23,2023-08-23,반포면,4,3,0
2023,8,23,2023-08-23,보람동,771,608,101
2023,8,23,2023-08-23,부강면,235,153,8
2023,8,23,2023-08-23,소정면,55,27,0
2023,8,23,2023-08-23,아름동,2892,2514,198
2023,8,23,2023-08-23,어진동,4727,4268,1142
2023,8,23,2023-08-23,연기면,1438,1188,204
2023,8,23,2023-08-23,연동면,167,118,3
2023,8,23,2023-08-23,연서면,536,436,38
2023,8,23,2023-08-23,장군면,566,336,26
2023,8,23,2023-08-23,전동면,215,145,4
2023,8,23,2023-08-23,전의면,348,233,33
2023,8,23,2023-08-23,조치원읍,5632,4581,417
2023,8,23,2023-08-23,종촌동,2113,1861,131
2023,8,23,2023-08-23,한솔동,3336,3252,422
2023,8,24,2023-08-24,가람동,30,46,3
2023,8,24,2023-08-24,고운동,2660,2098,208
2023,8,24,2023-08-24,금남면,923,678,116
2023,8,24,2023-08-24,나성동,1972,1634,244
2023,8,24,2023-08-24,다정동,581,576,32
2023,8,24,2023-08-24,대평동,1957,1755,1249
2023,8,24,2023-08-24,도담동,5602,4663,1417
2023,8,24,2023-08-24,반곡동,2113,1978,132
2023,8,24,2023-08-24,반포면,4,0,0
2023,8,24,2023-08-24,보람동,676,551,78
2023,8,24,2023-08-24,부강면,229,139,10
2023,8,24,2023-08-24,소정면,56,35,0
2023,8,24,2023-08-24,아름동,2909,2566,196
2023,8,24,2023-08-24,어진동,4994,4587,1160
2023,8,24,2023-08-24,연기면,1435,1260,202
2023,8,24,2023-08-24,연동면,184,126,4
2023,8,24,2023-08-24,연서면,601,453,48
2023,8,24,2023-08-24,장군면,569,329,36
2023,8,24,2023-08-24,전동면,198,141,2
2023,8,24,2023-08-24,전의면,395,244,39
2023,8,24,2023-08-24,조치원읍,5842,4845,484
2023,8,24,2023-08-24,종촌동,2143,1909,135
2023,8,24,2023-08-24,한솔동,3310,3148,347
2023,8,25,2023-08-25,가람동,40,55,4
2023,8,25,2023-08-25,고운동,2742,2238,253
2023,8,25,2023-08-25,금남면,991,770,126
2023,8,25,2023-08-25,나성동,2148,1739,266
2023,8,25,2023-08-25,다정동,640,570,22
2023,8,25,2023-08-25,대평동,2277,2025,1355
2023,8,25,2023-08-25,도담동,5882,4959,1592
2023,8,25,2023-08-25,반곡동,2293,1958,164
2023,8,25,2023-08-25,반포면,4,0,0
2023,8,25,2023-08-25,보람동,790,665,104
2023,8,25,2023-08-25,부강면,278,190,12
2023,8,25,2023-08-25,소정면,54,41,0
2023,8,25,2023-08-25,아름동,3071,2603,223
2023,8,25,2023-08-25,어진동,4981,4778,1240
2023,8,25,2023-08-25,연기면,1640,1429,228
2023,8,25,2023-08-25,연동면,217,133,7
2023,8,25,2023-08-25,연서면,626,473,45
2023,8,25,2023-08-25,장군면,552,328,29
2023,8,25,2023-08-25,전동면,255,163,3
2023,8,25,2023-08-25,전의면,369,239,34
2023,8,25,2023-08-25,조치원읍,6272,5139,461
2023,8,25,2023-08-25,종촌동,2128,1883,128
2023,8,25,2023-08-25,한솔동,3633,3255,432
2023,8,26,2023-08-26,가람동,57,63,5
2023,8,26,2023-08-26,고운동,1442,1197,123
2023,8,26,2023-08-26,금남면,754,559,73
2023,8,26,2023-08-26,나성동,1303,1034,134
2023,8,26,2023-08-26,다정동,276,337,27
2023,8,26,2023-08-26,대평동,1499,1330,839
2023,8,26,2023-08-26,도담동,3496,3029,909
2023,8,26,2023-08-26,반곡동,1157,1034,136
2023,8,26,2023-08-26,반포면,2,1,0
2023,8,26,2023-08-26,보람동,450,413,57
2023,8,26,2023-08-26,부강면,146,139,4
2023,8,26,2023-08-26,소정면,54,30,0
2023,8,26,2023-08-26,아름동,1904,1479,107
2023,8,26,2023-08-26,어진동,2171,2064,713
2023,8,26,2023-08-26,연기면,1108,950,122
2023,8,26,2023-08-26,연동면,123,82,4
2023,8,26,2023-08-26,연서면,467,324,25
2023,8,26,2023-08-26,장군면,519,296,26
2023,8,26,2023-08-26,전동면,176,116,6
2023,8,26,2023-08-26,전의면,314,213,30
2023,8,26,2023-08-26,조치원읍,4535,3906,351
2023,8,26,2023-08-26,종촌동,1329,1165,72
2023,8,26,2023-08-26,한솔동,2234,2059,300
2023,8,27,2023-08-27,가람동,17,27,3
2023,8,27,2023-08-27,고운동,1107,934,104
2023,8,27,2023-08-27,금남면,590,516,76
2023,8,27,2023-08-27,나성동,1038,841,114
2023,8,27,2023-08-27,다정동,244,319,22
2023,8,27,2023-08-27,대평동,1244,1054,675
2023,8,27,2023-08-27,도담동,2612,2400,801
2023,8,27,2023-08-27,반곡동,839,855,81
2023,8,27,2023-08-27,보람동,357,321,45
2023,8,27,2023-08-27,부강면,127,129,4
2023,8,27,2023-08-27,소정면,46,41,0
2023,8,27,2023-08-27,아름동,1460,1232,91
2023,8,27,2023-08-27,어진동,1709,1584,523
2023,8,27,2023-08-27,연기면,704,741,91
2023,8,27,2023-08-27,연동면,83,66,3
2023,8,27,2023-08-27,연서면,291,328,30
2023,8,27,2023-08-27,장군면,682,312,50
2023,8,27,2023-08-27,전동면,134,83,0
2023,8,27,2023-08-27,전의면,266,204,23
2023,8,27,2023-08-27,조치원읍,3702,2963,235
2023,8,27,2023-08-27,종촌동,969,1048,75
2023,8,27,2023-08-27,한솔동,1895,1894,294
2023,8,28,2023-08-28,가람동,90,115,10
2023,8,28,2023-08-28,고운동,2363,1950,213
2023,8,28,2023-08-28,금남면,932,785,138
2023,8,28,2023-08-28,나성동,1864,1573,222
2023,8,28,2023-08-28,다정동,520,473,26
2023,8,28,2023-08-28,대평동,1919,1782,1255
2023,8,28,2023-08-28,도담동,5235,4379,1323
2023,8,28,2023-08-28,반곡동,1954,1870,136
2023,8,28,2023-08-28,반포면,0,1,0
2023,8,28,2023-08-28,보람동,661,580,89
2023,8,28,2023-08-28,부강면,307,224,14
2023,8,28,2023-08-28,소정면,85,53,1
2023,8,28,2023-08-28,아름동,2605,2364,198
2023,8,28,2023-08-28,어진동,4318,4069,1005
2023,8,28,2023-08-28,연기면,1465,1289,251
2023,8,28,2023-08-28,연동면,161,128,7
2023,8,28,2023-08-28,연서면,519,435,42
2023,8,28,2023-08-28,장군면,818,570,39
2023,8,28,2023-08-28,전동면,225,181,8
2023,8,28,2023-08-28,전의면,410,287,37
2023,8,28,2023-08-28,조치원읍,5906,4799,484
2023,8,28,2023-08-28,종촌동,1924,1741,117
2023,8,28,2023-08-28,한솔동,3335,3208,455
2023,8,29,2023-08-29,가람동,71,71,14
2023,8,29,2023-08-29,고운동,2478,1937,204
2023,8,29,2023-08-29,금남면,944,798,132
2023,8,29,2023-08-29,나성동,1963,1562,236
2023,8,29,2023-08-29,다정동,573,538,34
2023,8,29,2023-08-29,대평동,1905,1794,1301
2023,8,29,2023-08-29,도담동,5481,4559,1424
2023,8,29,2023-08-29,반곡동,2127,2031,148
2023,8,29,2023-08-29,반포면,0,1,0
2023,8,29,2023-08-29,보람동,681,625,91
2023,8,29,2023-08-29,부강면,270,186,8
2023,8,29,2023-08-29,소정면,65,40,1
2023,8,29,2023-08-29,아름동,2756,2358,173
2023,8,29,2023-08-29,어진동,4684,4495,1076
2023,8,29,2023-08-29,연기면,1483,1291,194
2023,8,29,2023-08-29,연동면,186,129,7
2023,8,29,2023-08-29,연서면,529,457,48
2023,8,29,2023-08-29,장군면,900,470,41
2023,8,29,2023-08-29,전동면,249,163,5
2023,8,29,2023-08-29,전의면,416,259,42
2023,8,29,2023-08-29,조치원읍,6077,5010,526
2023,8,29,2023-08-29,종촌동,1973,1763,118
2023,8,29,2023-08-29,한솔동,3286,3273,449
2023,8,30,2023-08-30,가람동,42,70,5
2023,8,30,2023-08-30,고운동,2527,2003,220
2023,8,30,2023-08-30,금남면,880,733,134
2023,8,30,2023-08-30,나성동,2002,1625,254
2023,8,30,2023-08-30,다정동,624,528,42
2023,8,30,2023-08-30,대평동,1838,1685,1226
2023,8,30,2023-08-30,도담동,5405,4651,1347
2023,8,30,2023-08-30,반곡동,2173,2010,152
2023,8,30,2023-08-30,반포면,0,2,0
2023,8,30,2023-08-30,보람동,715,562,84
2023,8,30,2023-08-30,부강면,270,210,15
2023,8,30,2023-08-30,소정면,68,41,0
2023,8,30,2023-08-30,아름동,2919,2508,205
2023,8,30,2023-08-30,어진동,4798,4610,1068
2023,8,30,2023-08-30,연기면,1409,1245,195
2023,8,30,2023-08-30,연동면,166,104,7
2023,8,30,2023-08-30,연서면,461,387,37
2023,8,30,2023-08-30,장군면,793,489,28
2023,8,30,2023-08-30,전동면,221,152,1
2023,8,30,2023-08-30,전의면,374,246,40
2023,8,30,2023-08-30,조치원읍,5853,4730,420
2023,8,30,2023-08-30,종촌동,2152,1840,142
2023,8,30,2023-08-30,한솔동,3452,3180,439
2023,8,31,2023-08-31,가람동,55,70,16
2023,8,31,2023-08-31,고운동,2445,1952,215
2023,8,31,2023-08-31,금남면,1036,781,125
2023,8,31,2023-08-31,나성동,1950,1580,263
2023,8,31,2023-08-31,다정동,597,510,36
2023,8,31,2023-08-31,대평동,2023,1838,1336
2023,8,31,2023-08-31,도담동,5511,4652,1451
2023,8,31,2023-08-31,반곡동,2143,1965,173
2023,8,31,2023-08-31,반포면,0,4,0
2023,8,31,2023-08-31,보람동,689,565,103
2023,8,31,2023-08-31,부강면,324,213,16
2023,8,31,2023-08-31,소정면,73,40,0
2023,8,31,2023-08-31,아름동,2627,2430,201
2023,8,31,2023-08-31,어진동,4435,4304,1077
2023,8,31,2023-08-31,연기면,1516,1269,232
2023,8,31,2023-08-31,연동면,178,128,13
2023,8,31,2023-08-31,연서면,578,474,51
2023,8,31,2023-08-31,장군면,889,510,30
2023,8,31,2023-08-31,전동면,223,149,2
2023,8,31,2023-08-31,전의면,355,253,40
2023,8,31,2023-08-31,조치원읍,6409,5292,523
2023,8,31,2023-08-31,종촌동,2016,1759,146
2023,8,31,2023-08-31,한솔동,3400,3324,473
2023,9,1,2023-09-01,가람동,42,57,3
2023,9,1,2023-09-01,고운동,2706,2164,245
2023,9,1,2023-09-01,금남면,1034,762,125
2023,9,1,2023-09-01,나성동,2167,1775,261
2023,9,1,2023-09-01,다정동,589,553,30
2023,9,1,2023-09-01,대평동,2283,2068,1449
2023,9,1,2023-09-01,도담동,5839,4915,1620
2023,9,1,2023-09-01,반곡동,2346,2059,185
2023,9,1,2023-09-01,반포면,0,2,0
2023,9,1,2023-09-01,보람동,661,598,92
2023,9,1,2023-09-01,부강면,387,240,14
2023,9,1,2023-09-01,소정면,71,41,0
2023,9,1,2023-09-01,아름동,3057,2698,215
2023,9,1,2023-09-01,어진동,4785,4422,1143
2023,9,1,2023-09-01,연기면,1808,1498,256
2023,9,1,2023-09-01,연동면,191,137,8
2023,9,1,2023-09-01,연서면,616,432,48
2023,9,1,2023-09-01,장군면,865,457,40
2023,9,1,2023-09-01,전동면,229,177,4
2023,9,1,2023-09-01,전의면,424,271,38
2023,9,1,2023-09-01,조치원읍,6880,5709,484
2023,9,1,2023-09-01,종촌동,2129,1874,142
2023,9,1,2023-09-01,한솔동,3540,3443,518
2023,9,2,2023-09-02,가람동,82,100,14
2023,9,2,2023-09-02,고운동,1674,1406,169
2023,9,2,2023-09-02,금남면,884,674,101
2023,9,2,2023-09-02,나성동,1407,1111,144
2023,9,2,2023-09-02,다정동,290,412,22
2023,9,2,2023-09-02,대평동,1552,1483,884
2023,9,2,2023-09-02,도담동,3888,3272,1101
2023,9,2,2023-09-02,반곡동,1372,1205,131
2023,9,2,2023-09-02,보람동,582,569,65
2023,9,2,2023-09-02,부강면,200,165,8
2023,9,2,2023-09-02,소정면,56,46,1
2023,9,2,2023-09-02,아름동,2140,1726,143
2023,9,2,2023-09-02,어진동,2336,2309,783
2023,9,2,2023-09-02,연기면,1166,977,143
2023,9,2,2023-09-02,연동면,123,93,6
2023,9,2,2023-09-02,연서면,498,336,31
2023,9,2,2023-09-02,장군면,741,335,27
2023,9,2,2023-09-02,전동면,182,116,2
2023,9,2,2023-09-02,전의면,391,279,35
2023,9,2,2023-09-02,조치원읍,5185,4394,388
2023,9,2,2023-09-02,종촌동,1339,1245,93
2023,9,2,2023-09-02,한솔동,2413,2338,392
2023,9,3,2023-09-03,가람동,63,72,7
2023,9,3,2023-09-03,고운동,1195,1004,136
2023,9,3,2023-09-03,금남면,505,405,40
2023,9,3,2023-09-03,나성동,1103,858,120
2023,9,3,2023-09-03,다정동,293,337,25
2023,9,3,2023-09-03,대평동,1297,1057,696
2023,9,3,2023-09-03,도담동,2768,2601,801
2023,9,3,2023-09-03,반곡동,875,872,68
2023,9,3,2023-09-03,반포면,0,1,0
2023,9,3,2023-09-03,보람동,369,324,50
2023,9,3,2023-09-03,부강면,140,149,4
2023,9,3,2023-09-03,소정면,41,37,0
2023,9,3,2023-09-03,아름동,1507,1297,125
2023,9,3,2023-09-03,어진동,1859,1761,551
2023,9,3,2023-09-03,연기면,808,808,107
2023,9,3,2023-09-03,연동면,88,64,2
2023,9,3,2023-09-03,연서면,355,328,27
2023,9,3,2023-09-03,장군면,519,368,17
2023,9,3,2023-09-03,전동면,122,99,7
2023,9,3,2023-09-03,전의면,286,192,20
2023,9,3,2023-09-03,조치원읍,4486,3681,277
2023,9,3,2023-09-03,종촌동,1028,1081,66
2023,9,3,2023-09-03,한솔동,1932,1798,346
2023,9,4,2023-09-04,가람동,56,73,5
2023,9,4,2023-09-04,고운동,2467,2028,242
2023,9,4,2023-09-04,금남면,912,777,127
2023,9,4,2023-09-04,나성동,1843,1547,250
2023,9,4,2023-09-04,다정동,598,539,35
2023,9,4,2023-09-04,대평동,2033,1821,1333
2023,9,4,2023-09-04,도담동,5372,4666,1498
2023,9,4,2023-09-04,반곡동,2057,1970,148
2023,9,4,2023-09-04,반포면,0,2,0
2023,9,4,2023-09-04,보람동,632,557,94
2023,9,4,2023-09-04,부강면,327,216,13
2023,9,4,2023-09-04,소정면,63,35,0
2023,9,4,2023-09-04,아름동,2828,2386,212
2023,9,4,2023-09-04,어진동,4695,4279,1096
2023,9,4,2023-09-04,연기면,1522,1300,216
2023,9,4,2023-09-04,연동면,174,144,5
2023,9,4,2023-09-04,연서면,599,521,56
2023,9,4,2023-09-04,장군면,711,534,32
2023,9,4,2023-09-04,전동면,257,203,3
2023,9,4,2023-09-04,전의면,416,280,50
2023,9,4,2023-09-04,조치원읍,7236,5941,592
2023,9,4,2023-09-04,종촌동,1970,1776,126
2023,9,4,2023-09-04,한솔동,3361,3105,501
2023,9,5,2023-09-05,가람동,41,64,4
2023,9,5,2023-09-05,고운동,2501,2021,202
2023,9,5,2023-09-05,금남면,871,725,120
2023,9,5,2023-09-05,나성동,2009,1574,216
2023,9,5,2023-09-05,다정동,563,556,30
2023,9,5,2023-09-05,대평동,2005,1883,1364
2023,9,5,2023-09-05,도담동,5472,4673,1434
2023,9,5,2023-09-05,반곡동,2061,1961,159
2023,9,5,2023-09-05,반포면,3,1,0
2023,9,5,2023-09-05,보람동,601,523,98
2023,9,5,2023-09-05,부강면,302,232,8
2023,9,5,2023-09-05,소정면,73,39,3
2023,9,5,2023-09-05,아름동,2700,2447,223
2023,9,5,2023-09-05,어진동,4852,4498,1123
2023,9,5,2023-09-05,연기면,1582,1307,243
2023,9,5,2023-09-05,연동면,191,125,4
2023,9,5,2023-09-05,연서면,569,579,38
2023,9,5,2023-09-05,장군면,746,445,45
2023,9,5,2023-09-05,전동면,254,175,5
2023,9,5,2023-09-05,전의면,391,279,52
2023,9,5,2023-09-05,조치원읍,6415,5232,476
2023,9,5,2023-09-05,종촌동,2005,1785,137
2023,9,5,2023-09-05,한솔동,3271,3150,460
2023,9,6,2023-09-06,가람동,57,68,13
2023,9,6,2023-09-06,고운동,2517,2065,208
2023,9,6,2023-09-06,금남면,932,771,120
2023,9,6,2023-09-06,나성동,2011,1650,270
2023,9,6,2023-09-06,다정동,561,559,36
2023,9,6,2023-09-06,대평동,1985,1891,1318
2023,9,6,2023-09-06,도담동,5563,4807,1512
2023,9,6,2023-09-06,반곡동,2147,1963,152
2023,9,6,2023-09-06,보람동,610,542,75
2023,9,6,2023-09-06,부강면,296,222,16
2023,9,6,2023-09-06,소정면,70,46,0
2023,9,6,2023-09-06,아름동,2902,2556,218
2023,9,6,2023-09-06,어진동,4720,4427,1092
2023,9,6,2023-09-06,연기면,1589,1330,209
2023,9,6,2023-09-06,연동면,153,117,6
2023,9,6,2023-09-06,연서면,549,440,54
2023,9,6,2023-09-06,장군면,753,516,34
2023,9,6,2023-09-06,전동면,218,164,2
2023,9,6,2023-09-06,전의면,368,245,45
2023,9,6,2023-09-06,조치원읍,6356,5178,440
2023,9,6,2023-09-06,종촌동,2148,1883,123
2023,9,6,2023-09-06,한솔동,3296,3114,418
2023,9,7,2023-09-07,가람동,34,43,10
2023,9,7,2023-09-07,고운동,2416,2055,232
2023,9,7,2023-09-07,금남면,1077,902,168
2023,9,7,2023-09-07,나성동,1938,1610,236
2023,9,7,2023-09-07,다정동,535,563,30
2023,9,7,2023-09-07,대평동,2067,1900,1357
2023,9,7,2023-09-07,도담동,5616,4732,1521
2023,9,7,2023-09-07,반곡동,2182,2000,165
2023,9,7,2023-09-07,반포면,0,2,0
2023,9,7,2023-09-07,보람동,669,562,93
2023,9,7,2023-09-07,부강면,285,209,15
2023,9,7,2023-09-07,소정면,72,46,1
2023,9,7,2023-09-07,아름동,2751,2565,220
2023,9,7,2023-09-07,어진동,4626,4360,1056
2023,9,7,2023-09-07,연기면,1524,1317,219
2023,9,7,2023-09-07,연동면,163,133,4
2023,9,7,2023-09-07,연서면,598,457,47
2023,9,7,2023-09-07,장군면,821,515,39
2023,9,7,2023-09-07,전동면,261,178,2
2023,9,7,2023-09-07,전의면,375,259,43
2023,9,7,2023-09-07,조치원읍,6473,5388,478
2023,9,7,2023-09-07,종촌동,2042,1777,131
2023,9,7,2023-09-07,한솔동,3393,3248,449
2023,9,8,2023-09-08,가람동,43,64,5
2023,9,8,2023-09-08,고운동,2595,2172,265
2023,9,8,2023-09-08,금남면,994,760,116
2023,9,8,2023-09-08,나성동,2229,1773,298
2023,9,8,2023-09-08,다정동,596,579,41
2023,9,8,2023-09-08,대평동,2292,2010,1421
2023,9,8,2023-09-08,도담동,5710,4859,1541
2023,9,8,2023-09-08,반곡동,2391,1976,165
2023,9,8,2023-09-08,반포면,0,3,0
2023,9,8,2023-09-08,보람동,729,598,128
2023,9,8,2023-09-08,부강면,349,230,22
2023,9,8,2023-09-08,소정면,71,56,0
2023,9,8,2023-09-08,아름동,2862,2577,222
2023,9,8,2023-09-08,어진동,4993,4548,1154
2023,9,8,2023-09-08,연기면,1700,1382,237
2023,9,8,2023-09-08,연동면,202,135,9
2023,9,8,2023-09-08,연서면,589,424,42
2023,9,8,2023-09-08,장군면,910,500,39
2023,9,8,2023-09-08,전동면,260,195,4
2023,9,8,2023-09-08,전의면,397,270,29
2023,9,8,2023-09-08,조치원읍,7088,5748,484
2023,9,8,2023-09-08,종촌동,2039,1921,112
2023,9,8,2023-09-08,한솔동,3469,3345,485
2023,9,9,2023-09-09,가람동,76,98,15
2023,9,9,2023-09-09,고운동,1734,1409,157
2023,9,9,2023-09-09,금남면,725,526,60
2023,9,9,2023-09-09,나성동,1463,1163,154
2023,9,9,2023-09-09,다정동,302,328,18
2023,9,9,2023-09-09,대평동,1520,1477,858
2023,9,9,2023-09-09,도담동,3718,3216,1027
2023,9,9,2023-09-09,반곡동,1153,969,105
2023,9,9,2023-09-09,반포면,1,0,0
2023,9,9,2023-09-09,보람동,424,424,61
2023,9,9,2023-09-09,부강면,213,171,7
2023,9,9,2023-09-09,소정면,72,45,0
2023,9,9,2023-09-09,아름동,2108,1628,150
2023,9,9,2023-09-09,어진동,2249,2254,752
2023,9,9,2023-09-09,연기면,1220,1032,124
2023,9,9,2023-09-09,연동면,152,99,9
2023,9,9,2023-09-09,연서면,497,368,23
2023,9,9,2023-09-09,장군면,673,351,22
2023,9,9,2023-09-09,전동면,200,128,3
2023,9,9,2023-09-09,전의면,348,257,41
2023,9,9,2023-09-09,조치원읍,5673,4882,425
2023,9,9,2023-09-09,종촌동,1385,1312,91
2023,9,9,2023-09-09,한솔동,2466,2339,400
2023,9,10,2023-09-10,가람동,10,13,2
2023,9,10,2023-09-10,고운동,1203,949,115
2023,9,10,2023-09-10,금남면,533,468,43
2023,9,10,2023-09-10,나성동,1002,812,114
2023,9,10,2023-09-10,다정동,289,321,16
2023,9,10,2023-09-10,대평동,1271,1025,638
2023,9,10,2023-09-10,도담동,2668,2477,795
2023,9,10,2023-09-10,반곡동,892,813,75
2023,9,10,2023-09-10,보람동,344,308,40
2023,9,10,2023-09-10,부강면,146,156,4
2023,9,10,2023-09-10,소정면,38,25,1
2023,9,10,2023-09-10,아름동,1584,1274,105
2023,9,10,2023-09-10,어진동,1737,1736,531
2023,9,10,2023-09-10,연기면,761,807,107
2023,9,10,2023-09-10,연동면,83,58,3
2023,9,10,2023-09-10,연서면,343,310,25
2023,9,10,2023-09-10,장군면,506,371,17
2023,9,10,2023-09-10,전동면,121,84,4
2023,9,10,2023-09-10,전의면,245,163,15
2023,9,10,2023-09-10,조치원읍,4231,3466,229
2023,9,10,2023-09-10,종촌동,1018,1087,65
2023,9,10,2023-09-10,한솔동,1802,1720,349
2023,9,11,2023-09-11,가람동,50,57,6
2023,9,11,2023-09-11,고운동,2471,2032,214
2023,9,11,2023-09-11,금남면,905,762,129
2023,9,11,2023-09-11,나성동,1947,1599,256
2023,9,11,2023-09-11,다정동,582,540,36
2023,9,11,2023-09-11,대평동,2048,1826,1360
2023,9,11,2023-09-11,도담동,5437,4518,1512
2023,9,11,2023-09-11,반곡동,2079,1942,132
2023,9,11,2023-09-11,반포면,0,3,0
2023,9,11,2023-09-11,보람동,624,538,80
2023,9,11,2023-09-11,부강면,309,232,13
2023,9,11,2023-09-11,소정면,77,42,1
2023,9,11,2023-09-11,아름동,2592,2399,178
2023,9,11,2023-09-11,어진동,4482,4144,991
2023,9,11,2023-09-11,연기면,1582,1367,233
2023,9,11,2023-09-11,연동면,153,124,4
