년도,월,일,날짜,행정구역,승차,하차,환승
2023,1,1,2023-01-01,가람동,53,47,7
2023,1,1,2023-01-01,고운동,1090,958,93
2023,1,1,2023-01-01,금남면,421,352,27
2023,1,1,2023-01-01,나성동,999,747,97
2023,1,1,2023-01-01,다정동,285,249,13
2023,1,1,2023-01-01,대평동,1016,871,492
2023,1,1,2023-01-01,도담동,2427,2278,685
2023,1,1,2023-01-01,반곡동,531,543,22
2023,1,1,2023-01-01,보람동,325,311,36
2023,1,1,2023-01-01,부강면,115,104,4
2023,1,1,2023-01-01,소정면,31,11,0
2023,1,1,2023-01-01,아름동,1197,1028,95
2023,1,1,2023-01-01,어진동,1755,1574,544
2023,1,1,2023-01-01,연기면,563,672,83
2023,1,1,2023-01-01,연동면,80,75,4
2023,1,1,2023-01-01,연서면,268,285,18
2023,1,1,2023-01-01,장군면,357,226,22
2023,1,1,2023-01-01,전동면,110,74,3
2023,1,1,2023-01-01,전의면,177,139,12
2023,1,1,2023-01-01,조치원읍,3306,2337,187
2023,1,1,2023-01-01,종촌동,933,1075,67
2023,1,1,2023-01-01,한솔동,1570,1516,189
2023,1,2,2023-01-02,가람동,26,27,6
2023,1,2,2023-01-02,고운동,1967,1728,164
2023,1,2,2023-01-02,금남면,881,722,89
2023,1,2,2023-01-02,나성동,1821,1458,183
2023,1,2,2023-01-02,다정동,453,501,25
2023,1,2,2023-01-02,대평동,1786,1622,1113
2023,1,2,2023-01-02,도담동,4917,4127,1210
2023,1,2,2023-01-02,반곡동,1544,1495,79
2023,1,2,2023-01-02,보람동,698,568,99
2023,1,2,2023-01-02,부강면,232,143,9
2023,1,2,2023-01-02,소정면,60,35,0
2023,1,2,2023-01-02,아름동,2508,2076,150
2023,1,2,2023-01-02,어진동,4297,3959,1013
2023,1,2,2023-01-02,연기면,1186,1132,180
2023,1,2,2023-01-02,연동면,147,102,8
2023,1,2,2023-01-02,연서면,521,439,35
2023,1,2,2023-01-02,장군면,428,254,30
2023,1,2,2023-01-02,전동면,185,141,2
2023,1,2,2023-01-02,전의면,366,244,36
2023,1,2,2023-01-02,조치원읍,5144,4192,354
2023,1,2,2023-01-02,종촌동,1820,1670,132
2023,1,2,2023-01-02,한솔동,2932,2740,325
2023,1,3,2023-01-03,가람동,34,41,12
2023,1,3,2023-01-03,고운동,2236,1875,203
2023,1,3,2023-01-03,금남면,798,651,91
2023,1,3,2023-01-03,나성동,1846,1510,168
2023,1,3,2023-01-03,다정동,555,565,26
2023,1,3,2023-01-03,대평동,1755,1656,1071
2023,1,3,2023-01-03,도담동,5127,4442,1307
2023,1,3,2023-01-03,반곡동,1646,1552,78
2023,1,3,2023-01-03,보람동,688,572,92
2023,1,3,2023-01-03,부강면,235,145,16
2023,1,3,2023-01-03,소정면,70,48,5
2023,1,3,2023-01-03,아름동,2785,2305,166
2023,1,3,2023-01-03,어진동,4519,4258,1015
2023,1,3,2023-01-03,연기면,1284,1219,176
2023,1,3,2023-01-03,연동면,165,109,4
2023,1,3,2023-01-03,연서면,457,370,43
2023,1,3,2023-01-03,장군면,436,253,22
2023,1,3,2023-01-03,전동면,195,137,2
2023,1,3,2023-01-03,전의면,375,240,29
2023,1,3,2023-01-03,조치원읍,4995,4164,363
2023,1,3,2023-01-03,종촌동,1902,1732,106
2023,1,3,2023-01-03,한솔동,3035,2878,369
2023,1,4,2023-01-04,가람동,31,42,8
2023,1,4,2023-01-04,고운동,2245,1910,175
2023,1,4,2023-01-04,금남면,785,654,77
2023,1,4,2023-01-04,나성동,2042,1586,182
2023,1,4,2023-01-04,다정동,545,581,38
2023,1,4,2023-01-04,대평동,1860,1729,1194
2023,1,4,2023-01-04,도담동,5428,4659,1357
2023,1,4,2023-01-04,반곡동,1668,1567,84
2023,1,4,2023-01-04,보람동,700,623,103
2023,1,4,2023-01-04,부강면,249,160,14
2023,1,4,2023-01-04,소정면,57,34,1
2023,1,4,2023-01-04,아름동,2815,2417,199
2023,1,4,2023-01-04,어진동,4588,4405,1038
2023,1,4,2023-01-04,연기면,1329,1208,175
2023,1,4,2023-01-04,연동면,191,133,3
2023,1,4,2023-01-04,연서면,555,440,46
2023,1,4,2023-01-04,장군면,467,330,22
2023,1,4,2023-01-04,전동면,229,150,4
2023,1,4,2023-01-04,전의면,399,290,46
2023,1,4,2023-01-04,조치원읍,5505,4668,474
2023,1,4,2023-01-04,종촌동,2006,1784,115
2023,1,4,2023-01-04,한솔동,3168,3006,341
2023,1,5,2023-01-05,가람동,24,39,3
2023,1,5,2023-01-05,고운동,2197,1897,185
2023,1,5,2023-01-05,금남면,841,683,90
2023,1,5,2023-01-05,나성동,2027,1579,217
2023,1,5,2023-01-05,다정동,538,592,31
2023,1,5,2023-01-05,대평동,1796,1642,1074
2023,1,5,2023-01-05,도담동,5295,4660,1364
2023,1,5,2023-01-05,반곡동,1657,1572,86
2023,1,5,2023-01-05,보람동,695,641,93
2023,1,5,2023-01-05,부강면,256,192,12
2023,1,5,2023-01-05,소정면,60,32,0
2023,1,5,2023-01-05,아름동,2835,2341,179
2023,1,5,2023-01-05,어진동,4643,4458,1082
2023,1,5,2023-01-05,연기면,1483,1306,197
2023,1,5,2023-01-05,연동면,188,118,3
2023,1,5,2023-01-05,연서면,480,387,22
2023,1,5,2023-01-05,장군면,524,311,23
2023,1,5,2023-01-05,전동면,212,162,8
2023,1,5,2023-01-05,전의면,361,246,35
2023,1,5,2023-01-05,조치원읍,5396,4512,390
2023,1,5,2023-01-05,종촌동,2013,1819,112
2023,1,5,2023-01-05,한솔동,3171,2994,349
2023,1,6,2023-01-06,가람동,34,50,6
2023,1,6,2023-01-06,고운동,2263,1897,208
2023,1,6,2023-01-06,금남면,856,697,88
2023,1,6,2023-01-06,나성동,2271,1778,255
2023,1,6,2023-01-06,다정동,591,651,40
2023,1,6,2023-01-06,대평동,1959,1738,1119
2023,1,6,2023-01-06,도담동,5612,4797,1502
2023,1,6,2023-01-06,반곡동,1875,1684,77
2023,1,6,2023-01-06,보람동,688,660,89
2023,1,6,2023-01-06,부강면,240,163,10
2023,1,6,2023-01-06,소정면,73,46,1
2023,1,6,2023-01-06,아름동,2884,2351,174
2023,1,6,2023-01-06,어진동,4853,4395,1065
2023,1,6,2023-01-06,연기면,1529,1321,208
2023,1,6,2023-01-06,연동면,195,116,7
2023,1,6,2023-01-06,연서면,504,375,34
2023,1,6,2023-01-06,장군면,503,304,25
2023,1,6,2023-01-06,전동면,229,154,5
2023,1,6,2023-01-06,전의면,385,238,26
2023,1,6,2023-01-06,조치원읍,5453,4711,383
2023,1,6,2023-01-06,종촌동,2035,1840,131
2023,1,6,2023-01-06,한솔동,3486,3225,389
2023,1,7,2023-01-07,가람동,30,37,4
2023,1,7,2023-01-07,고운동,1483,1245,128
2023,1,7,2023-01-07,금남면,699,563,70
2023,1,7,2023-01-07,나성동,1232,981,131
2023,1,7,2023-01-07,다정동,327,329,30
2023,1,7,2023-01-07,대평동,1292,1171,704
2023,1,7,2023-01-07,도담동,3283,2941,898
2023,1,7,2023-01-07,반곡동,851,740,54
2023,1,7,2023-01-07,보람동,427,350,53
2023,1,7,2023-01-07,부강면,196,142,11
2023,1,7,2023-01-07,소정면,45,35,2
2023,1,7,2023-01-07,아름동,1840,1400,113
2023,1,7,2023-01-07,어진동,1887,1895,653
2023,1,7,2023-01-07,연기면,1048,884,107
2023,1,7,2023-01-07,연동면,139,91,9
2023,1,7,2023-01-07,연서면,453,299,22
2023,1,7,2023-01-07,장군면,335,240,19
2023,1,7,2023-01-07,전동면,150,101,1
2023,1,7,2023-01-07,전의면,305,213,29
2023,1,7,2023-01-07,조치원읍,4023,3490,281
2023,1,7,2023-01-07,종촌동,1243,1161,79
2023,1,7,2023-01-07,한솔동,2017,1774,238
2023,1,8,2023-01-08,가람동,10,19,2
2023,1,8,2023-01-08,고운동,998,868,82
2023,1,8,2023-01-08,금남면,399,349,24
2023,1,8,2023-01-08,나성동,935,760,98
2023,1,8,2023-01-08,다정동,294,287,19
2023,1,8,2023-01-08,대평동,1010,866,505
2023,1,8,2023-01-08,도담동,2472,2364,707
2023,1,8,2023-01-08,반곡동,583,616,28
2023,1,8,2023-01-08,보람동,300,261,36
2023,1,8,2023-01-08,부강면,136,138,4
2023,1,8,2023-01-08,소정면,33,27,0
2023,1,8,2023-01-08,아름동,1340,1059,65
2023,1,8,2023-01-08,어진동,1673,1589,518
2023,1,8,2023-01-08,연기면,664,712,91
2023,1,8,2023-01-08,연동면,98,88,2
2023,1,8,2023-01-08,연서면,284,272,19
2023,1,8,2023-01-08,장군면,318,185,18
2023,1,8,2023-01-08,전동면,106,80,0
2023,1,8,2023-01-08,전의면,196,147,12
2023,1,8,2023-01-08,조치원읍,3258,2514,206
2023,1,8,2023-01-08,종촌동,999,1047,51
2023,1,8,2023-01-08,한솔동,1640,1457,201
2023,1,9,2023-01-09,가람동,45,45,7
2023,1,9,2023-01-09,고운동,2070,1836,200
2023,1,9,2023-01-09,금남면,869,698,95
2023,1,9,2023-01-09,나성동,2049,1660,224
2023,1,9,2023-01-09,다정동,546,578,44
2023,1,9,2023-01-09,대평동,1788,1587,1111
2023,1,9,2023-01-09,도담동,5313,4645,1343
2023,1,9,2023-01-09,반곡동,1592,1537,68
2023,1,9,2023-01-09,보람동,695,630,90
2023,1,9,2023-01-09,부강면,252,165,22
2023,1,9,2023-01-09,소정면,63,44,1
2023,1,9,2023-01-09,아름동,2632,2222,152
2023,1,9,2023-01-09,어진동,4608,4240,1036
2023,1,9,2023-01-09,연기면,1359,1239,194
2023,1,9,2023-01-09,연동면,176,133,5
2023,1,9,2023-01-09,연서면,582,488,47
2023,1,9,2023-01-09,장군면,550,327,45
2023,1,9,2023-01-09,전동면,242,169,6
2023,1,9,2023-01-09,전의면,422,297,59
2023,1,9,2023-01-09,조치원읍,5666,4820,472
2023,1,9,2023-01-09,종촌동,1924,1743,126
2023,1,9,2023-01-09,한솔동,3190,3002,365
2023,1,10,2023-01-10,가람동,35,49,5
2023,1,10,2023-01-10,고운동,2180,1948,199
2023,1,10,2023-01-10,금남면,772,652,70
2023,1,10,2023-01-10,나성동,2095,1556,209
2023,1,10,2023-01-10,다정동,544,597,32
2023,1,10,2023-01-10,대평동,1842,1670,1097
2023,1,10,2023-01-10,도담동,5440,4781,1364
2023,1,10,2023-01-10,반곡동,1736,1689,82
2023,1,10,2023-01-10,보람동,703,626,90
2023,1,10,2023-01-10,부강면,242,155,16
2023,1,10,2023-01-10,소정면,70,41,1
2023,1,10,2023-01-10,아름동,2834,2396,163
2023,1,10,2023-01-10,어진동,4813,4619,1049
2023,1,10,2023-01-10,연기면,1375,1282,184
2023,1,10,2023-01-10,연동면,208,145,6
2023,1,10,2023-01-10,연서면,517,420,44
2023,1,10,2023-01-10,장군면,547,328,33
2023,1,10,2023-01-10,전동면,215,130,7
2023,1,10,2023-01-10,전의면,325,233,34
2023,1,10,2023-01-10,조치원읍,5154,4248,374
2023,1,10,2023-01-10,종촌동,1923,1832,114
2023,1,10,2023-01-10,한솔동,3266,3112,336
2023,1,11,2023-01-11,가람동,27,41,3
2023,1,11,2023-01-11,고운동,2209,1877,172
2023,1,11,2023-01-11,금남면,844,700,101
2023,1,11,2023-01-11,나성동,2150,1696,202
2023,1,11,2023-01-11,다정동,544,542,42
2023,1,11,2023-01-11,대평동,1732,1610,1052
2023,1,11,2023-01-11,도담동,5489,4734,1381
2023,1,11,2023-01-11,반곡동,1749,1562,79
2023,1,11,2023-01-11,보람동,706,632,93
2023,1,11,2023-01-11,부강면,245,153,8
2023,1,11,2023-01-11,소정면,81,47,1
2023,1,11,2023-01-11,아름동,2768,2364,179
2023,1,11,2023-01-11,어진동,4682,4583,987
2023,1,11,2023-01-11,연기면,1436,1306,223
2023,1,11,2023-01-11,연동면,163,97,3
2023,1,11,2023-01-11,연서면,544,461,41
2023,1,11,2023-01-11,장군면,528,313,47
2023,1,11,2023-01-11,전동면,194,160,4
2023,1,11,2023-01-11,전의면,337,239,25
2023,1,11,2023-01-11,조치원읍,5255,4399,426
2023,1,11,2023-01-11,종촌동,2033,1761,117
2023,1,11,2023-01-11,한솔동,3309,3136,319
2023,1,12,2023-01-12,가람동,33,44,4
2023,1,12,2023-01-12,고운동,2255,1937,195
2023,1,12,2023-01-12,금남면,958,799,99
2023,1,12,2023-01-12,나성동,2017,1686,214
2023,1,12,2023-01-12,다정동,541,573,35
2023,1,12,2023-01-12,대평동,1832,1754,1104
2023,1,12,2023-01-12,도담동,5517,4779,1367
2023,1,12,2023-01-12,반곡동,1709,1612,83
2023,1,12,2023-01-12,반포면,0,3,0
2023,1,12,2023-01-12,보람동,716,646,97
2023,1,12,2023-01-12,부강면,246,167,7
2023,1,12,2023-01-12,소정면,77,48,1
2023,1,12,2023-01-12,아름동,2844,2384,189
2023,1,12,2023-01-12,어진동,4734,4418,1044
2023,1,12,2023-01-12,연기면,1420,1293,216
2023,1,12,2023-01-12,연동면,178,117,9
2023,1,12,2023-01-12,연서면,540,437,48
2023,1,12,2023-01-12,장군면,529,341,27
2023,1,12,2023-01-12,전동면,213,147,2
2023,1,12,2023-01-12,전의면,406,259,37
2023,1,12,2023-01-12,조치원읍,5227,4500,388
2023,1,12,2023-01-12,종촌동,2021,1847,111
2023,1,12,2023-01-12,한솔동,3344,3149,357
2023,1,13,2023-01-13,가람동,44,43,5
2023,1,13,2023-01-13,고운동,2195,1941,189
2023,1,13,2023-01-13,금남면,857,671,91
2023,1,13,2023-01-13,나성동,2178,1688,245
2023,1,13,2023-01-13,다정동,628,582,47
2023,1,13,2023-01-13,대평동,1883,1718,1078
2023,1,13,2023-01-13,도담동,5409,4588,1396
2023,1,13,2023-01-13,반곡동,1691,1527,65
2023,1,13,2023-01-13,보람동,680,592,94
2023,1,13,2023-01-13,부강면,242,168,9
2023,1,13,2023-01-13,소정면,68,40,1
2023,1,13,2023-01-13,아름동,2971,2384,188
2023,1,13,2023-01-13,어진동,4756,4532,1121
2023,1,13,2023-01-13,연기면,1469,1326,232
2023,1,13,2023-01-13,연동면,185,99,6
2023,1,13,2023-01-13,연서면,523,418,26
2023,1,13,2023-01-13,장군면,606,346,29
2023,1,13,2023-01-13,전동면,190,128,3
2023,1,13,2023-01-13,전의면,350,206,35
2023,1,13,2023-01-13,조치원읍,5348,4589,362
2023,1,13,2023-01-13,종촌동,2102,1861,126
2023,1,13,2023-01-13,한솔동,3429,3191,393
2023,1,14,2023-01-14,가람동,42,61,8
2023,1,14,2023-01-14,고운동,1390,1175,124
2023,1,14,2023-01-14,금남면,648,468,53
2023,1,14,2023-01-14,나성동,1332,1031,128
2023,1,14,2023-01-14,다정동,338,367,35
2023,1,14,2023-01-14,대평동,1341,1232,695
2023,1,14,2023-01-14,도담동,3407,2875,916
2023,1,14,2023-01-14,반곡동,797,712,41
2023,1,14,2023-01-14,보람동,432,370,54
2023,1,14,2023-01-14,부강면,180,153,13
2023,1,14,2023-01-14,소정면,51,39,1
2023,1,14,2023-01-14,아름동,1887,1431,122
2023,1,14,2023-01-14,어진동,2000,2019,720
2023,1,14,2023-01-14,연기면,942,850,124
2023,1,14,2023-01-14,연동면,130,86,5
2023,1,14,2023-01-14,연서면,450,293,22
2023,1,14,2023-01-14,장군면,433,248,17
2023,1,14,2023-01-14,전동면,177,111,3
2023,1,14,2023-01-14,전의면,303,225,40
2023,1,14,2023-01-14,조치원읍,4562,4011,332
2023,1,14,2023-01-14,종촌동,1276,1197,75
2023,1,14,2023-01-14,한솔동,2163,1978,276
2023,1,15,2023-01-15,가람동,43,31,4
2023,1,15,2023-01-15,고운동,983,864,74
2023,1,15,2023-01-15,금남면,374,312,30
2023,1,15,2023-01-15,나성동,901,768,88
2023,1,15,2023-01-15,다정동,288,320,14
2023,1,15,2023-01-15,대평동,1092,912,509
2023,1,15,2023-01-15,도담동,2610,2419,740
2023,1,15,2023-01-15,반곡동,589,619,38
2023,1,15,2023-01-15,보람동,324,286,33
2023,1,15,2023-01-15,부강면,146,101,11
2023,1,15,2023-01-15,소정면,32,24,0
2023,1,15,2023-01-15,아름동,1344,1121,80
2023,1,15,2023-01-15,어진동,1705,1691,519
2023,1,15,2023-01-15,연기면,655,664,95
2023,1,15,2023-01-15,연동면,96,76,2
2023,1,15,2023-01-15,연서면,250,248,17
2023,1,15,2023-01-15,장군면,306,212,20
2023,1,15,2023-01-15,전동면,121,89,1
2023,1,15,2023-01-15,전의면,203,152,17
2023,1,15,2023-01-15,조치원읍,3394,2535,182
2023,1,15,2023-01-15,종촌동,949,1041,65
2023,1,15,2023-01-15,한솔동,1739,1599,210
2023,1,16,2023-01-16,가람동,36,48,6
2023,1,16,2023-01-16,고운동,2119,1860,214
2023,1,16,2023-01-16,금남면,836,692,105
2023,1,16,2023-01-16,나성동,1990,1585,206
2023,1,16,2023-01-16,다정동,486,508,32
2023,1,16,2023-01-16,대평동,1792,1607,1091
2023,1,16,2023-01-16,도담동,5324,4579,1402
2023,1,16,2023-01-16,반곡동,1719,1610,66
2023,1,16,2023-01-16,보람동,762,629,88
2023,1,16,2023-01-16,부강면,236,167,19
2023,1,16,2023-01-16,소정면,62,42,1
2023,1,16,2023-01-16,아름동,2696,2322,193
2023,1,16,2023-01-16,어진동,4649,4186,1001
2023,1,16,2023-01-16,연기면,1277,1260,187
2023,1,16,2023-01-16,연동면,160,107,7
2023,1,16,2023-01-16,연서면,511,444,41
2023,1,16,2023-01-16,장군면,557,351,28
2023,1,16,2023-01-16,전동면,194,149,4
2023,1,16,2023-01-16,전의면,347,241,33
2023,1,16,2023-01-16,조치원읍,5338,4448,401
2023,1,16,2023-01-16,종촌동,1883,1714,120
2023,1,16,2023-01-16,한솔동,3131,3017,349
2023,1,17,2023-01-17,가람동,32,42,9
2023,1,17,2023-01-17,고운동,2080,1901,194
2023,1,17,2023-01-17,금남면,1056,886,138
2023,1,17,2023-01-17,나성동,2119,1591,231
2023,1,17,2023-01-17,다정동,587,540,49
2023,1,17,2023-01-17,대평동,1958,1749,1172
2023,1,17,2023-01-17,도담동,5464,4602,1377
2023,1,17,2023-01-17,반곡동,1715,1606,73
2023,1,17,2023-01-17,반포면,0,4,0
2023,1,17,2023-01-17,보람동,711,650,95
2023,1,17,2023-01-17,부강면,220,174,10
2023,1,17,2023-01-17,소정면,64,41,1
2023,1,17,2023-01-17,아름동,2834,2399,171
2023,1,17,2023-01-17,어진동,4707,4439,1041
2023,1,17,2023-01-17,연기면,1316,1189,190
2023,1,17,2023-01-17,연동면,191,121,6
2023,1,17,2023-01-17,연서면,526,432,41
2023,1,17,2023-01-17,장군면,529,316,27
2023,1,17,2023-01-17,전동면,252,155,5
2023,1,17,2023-01-17,전의면,399,289,43
2023,1,17,2023-01-17,조치원읍,5087,4405,390
2023,1,17,2023-01-17,종촌동,1976,1817,127
2023,1,17,2023-01-17,한솔동,3284,3121,340
2023,1,18,2023-01-18,가람동,30,34,4
2023,1,18,2023-01-18,고운동,2257,1968,202
2023,1,18,2023-01-18,금남면,821,683,84
2023,1,18,2023-01-18,나성동,2172,1669,209
2023,1,18,2023-01-18,다정동,551,593,32
2023,1,18,2023-01-18,대평동,1926,1741,1181
2023,1,18,2023-01-18,도담동,5846,5054,1468
2023,1,18,2023-01-18,반곡동,1717,1653,66
2023,1,18,2023-01-18,보람동,754,654,80
2023,1,18,2023-01-18,부강면,255,184,10
2023,1,18,2023-01-18,소정면,73,41,0
2023,1,18,2023-01-18,아름동,2796,2375,151
2023,1,18,2023-01-18,어진동,4944,4586,1046
2023,1,18,2023-01-18,연기면,1331,1244,176
2023,1,18,2023-01-18,연동면,178,119,6
2023,1,18,2023-01-18,연서면,501,415,45
2023,1,18,2023-01-18,장군면,462,291,23
2023,1,18,2023-01-18,전동면,193,148,5
2023,1,18,2023-01-18,전의면,385,259,36
2023,1,18,2023-01-18,조치원읍,5259,4545,453
2023,1,18,2023-01-18,종촌동,2031,1909,141
2023,1,18,2023-01-18,한솔동,3321,3112,364
2023,1,19,2023-01-19,가람동,42,53,6
2023,1,19,2023-01-19,고운동,2258,1979,229
2023,1,19,2023-01-19,금남면,895,728,85
2023,1,19,2023-01-19,나성동,2067,1606,237
2023,1,19,2023-01-19,다정동,525,574,46
2023,1,19,2023-01-19,대평동,1943,1664,1091
2023,1,19,2023-01-19,도담동,5525,4784,1423
2023,1,19,2023-01-19,반곡동,1741,1571,76
2023,1,19,2023-01-19,보람동,762,681,107
2023,1,19,2023-01-19,부강면,243,151,10
2023,1,19,2023-01-19,소정면,67,48,2
2023,1,19,2023-01-19,아름동,2975,2542,200
2023,1,19,2023-01-19,어진동,4552,4312,1050
2023,1,19,2023-01-19,연기면,1407,1207,193
2023,1,19,2023-01-19,연동면,222,124,4
2023,1,19,2023-01-19,연서면,597,477,48
2023,1,19,2023-01-19,장군면,515,315,33
2023,1,19,2023-01-19,전동면,237,173,7
2023,1,19,2023-01-19,전의면,470,334,74
2023,1,19,2023-01-19,조치원읍,6125,5223,558
2023,1,19,2023-01-19,종촌동,1936,1754,135
2023,1,19,2023-01-19,한솔동,3331,3194,389
2023,1,20,2023-01-20,가람동,34,46,7
2023,1,20,2023-01-20,고운동,2032,1827,198
2023,1,20,2023-01-20,금남면,878,661,89
2023,1,20,2023-01-20,나성동,2001,1582,227
2023,1,20,2023-01-20,다정동,492,529,42
2023,1,20,2023-01-20,대평동,1983,1711,1107
2023,1,20,2023-01-20,도담동,5363,4618,1399
2023,1,20,2023-01-20,반곡동,1735,1447,81
2023,1,20,2023-01-20,보람동,689,639,90
2023,1,20,2023-01-20,부강면,262,178,9
2023,1,20,2023-01-20,소정면,83,44,1
2023,1,20,2023-01-20,아름동,2830,2339,208
2023,1,20,2023-01-20,어진동,4163,3752,992
2023,1,20,2023-01-20,연기면,1421,1112,176
2023,1,20,2023-01-20,연동면,197,105,4
2023,1,20,2023-01-20,연서면,588,415,34
2023,1,20,2023-01-20,장군면,514,269,27
2023,1,20,2023-01-20,전동면,239,152,11
2023,1,20,2023-01-20,전의면,367,246,35
2023,1,20,2023-01-20,조치원읍,5291,4765,441
2023,1,20,2023-01-20,종촌동,1985,1777,129
2023,1,20,2023-01-20,한솔동,3119,2981,350
2023,1,21,2023-01-21,가람동,45,52,7
2023,1,21,2023-01-21,고운동,769,644,81
2023,1,21,2023-01-21,금남면,394,330,27
2023,1,21,2023-01-21,나성동,751,522,77
2023,1,21,2023-01-21,다정동,219,193,25
2023,1,21,2023-01-21,대평동,884,836,382
2023,1,21,2023-01-21,도담동,1724,1511,469
2023,1,21,2023-01-21,반곡동,420,310,15
2023,1,21,2023-01-21,보람동,197,179,30
2023,1,21,2023-01-21,부강면,110,82,5
2023,1,21,2023-01-21,소정면,42,29,0
2023,1,21,2023-01-21,아름동,821,654,61
2023,1,21,2023-01-21,어진동,1218,969,355
2023,1,21,2023-01-21,연기면,489,390,52
2023,1,21,2023-01-21,연동면,92,48,2
2023,1,21,2023-01-21,연서면,327,223,14
2023,1,21,2023-01-21,장군면,297,121,19
2023,1,21,2023-01-21,전동면,138,88,4
2023,1,21,2023-01-21,전의면,179,139,8
2023,1,21,2023-01-21,조치원읍,2581,2438,202
2023,1,21,2023-01-21,종촌동,654,567,44
2023,1,21,2023-01-21,한솔동,1140,1074,183
2023,1,22,2023-01-22,가람동,5,3,2
2023,1,22,2023-01-22,고운동,532,473,58
2023,1,22,2023-01-22,금남면,268,216,12
2023,1,22,2023-01-22,나성동,390,335,37
2023,1,22,2023-01-22,다정동,133,119,8
2023,1,22,2023-01-22,대평동,570,484,256
2023,1,22,2023-01-22,도담동,1041,951,292
2023,1,22,2023-01-22,반곡동,266,192,17
2023,1,22,2023-01-22,보람동,120,91,13
2023,1,22,2023-01-22,부강면,95,71,3
2023,1,22,2023-01-22,소정면,34,18,0
2023,1,22,2023-01-22,아름동,475,441,22
2023,1,22,2023-01-22,어진동,716,666,232
2023,1,22,2023-01-22,연기면,259,250,29
2023,1,22,2023-01-22,연동면,84,52,0
2023,1,22,2023-01-22,연서면,193,140,4
2023,1,22,2023-01-22,장군면,156,84,3
2023,1,22,2023-01-22,전동면,69,42,1
2023,1,22,2023-01-22,전의면,132,86,9
2023,1,22,2023-01-22,조치원읍,1621,1350,95
2023,1,22,2023-01-22,종촌동,396,399,30
2023,1,22,2023-01-22,한솔동,725,701,99
2023,1,23,2023-01-23,가람동,44,27,5
2023,1,23,2023-01-23,고운동,695,568,59
2023,1,23,2023-01-23,금남면,326,266,19
2023,1,23,2023-01-23,나성동,675,521,62
2023,1,23,2023-01-23,다정동,169,181,12
2023,1,23,2023-01-23,대평동,864,701,374
2023,1,23,2023-01-23,도담동,1662,1479,441
2023,1,23,2023-01-23,반곡동,444,424,14
2023,1,23,2023-01-23,보람동,239,196,34
2023,1,23,2023-01-23,부강면,93,59,6
2023,1,23,2023-01-23,소정면,24,14,0
2023,1,23,2023-01-23,아름동,783,600,40
2023,1,23,2023-01-23,어진동,1043,1101,352
2023,1,23,2023-01-23,연기면,450,419,57
2023,1,23,2023-01-23,연동면,91,46,1
2023,1,23,2023-01-23,연서면,268,190,9
2023,1,23,2023-01-23,장군면,196,145,11
2023,1,23,2023-01-23,전동면,88,51,4
2023,1,23,2023-01-23,전의면,136,89,11
2023,1,23,2023-01-23,조치원읍,2240,1803,157
2023,1,23,2023-01-23,종촌동,591,686,35
2023,1,23,2023-01-23,한솔동,1140,1078,160
2023,1,24,2023-01-24,가람동,35,43,6
2023,1,24,2023-01-24,고운동,764,658,54
2023,1,24,2023-01-24,금남면,358,288,31
2023,1,24,2023-01-24,나성동,711,601,88
2023,1,24,2023-01-24,다정동,201,212,14
2023,1,24,2023-01-24,대평동,814,682,373
2023,1,24,2023-01-24,도담동,2034,1871,562
2023,1,24,2023-01-24,반곡동,553,511,30
2023,1,24,2023-01-24,보람동,337,262,37
2023,1,24,2023-01-24,부강면,97,83,6
2023,1,24,2023-01-24,소정면,21,16,0
2023,1,24,2023-01-24,아름동,1091,869,66
2023,1,24,2023-01-24,어진동,1294,1293,423
2023,1,24,2023-01-24,연기면,455,520,59
2023,1,24,2023-01-24,연동면,63,73,5
2023,1,24,2023-01-24,연서면,234,221,10
2023,1,24,2023-01-24,장군면,218,156,13
2023,1,24,2023-01-24,전동면,64,77,1
2023,1,24,2023-01-24,전의면,149,98,12
2023,1,24,2023-01-24,조치원읍,2846,2021,170
2023,1,24,2023-01-24,종촌동,710,808,41
2023,1,24,2023-01-24,한솔동,1390,1197,193
2023,1,25,2023-01-25,가람동,20,27,3
2023,1,25,2023-01-25,고운동,1958,1760,164
2023,1,25,2023-01-25,금남면,733,605,60
2023,1,25,2023-01-25,나성동,1908,1505,214
2023,1,25,2023-01-25,다정동,495,505,30
2023,1,25,2023-01-25,대평동,1547,1473,923
2023,1,25,2023-01-25,도담동,5188,4359,1284
2023,1,25,2023-01-25,반곡동,1494,1448,62
2023,1,25,2023-01-25,보람동,704,542,88
2023,1,25,2023-01-25,부강면,222,146,7
2023,1,25,2023-01-25,소정면,66,45,1
2023,1,25,2023-01-25,아름동,2650,2264,162
2023,1,25,2023-01-25,어진동,4323,4121,965
2023,1,25,2023-01-25,연기면,1231,1191,175
2023,1,25,2023-01-25,연동면,156,117,5
2023,1,25,2023-01-25,연서면,509,422,44
2023,1,25,2023-01-25,장군면,440,312,32
2023,1,25,2023-01-25,전동면,180,139,5
2023,1,25,2023-01-25,전의면,342,239,27
2023,1,25,2023-01-25,조치원읍,4952,4037,384
2023,1,25,2023-01-25,종촌동,1880,1771,138
2023,1,25,2023-01-25,한솔동,3028,2858,314
2023,1,26,2023-01-26,가람동,30,38,3
2023,1,26,2023-01-26,고운동,2192,1918,195
2023,1,26,2023-01-26,금남면,737,633,67
2023,1,26,2023-01-26,나성동,2059,1613,219
