년도,월,도로,방향,지표,값
2023,5,청연로,하행,점유율,3.918326
2023,5,청연로,하행,총합,29448.0
2023,5,청연로,하행,평균통행속도,44.4658
2023,5,충현로,상행,점유율,5.154315
2023,5,충현로,상행,총합,45618.0
2023,5,충현로,상행,평균통행속도,34.5565
2023,5,충현로,하행,점유율,4.844261
2023,5,충현로,하행,총합,127344.0
2023,5,충현로,하행,평균통행속도,36.0995
2023,5,평기길,상행,점유율,2.198531
2023,5,평기길,상행,총합,10445.5
2023,5,평기길,상행,평균통행속도,45.5849
2023,5,평기길,하행,점유율,2.40763
2023,5,평기길,하행,총합,21600.0
2023,5,평기길,하행,평균통행속도,52.2
2023,5,한누리대로,상행,점유율,4.383264
2023,5,한누리대로,상행,총합,113713.75
2023,5,한누리대로,상행,평균통행속도,50.2093
2023,5,한누리대로,하행,점유율,4.566847
2023,5,한누리대로,하행,총합,108144.1
2023,5,한누리대로,하행,평균통행속도,49.8833
2023,5,행복대로,상행,점유율,2.125727
2023,5,행복대로,상행,총합,108036.6666667
2023,5,행복대로,상행,평균통행속도,79.2801
2023,5,행복대로,하행,점유율,2.315683
2023,5,행복대로,하행,총합,632.6666667
2023,5,행복대로,하행,평균통행속도,81.5941
2023,6,갈매로,상행,점유율,1.712972
2023,6,갈매로,상행,총합,68434.5
2023,6,갈매로,상행,평균통행속도,51.4714
2023,6,갈매로,하행,점유율,2.538448
2023,6,갈매로,하행,총합,94159.5
2023,6,갈매로,하행,평균통행속도,43.0043
2023,6,구즉세종로,상행,점유율,5.552467
2023,6,구즉세종로,상행,총합,81127.6666667
2023,6,구즉세종로,상행,평균통행속도,72.0154
2023,6,구즉세종로,하행,점유율,6.385613
2023,6,구즉세종로,하행,총합,17283.0
2023,6,구즉세종로,하행,평균통행속도,67.5307
2023,6,당산로,상행,점유율,3.974959
2023,6,당산로,상행,총합,67313.0
2023,6,당산로,상행,평균통행속도,47.3051
2023,6,당산로,하행,점유율,3.448439
2023,6,당산로,하행,총합,36169.5
2023,6,당산로,하행,평균통행속도,47.8276
2023,6,산학리길,상행,점유율,2.222542
2023,6,산학리길,상행,총합,19575.5
2023,6,산학리길,상행,평균통행속도,54.5356
2023,6,산학리길,하행,점유율,2.461706
2023,6,산학리길,하행,총합,30683.0
2023,6,산학리길,하행,평균통행속도,55.9953
2023,6,새내로,상행,점유율,7.808789
2023,6,새내로,상행,총합,70617.0
2023,6,새내로,상행,평균통행속도,32.0142
2023,6,새내로,하행,점유율,5.566993
2023,6,새내로,하행,총합,29721.625
2023,6,새내로,하행,평균통행속도,37.6339
2023,6,세종청주로,상행,점유율,3.035778
2023,6,세종청주로,상행,총합,62104.5
2023,6,세종청주로,상행,평균통행속도,91.7627
2023,6,세종청주로,하행,점유율,4.138234
2023,6,세종청주로,하행,총합,81875.0
2023,6,세종청주로,하행,평균통행속도,80.4674
2023,6,시목부강로,상행,점유율,3.301892
2023,6,시목부강로,상행,총합,18601.0
2023,6,시목부강로,상행,평균통행속도,49.9884
2023,6,시목부강로,하행,점유율,3.008338
2023,6,시목부강로,하행,총합,44661.0
2023,6,시목부강로,하행,평균통행속도,47.6385
2023,6,시청대로,상행,점유율,4.291798
2023,6,시청대로,상행,총합,54595.0
2023,6,시청대로,상행,평균통행속도,27.4634
2023,6,시청대로,하행,점유율,3.526554
2023,6,시청대로,하행,총합,47159.0
2023,6,시청대로,하행,평균통행속도,33.2304
2023,6,연청로,상행,점유율,1.985602
2023,6,연청로,상행,총합,46780.6666667
2023,6,연청로,상행,평균통행속도,83.1548
2023,6,연청로,하행,점유율,2.538045
2023,6,연청로,하행,총합,57483.0
2023,6,연청로,하행,평균통행속도,78.237
2023,6,용연로,상행,점유율,2.336407
2023,6,용연로,상행,총합,8239.0
2023,6,용연로,상행,평균통행속도,54.8761
2023,6,용연로,하행,점유율,2.788079
2023,6,용연로,하행,총합,19052.0
2023,6,용연로,하행,평균통행속도,52.5461
2023,6,일반국도1호선,상행,점유율,4.418702
2023,6,일반국도1호선,상행,총합,256702.75
2023,6,일반국도1호선,상행,평균통행속도,77.0107
2023,6,일반국도1호선,하행,점유율,4.117882
2023,6,일반국도1호선,하행,총합,256756.25
2023,6,일반국도1호선,하행,평균통행속도,78.6351
2023,6,일반국도36호선,상행,점유율,5.207282
2023,6,일반국도36호선,상행,총합,128790.3333333
2023,6,일반국도36호선,상행,평균통행속도,41.1055
2023,6,일반국도36호선,하행,점유율,9.230603
2023,6,일반국도36호선,하행,총합,178611.3333333
2023,6,일반국도36호선,하행,평균통행속도,41.2579
2023,6,절재로,상행,점유율,3.674091
2023,6,절재로,상행,총합,61956.0
2023,6,절재로,상행,평균통행속도,69.2727
2023,6,절재로,하행,점유율,4.099922
2023,6,절재로,하행,총합,162560.5
2023,6,절재로,하행,평균통행속도,63.739
2023,6,정안세종로,상행,점유율,2.124708
2023,6,정안세종로,상행,총합,156239.3333333
2023,6,정안세종로,상행,평균통행속도,59.3063
2023,6,정안세종로,하행,점유율,2.51967
2023,6,정안세종로,하행,총합,153758.0
2023,6,정안세종로,하행,평균통행속도,114.8304
2023,6,조치원로,상행,점유율,6.927751
2023,6,조치원로,상행,총합,81276.0
2023,6,조치원로,상행,평균통행속도,35.25
2023,6,조치원로,하행,점유율,7.746323
2023,6,조치원로,하행,총합,38988.0
2023,6,조치원로,하행,평균통행속도,32.3253
2023,6,지방도604호선,상행,점유율,2.455694
2023,6,지방도604호선,상행,총합,121698.0
2023,6,지방도604호선,상행,평균통행속도,79.7233
2023,6,지방도604호선,하행,점유율,2.543975
2023,6,지방도604호선,하행,총합,96704.6666667
2023,6,지방도604호선,하행,평균통행속도,87.7322
2023,6,지방도96호선,상행,점유율,3.325595
2023,6,지방도96호선,상행,총합,86055.5555556
2023,6,지방도96호선,상행,평균통행속도,71.7791
2023,6,지방도96호선,하행,점유율,3.090082
2023,6,지방도96호선,하행,총합,77736.4444444
2023,6,지방도96호선,하행,평균통행속도,62.5813
2023,6,청연로,상행,점유율,3.021447
2023,6,청연로,상행,총합,53725.0
2023,6,청연로,상행,평균통행속도,48.5322
2023,6,청연로,하행,점유율,3.965968
2023,6,청연로,하행,총합,28726.0
2023,6,청연로,하행,평균통행속도,44.4891
2023,6,충현로,상행,점유율,5.226317
2023,6,충현로,상행,총합,42783.5
2023,6,충현로,상행,평균통행속도,34.3624
2023,6,충현로,하행,점유율,4.964134
2023,6,충현로,하행,총합,119001.0
2023,6,충현로,하행,평균통행속도,36.1601
2023,6,평기길,상행,점유율,2.065701
2023,6,평기길,상행,총합,9474.0
2023,6,평기길,상행,평균통행속도,46.2164
2023,6,평기길,하행,점유율,2.185657
2023,6,평기길,하행,총합,20267.0
2023,6,평기길,하행,평균통행속도,53.3973
2023,6,한누리대로,상행,점유율,4.492323
2023,6,한누리대로,상행,총합,111421.75
2023,6,한누리대로,상행,평균통행속도,50.3475
2023,6,한누리대로,하행,점유율,4.508336
2023,6,한누리대로,하행,총합,125811.5
2023,6,한누리대로,하행,평균통행속도,50.1846
2023,6,행복대로,상행,점유율,2.13763
2023,6,행복대로,상행,총합,104523.3333333
2023,6,행복대로,상행,평균통행속도,79.3355
2023,6,행복대로,하행,점유율,2.909328
2023,6,행복대로,하행,총합,594.6666667
2023,6,행복대로,하행,평균통행속도,82.444
2023,7,갈매로,상행,점유율,1.471551
2023,7,갈매로,상행,총합,48334.25
2023,7,갈매로,상행,평균통행속도,52.016
2023,7,갈매로,하행,점유율,2.491233
2023,7,갈매로,하행,총합,104728.0
2023,7,갈매로,하행,평균통행속도,42.8929
2023,7,구즉세종로,상행,점유율,5.639857
2023,7,구즉세종로,상행,총합,76539.6666667
2023,7,구즉세종로,상행,평균통행속도,69.9886
2023,7,구즉세종로,하행,점유율,4.273587
2023,7,구즉세종로,하행,총합,2599.3333333
2023,7,구즉세종로,하행,평균통행속도,66.5326
2023,7,당산로,상행,점유율,4.105446
2023,7,당산로,상행,총합,79713.0
2023,7,당산로,상행,평균통행속도,46.4109
2023,7,당산로,하행,점유율,3.479958
2023,7,당산로,하행,총합,43043.5
2023,7,당산로,하행,평균통행속도,46.0862
2023,7,산학리길,상행,점유율,2.33352
2023,7,산학리길,상행,총합,21024.0
2023,7,산학리길,상행,평균통행속도,51.9299
2023,7,산학리길,하행,점유율,2.625193
2023,7,산학리길,하행,총합,31839.0
2023,7,산학리길,하행,평균통행속도,53.0515
2023,7,새내로,상행,점유율,7.476759
2023,7,새내로,상행,총합,73100.25
2023,7,새내로,상행,평균통행속도,31.6788
2023,7,새내로,하행,점유율,5.600625
2023,7,새내로,하행,총합,31764.0
2023,7,새내로,하행,평균통행속도,37.358
2023,7,세종청주로,상행,점유율,3.246387
2023,7,세종청주로,상행,총합,64626.5
2023,7,세종청주로,상행,평균통행속도,89.7196
2023,7,세종청주로,하행,점유율,4.69539
2023,7,세종청주로,하행,총합,77685.5
2023,7,세종청주로,하행,평균통행속도,77.5814
2023,7,시목부강로,상행,점유율,3.385836
2023,7,시목부강로,상행,총합,19656.5
2023,7,시목부강로,상행,평균통행속도,48.4933
2023,7,시목부강로,하행,점유율,3.00273
2023,7,시목부강로,하행,총합,45338.0
2023,7,시목부강로,하행,평균통행속도,45.5703
2023,7,시청대로,상행,점유율,4.346964
2023,7,시청대로,상행,총합,57438.5
2023,7,시청대로,상행,평균통행속도,27.0372
2023,7,시청대로,하행,점유율,3.414274
2023,7,시청대로,하행,총합,51798.0
2023,7,시청대로,하행,평균통행속도,33.4848
2023,7,연청로,상행,점유율,2.316271
2023,7,연청로,상행,총합,37778.3333333
2023,7,연청로,상행,평균통행속도,79.2766
2023,7,연청로,하행,점유율,2.569895
2023,7,연청로,하행,총합,61192.0
2023,7,연청로,하행,평균통행속도,75.8154
2023,7,용연로,상행,점유율,2.411105
2023,7,용연로,상행,총합,8667.5
2023,7,용연로,상행,평균통행속도,51.5155
2023,7,용연로,하행,점유율,2.847418
2023,7,용연로,하행,총합,18569.0
2023,7,용연로,하행,평균통행속도,51.7532
2023,7,일반국도1호선,상행,점유율,4.218474
2023,7,일반국도1호선,상행,총합,270536.5
2023,7,일반국도1호선,상행,평균통행속도,75.3721
2023,7,일반국도1호선,하행,점유율,4.278434
2023,7,일반국도1호선,하행,총합,180876.5
2023,7,일반국도1호선,하행,평균통행속도,77.1124
2023,7,일반국도36호선,상행,점유율,4.44616
2023,7,일반국도36호선,상행,총합,187286.3333333
2023,7,일반국도36호선,상행,평균통행속도,44.5258
2023,7,일반국도36호선,하행,점유율,8.558354
2023,7,일반국도36호선,하행,총합,171743.6666667
2023,7,일반국도36호선,하행,평균통행속도,40.192
2023,7,절재로,상행,점유율,3.513968
2023,7,절재로,상행,총합,76690.0
2023,7,절재로,상행,평균통행속도,69.248
2023,7,절재로,하행,점유율,3.958679
2023,7,절재로,하행,총합,85314.0
2023,7,절재로,하행,평균통행속도,63.314
2023,7,정안세종로,상행,점유율,2.185544
2023,7,정안세종로,상행,총합,161427.0
2023,7,정안세종로,상행,평균통행속도,57.8122
2023,7,정안세종로,하행,점유율,2.548235
2023,7,정안세종로,하행,총합,159433.6666667
2023,7,정안세종로,하행,평균통행속도,112.3504
2023,7,조치원로,상행,점유율,6.529759
2023,7,조치원로,상행,총합,84577.5
2023,7,조치원로,상행,평균통행속도,34.7691
2023,7,조치원로,하행,점유율,7.889434
2023,7,조치원로,하행,총합,40342.25
2023,7,조치원로,하행,평균통행속도,32.0566
2023,7,지방도604호선,상행,점유율,2.308669
2023,7,지방도604호선,상행,총합,110988.3333333
2023,7,지방도604호선,상행,평균통행속도,76.2882
2023,7,지방도604호선,하행,점유율,2.2961
2023,7,지방도604호선,하행,총합,88623.6666667
2023,7,지방도604호선,하행,평균통행속도,85.0156
2023,7,지방도96호선,상행,점유율,3.652443
2023,7,지방도96호선,상행,총합,92698.8888889
2023,7,지방도96호선,상행,평균통행속도,67.9168
2023,7,지방도96호선,하행,점유율,2.940252
2023,7,지방도96호선,하행,총합,80038.6666667
2023,7,지방도96호선,하행,평균통행속도,61.9244
2023,7,청연로,상행,점유율,3.138779
2023,7,청연로,상행,총합,50479.0
2023,7,청연로,상행,평균통행속도,46.5176
2023,7,청연로,하행,점유율,4.297232
2023,7,청연로,하행,총합,26766.5
2023,7,청연로,하행,평균통행속도,43.8988
2023,7,충현로,상행,점유율,5.226043
2023,7,충현로,상행,총합,42762.0
2023,7,충현로,상행,평균통행속도,33.965
2023,7,충현로,하행,점유율,4.704024
2023,7,충현로,하행,총합,124645.0
2023,7,충현로,하행,평균통행속도,35.1615
2023,7,평기길,상행,점유율,2.087445
2023,7,평기길,상행,총합,9549.5
2023,7,평기길,상행,평균통행속도,44.2873
2023,7,평기길,하행,점유율,2.295634
2023,7,평기길,하행,총합,20616.0
2023,7,평기길,하행,평균통행속도,51.6426
2023,7,한누리대로,상행,점유율,4.785425
2023,7,한누리대로,상행,총합,120572.875
2023,7,한누리대로,상행,평균통행속도,49.3097
2023,7,한누리대로,하행,점유율,4.654355
2023,7,한누리대로,하행,총합,126476.0
2023,7,한누리대로,하행,평균통행속도,49.4411
2023,7,행복대로,상행,점유율,2.088029
2023,7,행복대로,상행,총합,113092.0
2023,7,행복대로,상행,평균통행속도,78.0171
2023,7,행복대로,하행,점유율,2.768913
2023,7,행복대로,하행,총합,917.6666667
2023,7,행복대로,하행,평균통행속도,82.5362
2023,8,갈매로,상행,점유율,1.671794
2023,8,갈매로,상행,총합,63072.5
2023,8,갈매로,상행,평균통행속도,50.8755
2023,8,갈매로,하행,점유율,2.502833
2023,8,갈매로,하행,총합,56527.25
2023,8,갈매로,하행,평균통행속도,43.7076
2023,8,구즉세종로,상행,점유율,5.314093
2023,8,구즉세종로,상행,총합,32883.3333333
2023,8,구즉세종로,상행,평균통행속도,70.913
2023,8,당산로,상행,점유율,4.63039
2023,8,당산로,상행,총합,63461.0
2023,8,당산로,상행,평균통행속도,46.522
2023,8,당산로,하행,점유율,4.007284
2023,8,당산로,하행,총합,33214.0
2023,8,당산로,하행,평균통행속도,46.7623
2023,8,산학리길,상행,점유율,2.317872
2023,8,산학리길,상행,총합,18450.0
2023,8,산학리길,상행,평균통행속도,53.0471
2023,8,산학리길,하행,점유율,2.384831
2023,8,산학리길,하행,총합,28291.0
2023,8,산학리길,하행,평균통행속도,55.0708
2023,8,새내로,상행,점유율,7.514909
2023,8,새내로,상행,총합,69020.0
2023,8,새내로,상행,평균통행속도,31.9159
2023,8,새내로,하행,점유율,5.524064
2023,8,새내로,하행,총합,29690.25
2023,8,새내로,하행,평균통행속도,37.4097
2023,8,세종청주로,상행,점유율,3.442393
2023,8,세종청주로,상행,총합,31236.0
2023,8,세종청주로,상행,평균통행속도,89.908
2023,8,세종청주로,하행,점유율,4.570326
2023,8,세종청주로,하행,총합,38481.5
2023,8,세종청주로,하행,평균통행속도,79.1941
2023,8,시목부강로,상행,점유율,3.304352
2023,8,시목부강로,상행,총합,18414.5
2023,8,시목부강로,상행,평균통행속도,49.0
2023,8,시목부강로,하행,점유율,2.960087
2023,8,시목부강로,하행,총합,43509.0
2023,8,시목부강로,하행,평균통행속도,47.086
2023,8,시청대로,상행,점유율,4.614441
2023,8,시청대로,상행,총합,53042.0
2023,8,시청대로,상행,평균통행속도,26.5478
2023,8,시청대로,하행,점유율,3.451417
2023,8,시청대로,하행,총합,47154.0
2023,8,시청대로,하행,평균통행속도,33.2761
2023,8,연청로,상행,점유율,2.577735
2023,8,연청로,상행,총합,18608.0
2023,8,연청로,상행,평균통행속도,82.5081
2023,8,연청로,하행,점유율,2.555148
2023,8,연청로,하행,총합,57869.6666667
2023,8,연청로,하행,평균통행속도,77.2113
2023,8,용연로,상행,점유율,2.032591
2023,8,용연로,상행,총합,8372.5
2023,8,용연로,상행,평균통행속도,53.1216
2023,8,용연로,하행,점유율,2.971751
2023,8,용연로,하행,총합,18353.0
2023,8,용연로,하행,평균통행속도,52.1352
2023,8,일반국도1호선,상행,점유율,4.353767
2023,8,일반국도1호선,상행,총합,246697.0
2023,8,일반국도1호선,상행,평균통행속도,76.6396
2023,8,일반국도1호선,하행,점유율,4.042252
2023,8,일반국도1호선,하행,총합,250067.5
2023,8,일반국도1호선,하행,평균통행속도,78.0875
2023,8,일반국도36호선,상행,점유율,3.407666
2023,8,일반국도36호선,상행,총합,177506.6666667
2023,8,일반국도36호선,상행,평균통행속도,56.3974
2023,8,일반국도36호선,하행,점유율,6.965653
2023,8,일반국도36호선,하행,총합,163890.6666667
2023,8,일반국도36호선,하행,평균통행속도,48.4527
2023,8,절재로,상행,점유율,3.98321
2023,8,절재로,상행,총합,150876.5
2023,8,절재로,상행,평균통행속도,67.8341
2023,8,절재로,하행,점유율,4.230997
2023,8,절재로,하행,총합,165110.5
2023,8,절재로,하행,평균통행속도,62.7271
2023,8,정안세종로,상행,점유율,2.316714
2023,8,정안세종로,상행,총합,152165.3333333
2023,8,정안세종로,상행,평균통행속도,56.8214
2023,8,정안세종로,하행,점유율,2.683018
2023,8,정안세종로,하행,총합,149054.6666667
2023,8,정안세종로,하행,평균통행속도,110.9719
2023,8,조치원로,상행,점유율,6.664889
2023,8,조치원로,상행,총합,79947.0
2023,8,조치원로,상행,평균통행속도,35.3264
2023,8,조치원로,하행,점유율,7.469036
2023,8,조치원로,하행,총합,38176.75
2023,8,조치원로,하행,평균통행속도,32.9562
2023,8,지방도604호선,상행,점유율,2.123079
2023,8,지방도604호선,상행,총합,93844.3333333
2023,8,지방도604호선,상행,평균통행속도,77.3134
2023,8,지방도604호선,하행,점유율,2.004277
2023,8,지방도604호선,하행,총합,68480.3333333
2023,8,지방도604호선,하행,평균통행속도,86.8134
2023,8,지방도96호선,상행,점유율,3.780539
2023,8,지방도96호선,상행,총합,78170.0
2023,8,지방도96호선,상행,평균통행속도,60.7398
2023,8,지방도96호선,하행,점유율,3.054199
2023,8,지방도96호선,하행,총합,72196.1111111
2023,8,지방도96호선,하행,평균통행속도,60.747
2023,8,청연로,상행,점유율,4.133792
2023,8,청연로,상행,총합,21813.0
2023,8,청연로,상행,평균통행속도,47.5985
2023,8,청연로,하행,점유율,5.24342
2023,8,청연로,하행,총합,11488.0
2023,8,청연로,하행,평균통행속도,44.4461
2023,8,충현로,상행,점유율,5.026084
2023,8,충현로,상행,총합,40796.5
2023,8,충현로,상행,평균통행속도,34.3261
2023,8,충현로,하행,점유율,4.551761
2023,8,충현로,하행,총합,115919.0
2023,8,충현로,하행,평균통행속도,35.9447
2023,8,평기길,상행,점유율,2.077005
2023,8,평기길,상행,총합,9017.0
2023,8,평기길,상행,평균통행속도,44.9032
2023,8,평기길,하행,점유율,2.227181
2023,8,평기길,하행,총합,18799.0
2023,8,평기길,하행,평균통행속도,52.949
2023,8,한누리대로,상행,점유율,5.008086
2023,8,한누리대로,상행,총합,117671.25
2023,8,한누리대로,상행,평균통행속도,49.5793
2023,8,한누리대로,하행,점유율,4.690846
2023,8,한누리대로,하행,총합,91230.5
2023,8,한누리대로,하행,평균통행속도,49.3327
2023,8,행복대로,상행,점유율,2.154056
2023,8,행복대로,상행,총합,108343.6666667
2023,8,행복대로,상행,평균통행속도,78.5915
2023,8,행복대로,하행,점유율,2.52987
2023,8,행복대로,하행,총합,902.0
2023,8,행복대로,하행,평균통행속도,81.75
2023,9,갈매로,상행,점유율,1.695903
2023,9,갈매로,상행,총합,64077.75
2023,9,갈매로,상행,평균통행속도,50.4805
2023,9,갈매로,하행,점유율,2.56196
2023,9,갈매로,하행,총합,72091.0
2023,9,갈매로,하행,평균통행속도,44.2537
2023,9,당산로,상행,점유율,3.781282
2023,9,당산로,상행,총합,64399.0
2023,9,당산로,상행,평균통행속도,47.4786
2023,9,당산로,하행,점유율,3.410412
2023,9,당산로,하행,총합,35373.0
2023,9,당산로,하행,평균통행속도,47.6964
2023,9,산학리길,상행,점유율,2.247204
2023,9,산학리길,상행,총합,20798.5
2023,9,산학리길,상행,평균통행속도,52.7175
2023,9,산학리길,하행,점유율,2.405911
2023,9,산학리길,하행,총합,29911.0
2023,9,산학리길,하행,평균통행속도,54.245
2023,9,새내로,상행,점유율,7.802382
2023,9,새내로,상행,총합,70198.75
2023,9,새내로,상행,평균통행속도,31.3474
2023,9,새내로,하행,점유율,5.525527
2023,9,새내로,하행,총합,30949.375
2023,9,새내로,하행,평균통행속도,37.4558
2023,9,시목부강로,상행,점유율,3.067531
2023,9,시목부강로,상행,총합,15065.0
2023,9,시목부강로,상행,평균통행속도,49.3968
2023,9,시목부강로,하행,점유율,2.863563
2023,9,시목부강로,하행,총합,35619.0
2023,9,시목부강로,하행,평균통행속도,46.1975
2023,9,시청대로,상행,점유율,4.410743
2023,9,시청대로,상행,총합,53233.0
2023,9,시청대로,상행,평균통행속도,26.5
2023,9,시청대로,하행,점유율,3.513934
2023,9,시청대로,하행,총합,47139.5
2023,9,시청대로,하행,평균통행속도,32.9483
2023,9,연청로,상행,점유율,2.029538
2023,9,연청로,상행,총합,41486.6666667
2023,9,연청로,상행,평균통행속도,81.416
2023,9,연청로,하행,점유율,2.488034
2023,9,연청로,하행,총합,62712.0
2023,9,연청로,하행,평균통행속도,77.1788
2023,9,용연로,상행,점유율,2.140699
2023,9,용연로,상행,총합,9279.0
2023,9,용연로,상행,평균통행속도,52.646
2023,9,용연로,하행,점유율,2.754215
2023,9,용연로,하행,총합,20244.0
2023,9,용연로,하행,평균통행속도,52.3079
2023,9,일반국도1호선,상행,점유율,4.248673
2023,9,일반국도1호선,상행,총합,264305.0
2023,9,일반국도1호선,상행,평균통행속도,76.1806
2023,9,일반국도1호선,하행,점유율,4.054344
2023,9,일반국도1호선,하행,총합,263367.5
2023,9,일반국도1호선,하행,평균통행속도,77.8126
2023,9,일반국도36호선,상행,점유율,3.565862
2023,9,일반국도36호선,상행,총합,194427.0
2023,9,일반국도36호선,상행,평균통행속도,56.0086
2023,9,일반국도36호선,하행,점유율,7.681995
2023,9,일반국도36호선,하행,총합,182829.0
2023,9,일반국도36호선,하행,평균통행속도,47.3995
2023,9,절재로,상행,점유율,4.002113
2023,9,절재로,상행,총합,153045.5
2023,9,절재로,상행,평균통행속도,69.7092
2023,9,절재로,하행,점유율,4.378
2023,9,절재로,하행,총합,167522.5
2023,9,절재로,하행,평균통행속도,64.2264
2023,9,정안세종로,상행,점유율,2.760162
2023,9,정안세종로,상행,총합,170919.3333333
2023,9,정안세종로,상행,평균통행속도,54.7251
2023,9,정안세종로,하행,점유율,3.099881
2023,9,정안세종로,하행,총합,162314.6666667
2023,9,정안세종로,하행,평균통행속도,107.7714
2023,9,조치원로,상행,점유율,6.922576
2023,9,조치원로,상행,총합,81916.0
2023,9,조치원로,상행,평균통행속도,34.6444
2023,9,조치원로,하행,점유율,7.510079
2023,9,조치원로,하행,총합,39855.0
2023,9,조치원로,하행,평균통행속도,33.1275
2023,9,지방도604호선,상행,점유율,2.091746
2023,9,지방도604호선,상행,총합,93641.3333333
2023,9,지방도604호선,상행,평균통행속도,77.5416
2023,9,지방도604호선,하행,점유율,1.972091
2023,9,지방도604호선,하행,총합,78950.6666667
2023,9,지방도604호선,하행,평균통행속도,86.5749
2023,9,지방도96호선,상행,점유율,2.923414
2023,9,지방도96호선,상행,총합,54757.4444444
2023,9,지방도96호선,상행,평균통행속도,66.4762
2023,9,지방도96호선,하행,점유율,3.106753
2023,9,지방도96호선,하행,총합,79018.5555556
2023,9,지방도96호선,하행,평균통행속도,61.3897
2023,9,청연로,상행,점유율,3.138166
2023,9,청연로,상행,총합,53297.0
2023,9,청연로,상행,평균통행속도,47.0306
2023,9,청연로,하행,점유율,3.99344
2023,9,청연로,하행,총합,28638.0
2023,9,청연로,하행,평균통행속도,44.8084
2023,9,충현로,상행,점유율,4.959585
2023,9,충현로,상행,총합,43675.0
2023,9,충현로,상행,평균통행속도,34.3662
2023,9,충현로,하행,점유율,4.719714
2023,9,충현로,하행,총합,119915.0
2023,9,충현로,하행,평균통행속도,36.2017
2023,9,평기길,상행,점유율,2.096553
2023,9,평기길,상행,총합,10105.5
2023,9,평기길,상행,평균통행속도,45.0799
2023,9,평기길,하행,점유율,2.203499
2023,9,평기길,하행,총합,21413.0
2023,9,평기길,하행,평균통행속도,53.0
2023,9,한누리대로,상행,점유율,5.084334
2023,9,한누리대로,상행,총합,116557.375
2023,9,한누리대로,상행,평균통행속도,49.0582
2023,9,한누리대로,하행,점유율,4.786574
2023,9,한누리대로,하행,총합,104784.0
2023,9,한누리대로,하행,평균통행속도,49.3884
2023,9,행복대로,상행,점유율,2.176869
2023,9,행복대로,상행,총합,107491.0
2023,9,행복대로,상행,평균통행속도,78.4481
2023,9,행복대로,하행,점유율,2.525674
2023,9,행복대로,하행,총합,981.3333333
2023,9,행복대로,하행,평균통행속도,82.0127
2023,10,갈매로,상행,점유율,1.760551
2023,10,갈매로,상행,총합,66171.25
2023,10,갈매로,상행,평균통행속도,50.9351
2023,10,갈매로,하행,점유율,2.450668
2023,10,갈매로,하행,총합,72493.5
2023,10,갈매로,하행,평균통행속도,45.2402
2023,10,당산로,상행,점유율,3.586131
2023,10,당산로,상행,총합,79093.0
2023,10,당산로,상행,평균통행속도,47.2054
2023,10,당산로,하행,점유율,3.155446
2023,10,당산로,하행,총합,41894.5
2023,10,당산로,하행,평균통행속도,47.8997
2023,10,산학리길,상행,점유율,2.223547
2023,10,산학리길,상행,총합,18300.0
2023,10,산학리길,상행,평균통행속도,55.5205
2023,10,산학리길,하행,점유율,2.311246
2023,10,산학리길,하행,총합,28500.0
2023,10,산학리길,하행,평균통행속도,56.2287
2023,10,새내로,상행,점유율,7.178838
2023,10,새내로,상행,총합,63029.0
2023,10,새내로,상행,평균통행속도,32.145
2023,10,새내로,하행,점유율,5.263316
2023,10,새내로,하행,총합,26901.5
2023,10,새내로,하행,평균통행속도,38.1268
2023,10,세종청주로,상행,점유율,5.8325
2023,10,세종청주로,상행,총합,150.0
2023,10,세종청주로,상행,평균통행속도,48.5
2023,10,시청대로,상행,점유율,4.445112
2023,10,시청대로,상행,총합,55001.0
2023,10,시청대로,상행,평균통행속도,26.3058
2023,10,시청대로,하행,점유율,3.473985
2023,10,시청대로,하행,총합,49612.5
2023,10,시청대로,하행,평균통행속도,33.3796
2023,10,연청로,상행,점유율,1.699751
2023,10,연청로,상행,총합,59926.6666667
2023,10,연청로,상행,평균통행속도,83.0895
2023,10,연청로,하행,점유율,2.346363
2023,10,연청로,하행,총합,60144.6666667
2023,10,연청로,하행,평균통행속도,78.5173
2023,10,용연로,상행,점유율,2.812867
2023,10,용연로,상행,총합,8250.5
2023,10,용연로,상행,평균통행속도,52.5332
2023,10,용연로,하행,점유율,3.965653
2023,10,용연로,하행,총합,18872.0
2023,10,용연로,하행,평균통행속도,50.9719
2023,10,일반국도1호선,상행,점유율,4.51056
2023,10,일반국도1호선,상행,총합,224998.25
2023,10,일반국도1호선,상행,평균통행속도,77.2728
2023,10,일반국도1호선,하행,점유율,3.960686
2023,10,일반국도1호선,하행,총합,236373.0
2023,10,일반국도1호선,하행,평균통행속도,79.5826
2023,10,일반국도36호선,상행,점유율,3.575767
2023,10,일반국도36호선,상행,총합,116557.0
2023,10,일반국도36호선,상행,평균통행속도,56.921
2023,10,일반국도36호선,하행,점유율,7.483236
2023,10,일반국도36호선,하행,총합,183346.0
2023,10,일반국도36호선,하행,평균통행속도,48.3023
2023,10,절재로,상행,점유율,3.671878
2023,10,절재로,상행,총합,157120.5
2023,10,절재로,상행,평균통행속도,72.5737
2023,10,절재로,하행,점유율,4.148213
2023,10,절재로,하행,총합,173023.0
2023,10,절재로,하행,평균통행속도,66.3102
2023,10,정안세종로,상행,점유율,2.555278
2023,10,정안세종로,상행,총합,166655.0
2023,10,정안세종로,상행,평균통행속도,56.1099
2023,10,정안세종로,하행,점유율,2.814165
