위도,경도,수요,환승,행정구역,최단정류장거리_km,커버여부
36.358920000000005,127.099684,0.0,0.0,장군면,13.124584878007878,False
36.358920000000005,127.10468399999999,0.0,0.0,도담동,12.79633631551638,False
36.358920000000005,127.10968399999999,0.0,0.0,도담동,12.475505851039616,False
36.358920000000005,127.11468399999998,0.0,0.0,도담동,12.162680529400332,False
36.358920000000005,127.11968399999998,0.0,0.0,도담동,11.858493891860983,False
36.358920000000005,127.12468399999997,0.0,0.0,도담동,11.563627693248714,False
36.358920000000005,127.12968399999997,0.0,0.0,도담동,11.278812961170464,False
36.358920000000005,127.13468399999996,0.0,0.0,도담동,11.004830146610395,False
36.358920000000005,127.13968399999996,0.0,0.0,도담동,10.74250807179137,False
36.358920000000005,127.14468399999996,0.0,0.0,도담동,10.492721342844279,False
36.358920000000005,127.14968399999995,0.0,0.0,도담동,10.256385868727353,False
36.358920000000005,127.15468399999995,0.0,0.0,도담동,10.034452123290205,False
36.358920000000005,127.15968399999994,0.0,0.0,도담동,9.827895815980904,False
36.358920000000005,127.16468399999994,0.0,0.0,도담동,9.637705710631906,False
36.358920000000005,127.16968399999993,0.0,0.0,도담동,9.46486846234337,False
36.358920000000005,127.17468399999993,0.0,0.0,금남면,9.310350536512624,False
36.358920000000005,127.17968399999992,0.0,0.0,금남면,9.175077530047385,False
36.358920000000005,127.18468399999992,0.0,0.0,금남면,9.059911518612425,False
36.358920000000005,127.18968399999991,0.0,0.0,금남면,8.965627376067413,False
36.358920000000005,127.19468399999991,0.0,0.0,금남면,8.892889308382724,False
36.358920000000005,127.1996839999999,0.0,0.0,금남면,8.842229059606403,False
36.358920000000005,127.2046839999999,0.0,0.0,금남면,8.814027327112738,False
36.358920000000005,127.2096839999999,0.0,0.0,금남면,8.808499826537727,False
36.358920000000005,127.21468399999989,0.0,0.0,금남면,8.822147389527727,False
36.358920000000005,127.21968399999989,0.0,0.0,금남면,8.816170685665577,False
36.358920000000005,127.22468399999988,0.0,0.0,금남면,8.825997816532292,False
36.358920000000005,127.22968399999988,0.0,0.0,금남면,8.44566645290642,False
36.358920000000005,127.23468399999987,0.0,0.0,금남면,8.04373615001998,False
36.358920000000005,127.23968399999987,0.0,0.0,금남면,7.646886241134267,False
36.358920000000005,127.24468399999986,0.0,0.0,금남면,7.255950361707215,False
36.358920000000005,127.24968399999986,0.0,0.0,금남면,6.8719379120358335,False
36.358920000000005,127.25468399999986,0.0,0.0,금남면,6.496076834931203,False
36.358920000000005,127.25968399999985,0.0,0.0,금남면,6.129866752255174,False
36.358920000000005,127.26468399999985,0.0,0.0,금남면,5.775143906816033,False
36.358920000000005,127.26968399999984,0.0,0.0,금남면,5.434158305456227,False
36.358920000000005,127.27468399999984,0.0,0.0,금남면,5.1096608932115215,False
36.358920000000005,127.27968399999983,0.0,0.0,금남면,4.804993342156457,False
36.358920000000005,127.28468399999983,0.0,0.0,금남면,4.524163593473185,False
36.358920000000005,127.28968399999982,0.0,0.0,금남면,4.271875473098918,False
36.358920000000005,127.29468399999982,0.0,0.0,금남면,4.051398050750714,False
36.358920000000005,127.29968399999981,0.0,0.0,금남면,3.869700682995396,False
36.358920000000005,127.30468399999981,0.0,0.0,금남면,3.733109950910613,False
36.358920000000005,127.3096839999998,0.0,0.0,금남면,3.6466979251436142,False
36.358920000000005,127.3146839999998,0.0,0.0,금남면,3.614065706743567,False
36.358920000000005,127.3196839999998,0.0,0.0,금남면,3.636661302961832,False
36.358920000000005,127.32468399999979,0.0,0.0,금남면,3.713476707374115,False
36.358920000000005,127.32968399999979,0.0,0.0,금남면,3.8412605225886254,False
36.358920000000005,127.33468399999978,0.0,0.0,금남면,4.015149420437233,False
36.358920000000005,127.33968399999978,0.0,0.0,금남면,4.229460562609559,False
36.358920000000005,127.34468399999977,0.0,0.0,금남면,4.47839454987626,False
36.358920000000005,127.34968399999977,0.0,0.0,금남면,4.756518489787721,False
36.358920000000005,127.35468399999976,0.0,0.0,금남면,5.0590204429127485,False
36.358920000000005,127.35968399999976,0.0,0.0,금남면,5.381791228833197,False
36.358920000000005,127.36468399999976,0.0,0.0,금남면,5.721401498013935,False
36.358920000000005,127.36968399999975,0.0,0.0,금남면,6.0750277895577804,False
36.358920000000005,127.37468399999975,0.0,0.0,금남면,6.440361748135092,False
36.358920000000005,127.37968399999974,0.0,0.0,금남면,6.815520926387772,False
36.358920000000005,127.38468399999974,0.0,0.0,금남면,7.198969425146416,False
36.358920000000005,127.38968399999973,0.0,0.0,금남면,7.589450921569552,False
36.358920000000005,127.39468399999973,0.0,0.0,금남면,7.985933821584162,False
36.358920000000005,127.39968399999972,0.0,0.0,금남면,8.387567102746678,False
36.358920000000005,127.40468399999972,0.0,0.0,금남면,8.793645090311953,False
36.358920000000005,127.40968399999971,0.0,0.0,금남면,9.00153456896408,False
36.358920000000005,127.41468399999971,0.0,0.0,금남면,9.117210338802261,False
36.358920000000005,127.4196839999997,0.0,0.0,금남면,9.25310517255918,False
36.358920000000005,127.4246839999997,0.0,0.0,금남면,9.408342973499472,False
36.358920000000005,127.4296839999997,0.0,0.0,금남면,9.581983660592465,False
36.358920000000005,127.43468399999969,0.0,0.0,금남면,9.773046373582359,False
36.358920000000005,127.43968399999969,0.0,0.0,금남면,9.980530604233907,False
36.358920000000005,127.44468399999968,0.0,0.0,금남면,10.131671532757982,False
36.358920000000005,127.44968399999968,0.0,0.0,금남면,10.202155420774838,False
36.358920000000005,127.45468399999967,0.0,0.0,금남면,10.291630281097836,False
36.358920000000005,127.45968399999967,0.0,0.0,금남면,10.39960594841331,False
36.358920000000005,127.46468399999966,0.0,0.0,금남면,10.525513067876723,False
36.358920000000005,127.46968399999966,0.0,0.0,금남면,10.668716802644878,False
36.358920000000005,127.47468399999966,0.0,0.0,금남면,10.828530948062344,False
36.36392000000001,127.099684,0.0,0.0,장군면,12.757898665129575,False
36.36392000000001,127.10468399999999,0.0,0.0,장군면,12.419984709958772,False
36.36392000000001,127.10968399999999,0.0,0.0,도담동,12.0891920554446,False
36.36392000000001,127.11468399999998,0.0,0.0,도담동,11.766121342431466,False
36.36392000000001,127.11968399999998,0.0,0.0,도담동,11.451426150943394,False
36.36392000000001,127.12468399999997,0.0,0.0,도담동,11.145815937385963,False
36.36392000000001,127.12968399999997,0.0,0.0,도담동,10.85005841099817,False
36.36392000000001,127.13468399999996,0.0,0.0,도담동,10.564981057432743,False
36.36392000000001,127.13968399999996,0.0,0.0,도담동,10.291471449312255,False
36.36392000000001,127.14468399999996,0.0,0.0,도담동,10.03047591501034,False
36.36392000000001,127.14968399999995,0.0,0.0,도담동,9.78299607620012,False
36.36392000000001,127.15468399999995,0.0,0.0,도담동,9.550082724311501,False
36.36392000000001,127.15968399999994,0.0,0.0,도담동,9.332826503070594,False
36.36392000000001,127.16468399999994,0.0,0.0,도담동,9.132344919220964,False
36.36392000000001,127.16968399999993,0.0,0.0,도담동,8.949765338418041,False
36.36392000000001,127.17468399999993,0.0,0.0,금남면,8.786203856764393,False
36.36392000000001,127.17968399999992,0.0,0.0,금남면,8.642740279045539,False
36.36392000000001,127.18468399999992,0.0,0.0,금남면,8.520389872224085,False
36.36392000000001,127.18968399999991,0.0,0.0,금남면,8.420073060801851,False
36.36392000000001,127.19468399999991,0.0,0.0,금남면,8.34258472292734,False
36.36392000000001,127.1996839999999,0.0,0.0,금남면,8.288565141695193,False
36.36392000000001,127.2046839999999,0.0,0.0,금남면,8.258474865152358,False
36.36392000000001,127.2096839999999,0.0,0.0,금남면,8.25257564832019,False
36.36392000000001,127.21468399999989,0.0,0.0,금남면,8.266617115347309,False
36.36392000000001,127.21968399999989,0.0,0.0,금남면,8.260238876982575,False
36.36392000000001,127.22468399999988,0.0,0.0,금남면,8.27371222734297,False
36.36392000000001,127.22968399999988,0.0,0.0,금남면,8.221932679685452,False
36.36392000000001,127.23468399999987,0.0,0.0,금남면,7.808521774453157,False
36.36392000000001,127.23968399999987,0.0,0.0,금남면,7.399093888948359,False
36.36392000000001,127.24468399999986,0.0,0.0,금남면,6.9943485209168195,False
36.36392000000001,127.24968399999986,0.0,0.0,금남면,6.595147828627541,False
36.36392000000001,127.25468399999986,0.0,0.0,금남면,6.2025624817654075,False
36.36392000000001,127.25968399999985,0.0,0.0,금남면,5.817931816530079,False
36.36392000000001,127.26468399999985,0.0,0.0,금남면,5.442942470627149,False
36.36392000000001,127.26968399999984,0.0,0.0,금남면,5.079730081592139,False
36.36392000000001,127.27468399999984,0.0,0.0,금남면,4.731007875903147,False
36.36392000000001,127.27968399999983,0.0,0.0,금남면,4.4002222907256145,False
36.36392000000001,127.28468399999983,0.0,0.0,금남면,4.09172576888366,False
36.36392000000001,127.28968399999982,0.0,0.0,금남면,3.8109350832479354,False
36.36392000000001,127.29468399999982,0.0,0.0,금남면,3.5643115912791874,False
36.36392000000001,127.29968399999981,0.0,0.0,금남면,3.356362140339933,False
36.36392000000001,127.30468399999981,0.0,0.0,금남면,3.1979305933612374,False
36.36392000000001,127.3096839999998,0.0,0.0,금남면,3.0966266986923814,False
36.36392000000001,127.3146839999998,0.0,0.0,금남면,3.058132978160312,False
36.36392000000001,127.3196839999998,0.0,0.0,금남면,3.084801660360053,False
36.36392000000001,127.32468399999979,0.0,0.0,금남면,3.1749911536195987,False
36.36392000000001,127.32968399999979,0.0,0.0,금남면,3.3235342537737056,False
36.36392000000001,127.33468399999978,0.0,0.0,금남면,3.523057565880444,False
36.36392000000001,127.33968399999978,0.0,0.0,금남면,3.7654658213033976,False
36.36392000000001,127.34468399999977,0.0,0.0,금남면,4.04305263977158,False
36.36392000000001,127.34968399999977,0.0,0.0,금남면,4.349087260146239,False
36.36392000000001,127.35468399999976,0.0,0.0,금남면,4.677989834293904,False
36.36392000000001,127.35968399999976,0.0,0.0,금남면,5.025272263287885,False
36.36392000000001,127.36468399999976,0.0,0.0,금남면,5.387381300648698,False
36.36392000000001,127.36968399999975,0.0,0.0,금남면,5.761522086643633,False
36.36392000000001,127.37468399999975,0.0,0.0,금남면,6.145497517524968,False
36.36392000000001,127.37968399999974,0.0,0.0,금남면,6.537574949120993,False
36.36392000000001,127.38468399999974,0.0,0.0,금남면,6.93638062493819,False
36.36392000000001,127.38968399999973,0.0,0.0,금남면,7.340818047017431,False
36.36392000000001,127.39468399999973,0.0,0.0,금남면,7.7500055791013756,False
36.36392000000001,127.39968399999972,0.0,0.0,금남면,8.163228943716604,False
36.36392000000001,127.40468399999972,0.0,0.0,금남면,8.361396055578691,False
36.36392000000001,127.40968399999971,0.0,0.0,금남면,8.462163054793148,False
36.36392000000001,127.41468399999971,0.0,0.0,금남면,8.585101548501239,False
36.36392000000001,127.4196839999997,0.0,0.0,금남면,8.729274831802213,False
36.36392000000001,127.4246839999997,0.0,0.0,금남면,8.893650264789091,False
36.36392000000001,127.4296839999997,0.0,0.0,금남면,9.07713040668978,False
36.36392000000001,127.43468399999969,0.0,0.0,금남면,9.278581962956414,False
36.36392000000001,127.43968399999969,0.0,0.0,금남면,9.496861349529546,False
36.36392000000001,127.44468399999968,0.0,0.0,금남면,9.581152834254842,False
36.36392000000001,127.44968399999968,0.0,0.0,금남면,9.655651437064499,False
36.36392000000001,127.45468399999967,0.0,0.0,금남면,9.750136686202945,False
36.36392000000001,127.45968399999967,0.0,0.0,금남면,9.864034256078767,False
36.36392000000001,127.46468399999966,0.0,0.0,금남면,9.99668064331643,False
36.36392000000001,127.46968399999966,0.0,0.0,금남면,10.147340618637129,False
36.36392000000001,127.47468399999966,0.0,0.0,금남면,10.315224914442805,False
36.36892000000001,127.099684,0.0,0.0,장군면,12.405299012308104,False
36.36892000000001,127.10468399999999,0.0,0.0,장군면,12.057530113582338,False
36.36892000000001,127.10968399999999,0.0,0.0,장군면,11.716530973678891,False
