정류소ID,정류소명,위도,경도,할당_승차,할당_하차,할당_환승,평균거리_km,할당_총수요
SJB293001021,신안리마을회관,36.61655,127.28695,0.0,0.0,0.0,0.0,0.0
SJB293001032,중앙요양병원,36.614,127.2894,0.0,0.0,0.0,0.0,0.0
SJB293001050,신안1리입구,36.61353,127.29121,0.0,0.0,0.0,0.0,0.0
SJB293001055,고려대학교,36.6108381,127.2930928,0.0,0.0,0.0,0.0,0.0
SJB293001041,세종여자고등학교입구,36.6070144,127.2912647,0.0,0.0,0.0,0.0,0.0
SJB293001036,신봉초등학교,36.60283,127.28966,0.0,0.0,0.0,0.0,0.0
SJB293001042,세종시문화예술회관,36.59869,127.29035,0.0,0.0,0.0,0.0,0.0
SJB293064502,신흥3리,36.5956852,127.2907396,0.0,0.0,0.0,0.0,0.0
SJB293001038,신흥주공아파트,36.59523,127.28973,0.0,0.0,0.0,0.0,0.0
SJB293001020,세종시민체육관,36.59468,127.28478,0.0,0.0,0.0,0.0,0.0
SJB293064505,조치원 농협,36.5928162,127.2869351,0.0,0.0,0.0,0.0,0.0
SJB293064507,신흥푸르지오,36.5913565,127.2899016,0.0,0.0,0.0,0.0,0.0
SJB293001052,자이아파트,36.59083,127.29173,0.0,0.0,0.0,0.0,0.0
SJB293064083,번암아파트후문,36.5876866,127.2920412,0.0,0.0,0.0,0.0,0.0
SJB293001065,번암삼거리,36.58365,127.29409,0.0,0.0,0.0,0.0,0.0
SJB293001079,번암아파트,36.5866993,127.2971748,0.0,0.0,0.0,0.0,0.0
SJB293001092,죽림리,36.59127,127.29897,0.0,0.0,0.0,0.0,0.0
SJB293001093,효성세종병원,36.59705,127.29895,0.0,0.0,0.0,0.0,0.0
SJB293001090,조치원전통시장,36.59898,127.29861,0.0,0.0,0.0,0.0,0.0
SJB293064017,조치원역,36.6013323,127.2970784,0.0,0.0,0.0,0.0,0.0
SJB293064019,조치원전통시장북측,36.6014294,127.3000769,0.0,0.0,0.0,0.0,0.0
SJB293064260,조치원버스터미널,36.6018765,127.3027591,0.0,0.0,0.0,0.0,0.0
SJB293001088,조치원전통시장,36.599942,127.29819,0.0,0.0,0.0,0.0,0.0
SJB293064035,효성세종병원,36.5972495,127.2987069,0.0,0.0,0.0,0.0,0.0
SJB293001091,죽림리,36.59078,127.29892,0.0,0.0,0.0,0.0,0.0
SJB293001089,번암리,36.5884,127.29841,0.0,0.0,0.0,0.0,0.0
SJB293001078,번암아파트,36.58577,127.29582,0.0,0.0,0.0,0.0,0.0
SJB293001066,번암삼거리,36.58401,127.29416,0.0,0.0,0.0,0.0,0.0
SJB293001054,번암아파트후문,36.58772,127.29233,0.0,0.0,0.0,0.0,0.0
SJB293001053,자이아파트,36.59085,127.29192,0.0,0.0,0.0,0.0,0.0
SJB293064506,신흥푸르지오,36.5915324,127.2899626,0.0,0.0,0.0,0.0,0.0
SJB293064504,조치원 농협,36.592983,127.2869737,0.0,0.0,0.0,0.0,0.0
SJB293001019,세종시민체육관,36.59455,127.28477,0.0,0.0,0.0,0.0,0.0
SJB293001037,신흥주공아파트,36.5951,127.28973,0.0,0.0,0.0,0.0,0.0
SJB293064503,신흥3리,36.5956318,127.2911254,0.0,0.0,0.0,0.0,0.0
SJB293001045,세종시문화예술회관,36.598,127.29075,0.0,0.0,0.0,0.0,0.0
SJB293001040,신봉초등학교,36.60169,127.29016,0.0,0.0,0.0,0.0,0.0
SJB293001051,세종여자고등학교입구,36.6068434,127.2914161,0.0,0.0,0.0,0.0,0.0
SJB293001058,고려대학교,36.61076,127.29344,0.0,0.0,0.0,0.0,0.0
SJB293001049,신안1리입구,36.61372,127.29104,0.0,0.0,0.0,0.0,0.0
SJB293001033,중앙요양병원,36.61411,127.28953,0.0,0.0,0.0,0.0,0.0
SJB293001022,신안리마을회관,36.61637,127.28719,0.0,0.0,0.0,0.0,0.0
SJB293001028,구렁말,36.61737,127.28887,0.0,0.0,0.0,0.0,0.0
SJB293001068,새주막거리,36.61236,127.29459,0.0,0.0,0.0,0.0,0.0
SJB293001080,세종고등학교,36.61024,127.29666,0.0,0.0,0.0,0.0,0.0
SJB293001085,세종중학교,36.60591,127.29721,0.0,0.0,0.0,0.0,0.0
SJB293001024,세종여자고등학교,36.60653,127.28837,0.0,0.0,0.0,0.0,0.0
SJB293001018,서창리,36.60526,127.28432,0.0,0.0,0.0,0.0,0.0
SJB293001014,봉산리,36.60621,127.28092,0.0,0.0,0.0,0.0,0.0
SJB293001012,봉산1리마을회관,36.60694,127.27798,0.0,0.0,0.0,0.0,0.0
SJB293001009,봉산1리,36.60484,127.27739,0.0,0.0,0.0,0.0,0.0
SJB293001008,방축골(갑부농원),36.60075,127.27606,0.0,0.0,0.0,0.0,0.0
SJB293064147,대동초등학교,36.5955851,127.2953796,0.0,0.0,0.0,0.0,0.0
SJB293001097,죽림리,36.5966487,127.2958117,0.0,0.0,0.0,0.0,0.0
SJB293001075,조치원역뒤편,36.60061,127.29509,4139813.0,3456174.0,416460.0,0.20984082661198275,7595987.0
SJB293001064,세종세무서,36.60607,127.29412,0.0,0.0,0.0,0.0,0.0
SJB293001094,조치원버스터미널,36.6024592,127.3035236,0.0,0.0,0.0,0.0,0.0
SJB274002040,중봉리,36.60364,127.30656,0.0,0.0,0.0,0.0,0.0
SJB274002086,서평리,36.59864,127.31297,0.0,0.0,0.0,0.0,0.0
SJB271010111,서평1리,36.5955309,127.3145926,0.0,0.0,0.0,0.0,0.0
SJB274000055,서평교,36.591895,127.316459,0.0,0.0,0.0,0.0,0.0
SJB274002090,동평3리,36.5868,127.31859,0.0,0.0,0.0,0.0,0.0
SJB293015015,예양2리,36.5808639,127.3172522,0.0,0.0,0.0,0.0,0.0
SJB293015020,양세오충각,36.57851,127.32177,0.0,0.0,0.0,0.0,0.0
SJB293015018,예양1리,36.57621,127.32112,0.0,0.0,0.0,0.0,0.0
SJB293015023,예양리,36.57283,127.32303,0.0,0.0,0.0,0.0,0.0
SJB293015022,송용리,36.5617958,127.3229875,0.0,0.0,0.0,0.0,0.0
SJB293015030,내판역,36.55751,127.3252,0.0,0.0,0.0,0.0,0.0
SJB293064414,연동면 복합커뮤니티센터,36.555077,127.326537,0.0,0.0,0.0,0.0,0.0
SJB293015035,연동중학교,36.55269,127.32796,0.0,0.0,0.0,0.0,0.0
SJB293015038,교과서박물관,36.5494,127.33021,0.0,0.0,0.0,0.0,0.0
SJB293015044,응암농공단지,36.5457,127.33441,0.0,0.0,0.0,0.0,0.0
SJB293015049,명학산업단지,36.53905,127.34013,0.0,0.0,0.0,0.0,0.0
SJB293015056,명학1리,36.53703,127.34345,0.0,0.0,0.0,0.0,0.0
SJB293015062,명학리,36.53567,127.34787,0.0,0.0,0.0,0.0,0.0
SJB293015069,명학3리,36.53454,127.35168,0.0,0.0,0.0,0.0,0.0
SJB293012008,부강리,36.53303,127.35955,0.0,0.0,0.0,0.0,0.0
SJB293012011,부강역,36.53189,127.36464,0.0,0.0,0.0,0.0,0.0
SJB293064462,부강2리,36.5295,127.36597,0.0,0.0,0.0,0.0,0.0
SJB293064463,부강초등학교,36.52783,127.36722,0.0,0.0,0.0,0.0,0.0
SJB293064464,복지회관,36.52697,127.36974,0.0,0.0,0.0,0.0,0.0
SJB293012033,부강삼거리,36.52776,127.37218,0.0,0.0,0.0,0.0,0.0
SJB293064280,부강면생활체육관,36.5266749,127.374268,152897.0,117316.0,8126.0,0.2461488507996291,270213.0
SJB293012041,등곡3리(충광농원),36.51333,127.38231,0.0,0.0,0.0,0.0,0.0
SJB293012045,등곡리,36.50773,127.38487,0.0,0.0,0.0,0.0,0.0
SJB293012049,매포역(노호2리),36.49753,127.39272,0.0,0.0,0.0,0.0,0.0
SJB293012054,노호1리,36.495,127.39872,0.0,0.0,0.0,0.0,0.0
SJB293012055,등곡2리,36.49376,127.40229,0.0,0.0,0.0,0.0,0.0
SJB274020044,시목1리,36.49045,127.41045,0.0,0.0,0.0,0.0,0.0
SJB274020015,시목리,36.4897,127.41432,0.0,0.0,0.0,0.0,0.0
SJB274020012,"시목리, 현도중학교",36.48395,127.42431,0.0,0.0,0.0,0.0,0.0
SJB274020006,매봉(매봉리 방면),36.47372,127.42592,0.0,0.0,0.0,0.0,0.0
SJB274020007,매봉(양지리 방면),36.47063,127.42421,0.0,0.0,0.0,0.0,0.0
SJB274020017,양지리,36.4592,127.42668,0.0,0.0,0.0,0.0,0.0
SJB187001379,신탄진동행정복지센터,36.45277,127.42857,0.0,0.0,0.0,0.0,0.0
SJB187000280,신탄진역,36.4495778,127.428986,0.0,0.0,0.0,0.0,0.0
SJB187000270,신탄진역,36.44919,127.42929,0.0,0.0,0.0,0.0,0.0
SJB187001378,신탄진동행정복지센터,36.45212,127.4288721,0.0,0.0,0.0,0.0,0.0
SJB274020018,양지2리,36.4593,127.42696,0.0,0.0,0.0,0.0,0.0
SJB274020008,매봉리,36.47087,127.42467,0.0,0.0,0.0,0.0,0.0
SJB274020003,달계리,36.4745,127.4263,0.0,0.0,0.0,0.0,0.0
SJB274020010,"현도면 행정복지센터, 선동리",36.48497,127.42426,0.0,0.0,0.0,0.0,0.0
SJB274020045,시목리,36.48982,127.41455,0.0,0.0,0.0,0.0,0.0
SJB274020014,시목1리,36.49058,127.41061,0.0,0.0,0.0,0.0,0.0
SJB293012056,등곡2리,36.49386,127.40245,0.0,0.0,0.0,0.0,0.0
SJB293012053,노호1리,36.49517,127.39858,0.0,0.0,0.0,0.0,0.0
SJB293012050,매포역(노호2리),36.49737,127.39305,0.0,0.0,0.0,0.0,0.0
SJB293012046,등곡리,36.50735,127.38499,0.0,0.0,0.0,0.0,0.0
SJB293012042,등곡3리(충광농원),36.51325,127.3826,0.0,0.0,0.0,0.0,0.0
SJB293012038,부강면생활체육관,36.52758,127.37381,0.0,0.0,0.0,0.0,0.0
SJB293012032,부강삼거리,36.52792,127.372,0.0,0.0,0.0,0.0,0.0
SJB293064153,복지회관,36.5271885,127.3698136,0.0,0.0,0.0,0.0,0.0
SJB293012021,부강초등학교,36.52823,127.36714,0.0,0.0,0.0,0.0,0.0
SJB293064465,부강2리,36.52934,127.36628,0.0,0.0,0.0,0.0,0.0
SJB293012014,부강역,36.53192,127.36517,0.0,0.0,0.0,0.0,0.0
SJB293012009,부강리,36.53291,127.36088,0.0,0.0,0.0,0.0,0.0
SJB293015068,명학3리,36.53472,127.35163,0.0,0.0,0.0,0.0,0.0
SJB293015063,명학리,36.53579,127.34803,0.0,0.0,0.0,0.0,0.0
SJB293015055,명학1리,36.5372,127.34346,0.0,0.0,0.0,0.0,0.0
SJB293015050,명학산업단지,36.53897,127.34062,0.0,0.0,0.0,0.0,0.0
SJB293015043,응암농공단지,36.54621,127.33419,0.0,0.0,0.0,0.0,0.0
SJB293015039,교과서박물관,36.54933,127.33046,0.0,0.0,0.0,0.0,0.0
SJB293015036,연동중학교,36.5529,127.32801,0.0,0.0,0.0,0.0,0.0
SJB293064415,연동면 복합커뮤니티센터,36.555012,127.326823,0.0,0.0,0.0,0.0,0.0
SJB293015028,내판역,36.55796,127.32516,0.0,0.0,0.0,0.0,0.0
SJB293015026,송용리,36.5619854,127.3231771,0.0,0.0,0.0,0.0,0.0
SJB293015025,예양리,36.57279,127.32321,0.0,0.0,0.0,0.0,0.0
SJB293015019,예양1리,36.57534,127.32155,0.0,0.0,0.0,0.0,0.0
SJB293015021,양세오충각,36.57838,127.3219,0.0,0.0,0.0,0.0,0.0
SJB293064171,예양2리,36.5809703,127.3172654,0.0,0.0,0.0,0.0,0.0
SJB274002089,동평3리,36.58647,127.31843,0.0,0.0,0.0,0.0,0.0
SJB274000059,서평교,36.592008,127.316545,0.0,0.0,0.0,0.0,0.0
SJB274002088,서평1리,36.59558,127.3147,0.0,0.0,0.0,0.0,0.0
SJB274002087,서평리,36.59852,127.31318,0.0,0.0,0.0,0.0,0.0
SJB274002001,중봉리,36.60392,127.30684,0.0,0.0,0.0,0.0,0.0
SJB293001096,조치원버스터미널,36.6026983,127.3036683,0.0,0.0,0.0,0.0,0.0
SJB293001048,홍익대학교,36.62178,127.29072,0.0,0.0,0.0,0.0,0.0
SJB293001039,신안2리(안터),36.62633,127.28994,0.0,0.0,0.0,0.0,0.0
SJB293001031,신안2리입구,36.62926,127.28909,0.0,0.0,0.0,0.0,0.0
SJB293001026,조형아파트,36.63471,127.28878,0.0,0.0,0.0,0.0,0.0
SJB274002085,상봉초등학교,36.63758,127.28628,0.0,0.0,0.0,0.0,0.0
SJB274002083,상봉2리(가마소),36.63862,127.28379,0.0,0.0,0.0,0.0,0.0
SJB293018082,심중1리,36.64456,127.27603,0.0,0.0,0.0,0.0,0.0
SJB293018072,심중2리입구,36.64999,127.27104,0.0,0.0,0.0,0.0,0.0
SJB293018062,전동삼거리,36.65369,127.26701,0.0,0.0,0.0,0.0,0.0
SJB293018068,노장농공단지,36.6609,127.27033,0.0,0.0,0.0,0.0,0.0
SJB293018077,노장2리,36.66316,127.27271,0.0,0.0,0.0,0.0,0.0
SJB293018078,노장3리,36.66932,127.2727,0.0,0.0,0.0,0.0,0.0
SJB293018070,조치원낚시터,36.67291,127.27078,0.0,0.0,0.0,0.0,0.0
SJB293018050,봉대리(평말),36.68073,127.26314,0.0,0.0,0.0,0.0,0.0
SJB293018055,봉대리,36.68345,127.26529,0.0,0.0,0.0,0.0,0.0
SJB293018074,세종시공원묘원,36.69279,127.27243,0.0,0.0,0.0,0.0,0.0
SJB285016004,백자3리,36.70214,127.27608,0.0,0.0,0.0,0.0,0.0
SJB285016006,백자4리,36.70507,127.27389,0.0,0.0,0.0,0.0,0.0
SJB285016002,백자2리,36.71068,127.27417,0.0,0.0,0.0,0.0,0.0
SJB285016027,해정리,36.7197,127.27756,0.0,0.0,0.0,0.0,0.0
SJB285016026,해정2리,36.72692,127.27976,0.0,0.0,0.0,0.0,0.0
SJB285016029,속샘말삼거리,36.7293398,127.2798646,0.0,0.0,0.0,0.0,0.0
SJB285016016,수신면사무소,36.73094,127.28176,0.0,0.0,0.0,0.0,0.0
SJB285016010,수신초등학교,36.73284,127.28432,0.0,0.0,0.0,0.0,0.0
SJB285016009,상록리조트후문,36.73665,127.28407,0.0,0.0,0.0,0.0,0.0
SJB285016007,상록리조트정문,36.74248,127.28623,0.0,0.0,0.0,0.0,0.0
SJB285016020,장산3리(송내),36.74513,127.2894,0.0,0.0,0.0,0.0,0.0
SJB285016021,장산4리,36.74668,127.29091,0.0,0.0,0.0,0.0,0.0
SJB285016015,송내리,36.75136,127.29284,0.0,0.0,0.0,0.0,0.0
SJB285016023,장산4리(상리),36.75456,127.29562,0.0,0.0,0.0,0.0,0.0
SJB285013002,모드니에아파트,36.75899,127.29714,0.0,0.0,0.0,0.0,0.0
SJB285013007,병천시장,36.7611,127.29893,0.0,0.0,0.0,0.0,0.0
SJB285013004,병천3리,36.76219,127.30078,0.0,0.0,0.0,0.0,0.0
SJB285013008,유관순열사유적지,36.76258,127.30339,0.0,0.0,0.0,0.0,0.0
SJB285013005,병천고등학교,36.7642,127.3118,0.0,0.0,0.0,0.0,0.0
SJB285013010,병천고등학교,36.76454,127.31257,0.0,0.0,0.0,0.0,0.0
SJB285013009,유관순열사유적지,36.76308,127.30586,0.0,0.0,0.0,0.0,0.0
SJB285013003,병천3리,36.76224,127.30012,0.0,0.0,0.0,0.0,0.0
SJB285013006,병천시장,36.76122,127.29884,0.0,0.0,0.0,0.0,0.0
SJB285013001,모드니에아파트,36.75911,127.29704,0.0,0.0,0.0,0.0,0.0
SJB285016022,장산4리(상리),36.75431,127.29521,0.0,0.0,0.0,0.0,0.0
SJB285016013,송내리,36.75019,127.29218,0.0,0.0,0.0,0.0,0.0
SJB285016028,장산4리,36.7467119,127.2906764,0.0,0.0,0.0,0.0,0.0
SJB285016019,장산3리(송내),36.74519,127.28926,0.0,0.0,0.0,0.0,0.0
SJB285016018,상록리조트정문,36.74247,127.28608,0.0,0.0,0.0,0.0,0.0
SJB285016008,상록리조트후문,36.73662,127.28392,0.0,0.0,0.0,0.0,0.0
SJB285016017,수신초등학교,36.7328,127.28411,0.0,0.0,0.0,0.0,0.0
SJB285016011,수신면사무소,36.73099,127.28162,0.0,0.0,0.0,0.0,0.0
SJB285016012,속샘말삼거리,36.72943,127.27975,0.0,0.0,0.0,0.0,0.0
SJB285016025,해정2리,36.72683,127.27959,0.0,0.0,0.0,0.0,0.0
SJB285016024,해정리,36.71976,127.27744,0.0,0.0,0.0,0.0,0.0
SJB285016001,백자2리,36.71079,127.27405,0.0,0.0,0.0,0.0,0.0
SJB285016005,백자4리,36.7053,127.27365,0.0,0.0,0.0,0.0,0.0
SJB285016003,백자3리,36.70201,127.27598,0.0,0.0,0.0,0.0,0.0
SJB293018073,세종시공원묘원,36.69282,127.27229,0.0,0.0,0.0,0.0,0.0
SJB293018054,봉대리,36.68337,127.26512,0.0,0.0,0.0,0.0,0.0
SJB293018051,봉대리(평말),36.68098,127.26305,0.0,0.0,0.0,0.0,0.0
SJB293018069,조치원낚시터,36.67308,127.2706,0.0,0.0,0.0,0.0,0.0
SJB293018075,노장3리,36.66938,127.2725,0.0,0.0,0.0,0.0,0.0
SJB293018076,노장2리,36.66327,127.27263,0.0,0.0,0.0,0.0,0.0
SJB293018067,노장농공단지,36.66071,127.27012,0.0,0.0,0.0,0.0,0.0
SJB293018060,전동삼거리,36.65378,127.2669,0.0,0.0,0.0,0.0,0.0
SJB293018071,심중2리입구,36.64988,127.27101,0.0,0.0,0.0,0.0,0.0
SJB293018081,심중1리,36.64451,127.27593,0.0,0.0,0.0,0.0,0.0
SJB274002082,상봉2리(가마소),36.63857,127.28365,0.0,0.0,0.0,0.0,0.0
SJB274002084,상봉초등학교,36.63747,127.28622,0.0,0.0,0.0,0.0,0.0
SJB293001027,조형아파트,36.63441,127.28884,0.0,0.0,0.0,0.0,0.0
SJB293001030,신안2리입구,36.62874,127.28909,0.0,0.0,0.0,0.0,0.0
SJB293001034,신안2리(안터),36.62652,127.28975,0.0,0.0,0.0,0.0,0.0
SJB293001043,홍익대학교,36.62188,127.29056,0.0,0.0,0.0,0.0,0.0
SJB293001047,신안1리,36.61865,127.29091,0.0,0.0,0.0,0.0,0.0
SJB293064178,다정동(장기로),36.4998106,127.2345693,0.0,0.0,0.0,0.0,0.0
SJB293064032,"가재마을9, 10단지",36.5015892,127.2525636,0.0,0.0,0.0,0.0,0.0
SJB293051005,가람동(이마트앞),36.47061,127.2518,0.0,0.0,0.0,0.0,0.0
SJB293051004,열병합발전소,36.4654,127.24613,0.0,0.0,0.0,0.0,0.0
SJB293064426,주택성능연구개발센터,36.467585,127.242469,0.0,0.0,0.0,0.0,0.0
SJB293017063,영평사입구,36.47564,127.23857,0.0,0.0,0.0,0.0,0.0
SJB293064386,산학리(주니어전문스쿨),36.4826597,127.2327579,0.0,0.0,0.0,0.0,0.0
SJB293017060,동원주식회사,36.4881,127.22658,0.0,0.0,0.0,0.0,0.0
SJB293017058,산학리,36.49187,127.22221,0.0,0.0,0.0,0.0,0.0
SJB293017053,은용1리,36.49338,127.21585,0.0,0.0,0.0,0.0,0.0
SJB293064270,장기초등학교,36.4968405,127.2073985,0.0,0.0,0.0,0.0,0.0
SJB293017029,장기초등학교,36.49667,127.20729,0.0,0.0,0.0,0.0,0.0
SJB293017051,은용1리,36.49328,127.21577,0.0,0.0,0.0,0.0,0.0
SJB293017057,산학리,36.49191,127.22186,0.0,0.0,0.0,0.0,0.0
SJB293017061,동원주식회사,36.4889,127.22667,0.0,0.0,0.0,0.0,0.0
SJB293064385,산학리(주니어전문스쿨),36.4825063,127.232697,0.0,0.0,0.0,0.0,0.0
SJB293017062,영평사입구,36.47582,127.23838,0.0,0.0,0.0,0.0,0.0
SJB293064427,주택성능연구개발센터,36.467511,127.24234,0.0,0.0,0.0,0.0,0.0
SJB293051003,열병합발전소,36.46513,127.246,0.0,0.0,0.0,0.0,0.0
SJB293051006,가람동(이마트앞),36.47062,127.25208,0.0,0.0,0.0,0.0,0.0
SJB293064025,"가재마을9, 10단지",36.5018101,127.2525964,0.0,0.0,0.0,0.0,0.0
SJB293064143,다정동(장기로),36.4999845,127.2345564,0.0,0.0,0.0,0.0,0.0
SJB293064443,대전공원묘원,36.4519,127.2266,0.0,0.0,0.0,0.0,0.0
SJB293064181,도남삼거리,36.4413461,127.2242355,0.0,0.0,0.0,0.0,0.0
SJB293017055,금암삼거리,36.43837,127.21848,0.0,0.0,0.0,0.0,0.0
SJB293017032,금암리노인정,36.43827,127.2085,0.0,0.0,0.0,0.0,0.0
SJB293017034,금암리(웅대원룸),36.44168,127.20892,0.0,0.0,0.0,0.0,0.0
SJB293017036,한국영상대기숙사,36.44304,127.20993,0.0,0.0,0.0,0.0,0.0
SJB293017041,금암리(서봉타운),36.44591,127.21077,0.0,0.0,0.0,0.0,0.0
SJB293017038,금암리(영조주택),36.44884,127.21055,0.0,0.0,0.0,0.0,0.0
SJB293017040,금암리(그린원룸),36.45103,127.21064,0.0,0.0,0.0,0.0,0.0
SJB293010014,금암리(솔정자),36.45532047,127.2112425,0.0,0.0,0.0,0.0,0.0
SJB293010015,금암리(사기정골),36.45776728,127.2119781,0.0,0.0,0.0,0.0,0.0
SJB293017045,한국영상대학교,36.46158,127.21124,0.0,0.0,0.0,0.0,0.0
SJB293017046,금암리(사기정골),36.45775,127.21181,0.0,0.0,0.0,0.0,0.0
SJB293017042,금암리(솔정자),36.4553,127.21109,0.0,0.0,0.0,0.0,0.0
SJB293010013,금암리(그린원룸),36.45112248,127.2105076,0.0,0.0,0.0,0.0,0.0
SJB293017037,금암리(영조주택),36.44864,127.2104,0.0,0.0,0.0,0.0,0.0
SJB293010012,금암리(서봉타운),36.44601649,127.2106385,0.0,0.0,0.0,0.0,0.0
SJB293017035,한국영상대기숙사,36.44327,127.20992,0.0,0.0,0.0,0.0,0.0
SJB293010011,금암리(웅대원룸),36.44176087,127.2088036,0.0,0.0,0.0,0.0,0.0
SJB293017030,금암리노인정,36.43813,127.2084,0.0,0.0,0.0,0.0,0.0
SJB293017056,금암삼거리,36.4382,127.2185,0.0,0.0,0.0,0.0,0.0
SJB293064182,도남삼거리,36.4412701,127.2245036,0.0,0.0,0.0,0.0,0.0
SJB293900001,대전공원묘원,36.452,127.2269,0.0,0.0,0.0,0.0,0.0
SJB293016126,월하리,36.57825,127.29256,0.0,0.0,0.0,0.0,0.0
SJB293016124,월하리(항공학교),36.57537,127.29147,0.0,0.0,0.0,0.0,0.0
SJB293016121,세종장례식장입구,36.5700498,127.2875721,0.0,0.0,0.0,0.0,0.0
SJB293016116,세종교통,36.56604,127.28472,0.0,0.0,0.0,0.0,0.0
SJB293016112,봉암리,36.56358,127.28305,0.0,0.0,0.0,0.0,0.0
SJB293016110,대원아파트후문,36.56134,127.28143,0.0,0.0,0.0,0.0,0.0
SJB293016101,대원아파트,36.55833,127.27817,0.0,0.0,0.0,0.0,0.0
SJB293014032,실광주유소,36.55361,127.27738,0.0,0.0,0.0,0.0,0.0
SJB293064170,방공학교,36.5518391,127.2780081,0.0,0.0,0.0,0.0,0.0
SJB293014037,보통2리,36.54867,127.27837,0.0,0.0,0.0,0.0,0.0
SJB293014030,연기리,36.54482,127.27714,0.0,0.0,0.0,0.0,0.0
SJB293014023,연기면사무소,36.54241,127.2744,0.0,0.0,0.0,0.0,0.0
SJB293014019,연기산업단지,36.54374,127.26691,0.0,0.0,0.0,0.0,0.0
SJB293064042,눌왕리(새터말),36.5454681,127.2625687,1406214.0,1198422.0,160827.0,0.02964422067717812,2604636.0
SJB293014012,눌왕1리(도덕농장),36.54496,127.25815,0.0,0.0,0.0,0.0,0.0
SJB293014011,수왕초등학교,36.54508,127.25503,0.0,0.0,0.0,0.0,0.0
SJB293014008,눌왕2리(푸른농원),36.54602,127.24922,0.0,0.0,0.0,0.0,0.0
SJB293014007,눌왕2리마을회관,36.54452,127.24683,0.0,0.0,0.0,0.0,0.0
SJB293014004,눌왕2리,36.54384,127.24391,0.0,0.0,0.0,0.0,0.0
SJB293014003,수산리(방아다리),36.54452,127.23693,0.0,0.0,0.0,0.0,0.0
SJB293014001,수산리,36.5408579,127.2307892,0.0,0.0,0.0,0.0,0.0
SJB293064491,수산리교차로,36.5382055,127.2339589,0.0,0.0,0.0,0.0,0.0
SJB293064013,은하수공원,36.5325085,127.2453325,0.0,0.0,0.0,0.0,0.0
SJB293064156,은하수공원,36.5326753,127.2453565,0.0,0.0,0.0,0.0,0.0
SJB293064490,수산리교차로,36.5378723,127.2340996,0.0,0.0,0.0,0.0,0.0
SJB293014002,수산리(방아다리),36.54436,127.23691,0.0,0.0,0.0,0.0,0.0
SJB293014005,눌왕2리,36.54346,127.24441,0.0,0.0,0.0,0.0,0.0
SJB293014006,눌왕2리마을회관,36.5442,127.24662,0.0,0.0,0.0,0.0,0.0
SJB293014009,눌왕2리(푸른농원),36.54592,127.24938,0.0,0.0,0.0,0.0,0.0
SJB293014010,수왕초등학교,36.54498,127.25486,0.0,0.0,0.0,0.0,0.0
SJB293014013,눌왕1리(도덕농장),36.54482,127.25815,0.0,0.0,0.0,0.0,0.0
SJB293064043,눌왕리(새터말),36.5453054,127.2623793,0.0,0.0,0.0,0.0,0.0
SJB293014018,연기산업단지,36.54369,127.26673,0.0,0.0,0.0,0.0,0.0
SJB293014021,연기면사무소,36.5423,127.27405,0.0,0.0,0.0,0.0,0.0
SJB293014028,연기리,36.54431,127.27681,0.0,0.0,0.0,0.0,0.0
SJB293014038,보통2리,36.54869,127.27849,0.0,0.0,0.0,0.0,0.0
SJB293014036,방공학교,36.55202,127.27817,0.0,0.0,0.0,0.0,0.0
SJB293014033,실광주유소,36.55469,127.27737,0.0,0.0,0.0,0.0,0.0
SJB293016102,대원아파트,36.55839,127.27835,0.0,0.0,0.0,0.0,0.0
SJB293016109,대원아파트후문,36.56068,127.28087,0.0,0.0,0.0,0.0,0.0
SJB293016113,봉암리,36.56387,127.28345,0.0,0.0,0.0,0.0,0.0
SJB293016117,세종교통,36.56604,127.28491,0.0,0.0,0.0,0.0,0.0
SJB293016123,세종장례식장입구,36.5700006,127.2877801,0.0,0.0,0.0,0.0,0.0
SJB293064508,월하리(패션아울렛),36.5735137,127.2903054,0.0,0.0,0.0,0.0,0.0
SJB293016125,월하리(항공학교),36.57633,127.29212,0.0,0.0,0.0,0.0,0.0
SJB293016127,월하리,36.57842,127.29276,0.0,0.0,0.0,0.0,0.0
SJB293016119,봉암2리마을회관,36.55973,127.28701,0.0,0.0,0.0,0.0,0.0
SJB293014039,연기2리마을회관,36.54216,127.28017,0.0,0.0,0.0,0.0,0.0
SJB293014048,보통1리마을회관,36.54493,127.29008,0.0,0.0,0.0,0.0,0.0
SJB293064196,보통1리마을회관,36.5447598,127.2901082,0.0,0.0,0.0,0.0,0.0
SJB293064273,연기2리마을회관,36.5423242,127.2802675,0.0,0.0,0.0,0.0,0.0
SJB293064276,노송2리,36.57114,127.3261292,0.0,0.0,0.0,0.0,0.0
SJB293015040,노송1리(노리미),36.5693111,127.3281964,0.0,0.0,0.0,0.0,0.0
SJB293064172,노송1리,36.5668063,127.3304159,0.0,0.0,0.0,0.0,0.0
SJB293064297,노송리,36.5626625,127.3358785,0.0,0.0,0.0,0.0,0.0
SJB293064277,응암2리,36.5572604,127.3416481,0.0,0.0,0.0,0.0,0.0
SJB293064444,응암2리마을회관,36.5534,127.3389,0.0,0.0,0.0,0.0,0.0
SJB293015057,응암4리,36.55802,127.34467,0.0,0.0,0.0,0.0,0.0
SJB293064278,응암3리,36.5479444,127.3530917,0.0,0.0,0.0,0.0,0.0
SJB293015073,응암3리입구,36.54687,127.35382,0.0,0.0,0.0,0.0,0.0
